date,open,high,low,close,volume,adjclose,dividends,splits,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2017-05-02,55.119998931884766,55.15999984741211,54.790000915527344,55.06999969482422,7363600,51.39510345458984,0.0,0.0,0.1454773848256652,0.145465649145482,52.52261222839356,50.469317264556885,51.7538807992529,0.0870092690302633,-141.77618686802708,-138.08283762559617,52.57437335377468,50.87659634227025,19525.15412087912,4.396774193548388,244.00912903225804,79.45999908447266,"5,784.43",837.27,290.24,107.82,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-03,55.16999816894531,55.29999923706055,54.400001525878906,54.52999877929688,9474700,50.8911361694336,0.0,0.0,-0.9805718513161588,-0.9805745125146648,52.47311462402344,50.45688373565674,51.63884818194366,0.0868433173761773,-153.22575540263432,-146.7289908742602,52.616969760559954,50.78640205035313,19527.9448021978,4.393548387096774,244.01425806451613,79.38999938964844,"5,806.76",837.75,290.34,107.9,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-04,54.68000030517578,54.83000183105469,54.20000076293945,54.470001220703125,6830600,50.83514022827149,0.0,0.0,-0.1100267007827837,-0.110030833219521,52.40612258911133,50.44407772064209,51.531687121454034,0.0501234594475633,-135.13507716725547,-143.37900647930556,52.658361360961806,50.69741256481944,19530.735483516484,4.390322580645162,244.01938709677412,79.6500015258789,"5,838.01",841.72,291.73,107.98,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-05,54.40999984741211,54.5,53.560001373291016,53.95000076293945,13379900,50.34983825683594,0.0,0.0,-0.9546547569490916,-0.9546584690360516,52.345240936279296,50.428845195770265,51.37410727283829,0.0429102833668445,-102.561211929166,-130.3073481663519,52.76677827184988,50.477935702149146,19533.52616483517,4.387096774193549,244.02451612903224,80.08000183105469,"5,850.31",840.52,293.01,107.73,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-08,54.18000030517578,54.5099983215332,53.83000183105469,54.29999923706055,8728100,50.67648696899414,0.0,0.0,0.6487460040251136,0.6487582154523608,52.2821467590332,50.41880508422852,51.281091232325736,0.0391142715709091,-92.12514168017452,-109.94047692553194,52.8029368126034,50.36618321303137,19541.898208791208,4.37741935483871,244.03990322580648,79.94000244140625,"5,846.88",844.6,293.58,107.22,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-09,54.33000183105469,55.08000183105469,54.15999984741211,54.88999938964844,6441200,51.22711944580078,0.0,0.0,1.0865564657047022,1.086564025528336,52.23322853088379,50.41271982192993,51.27389499412241,0.0403306884157508,-74.53303433230552,-89.73979598054864,52.80303857829531,50.365147990918565,19544.68889010989,4.374193548387097,244.0450322580645,79.9000015258789,"5,866.36",842.72,294.59,107.55,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-10,54.90999984741211,55.060001373291016,54.5099983215332,54.560001373291016,5823000,50.91913604736328,0.0,0.0,-0.601198797644098,-0.6012116272970491,52.18801246643066,50.40319957733154,51.22659380122119,0.0383685364022546,-93.6477167275846,-86.76863091335481,52.8142678163601,50.32032080668678,19547.47957142857,4.370967741935484,244.05016129032256,79.94000244140625,"5,858.02",838.72,294.05,106.97,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-11,54.52000045776367,54.52000045776367,53.400001525878906,54.2400016784668,6499600,50.62049102783203,0.0,0.0,-0.5865096898272193,-0.5865084184724978,52.12212341308594,50.39574523925781,51.14578009810264,0.038568969124699,-98.91505028345532,-89.03193378111509,52.81259376132317,50.19786957180671,19550.27025274725,4.367741935483871,244.05529032258065,79.7699966430664,"5,844.60",835.96,294.89,106.57,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-12,54.09999847412109,54.38999938964844,53.790000915527344,54.20000076293945,5606300,50.58316040039063,0.0,0.0,-0.0737479983213607,-0.0737460792722854,52.05492797851562,50.390785160064695,51.0707641384077,0.0372004923132823,-115.44437339653643,-102.6690468025254,52.82025898310533,50.08381129887709,19553.060934065936,4.364516129032258,244.0604193548387,79.83000183105469,"5,866.27",836.73,296.75,107.33,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-15,54.119998931884766,54.20000076293945,53.68000030517578,53.77000045776367,8201700,50.181861877441406,0.0,0.0,-0.7933584854666775,-0.7933441085387738,52.00023857116699,50.38539012908936,50.95224383694553,0.0375728230668952,-131.89104342972746,-115.41682236990636,52.726103446057614,49.94744925779981,19561.432978021978,4.354838709677419,244.0758064516129,80.3499984741211,"5,858.98",833.79,298.48,107.31,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-16,52.369998931884766,53.380001068115234,52.119998931884766,52.77999877929688,14562700,49.257911682128906,0.0,0.0,-1.841178482496841,-1.8412034961338253,51.92576370239258,50.37514429092407,50.726332882969984,0.0413214206766652,-82.95903237184555,-110.0981497327031,52.76742028371194,49.59535246714255,19564.22365934066,4.351612903225806,244.08093548387097,80.55000305175781,"5,814.89",819.99,289.66,105.01,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-17,52.77999877929688,52.869998931884766,51.79999923706055,51.79999923706055,18341500,48.34331130981445,0.0,0.0,-1.856763101367742,-1.856758317763352,51.83710296630859,50.36074146270752,50.40859667321591,0.0440285911951633,-92.67260995891785,-102.50756192016355,52.95908647466955,49.02477850030604,19567.01434065934,4.348387096774194,244.08606451612903,79.2699966430664,"5,810.22",825.56,291.34,105.32,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-18,51.970001220703125,52.08000183105469,51.29999923706055,51.68000030517578,22576500,48.2313346862793,0.0,0.0,-0.231658173073701,-0.2316279553494782,51.74694938659668,50.34804365158081,50.1182950749577,0.0440197666973606,-73.9436969274693,-83.19177975274418,52.93975558048911,48.6036068462687,19569.805021978023,4.345161290322581,244.0911935483871,79.41000366210938,"5,847.48",830.97,292.86,106.12,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-19,51.0,52.11000061035156,50.810001373291016,51.77000045776367,20047800,48.31532287597656,0.0,0.0,0.1741489010379737,0.174136150789872,51.66127502441406,50.33655155181885,49.877898781760216,0.0438994401345439,-55.56079474879909,-74.05903387839535,52.912326714517526,48.25026216792876,19572.595703296705,4.341935483870968,244.0963225806452,80.08999633789062,"5,889.23",835.72,295.8,106.51,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-22,51.77000045776367,51.959999084472656,51.400001525878906,51.56999969482422,13671500,48.128662109375,0.0,0.0,-0.3863255962352596,-0.3863386509507793,51.57056129455567,50.32394121170044,49.64466722544218,0.04390567151142,-59.7180521076,-63.07418126128942,52.90210208405664,47.89651241789649,19580.967747252747,4.332258064516129,244.11170967741936,80.63999938964844,"5,893.75",832.98,295.88,107.18,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-23,51.97999954223633,52.630001068115234,51.880001068115234,52.20000076293945,11087300,48.71662139892578,0.0,0.0,1.221642567080461,1.2216406269815128,51.48712707519531,50.30937112808228,49.52092778190666,0.0461572100795984,-49.02528688396443,-54.76804458012111,52.77337666172432,47.72192439418388,19583.75842857143,4.329032258064516,244.11683870967744,80.48999786376953,"5,931.23",835.39,296.98,107.38,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-24,52.25,52.29999923706055,51.7400016784668,52.0099983215332,9383600,48.539310455322266,0.0,0.0,-0.3639893460330112,-0.3639639583204457,51.38876075744629,50.29331356048584,49.390045471695416,0.046150542569471,-53.1777675536358,-53.97370218173336,52.66648714390907,47.53483426722374,19586.54910989011,4.325806451612904,244.1219677419355,80.8499984741211,"5,966.12",843.69,299.21,107.66,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-25,52.380001068115234,52.59000015258789,52.209999084472656,52.34999847412109,7627500,48.85661315917969,0.0,0.0,0.6537207528559463,0.6537025369354632,51.28964729309082,50.27981323242187,49.31892116335999,0.0448185572623963,-45.74679167913665,-49.316615372245565,52.451966554715895,47.45817558090423,19589.3397912088,4.32258064516129,244.12709677419355,80.87999725341797,"5,982.76",846.27,299.42,107.42,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-26,52.34999847412109,52.7599983215332,52.22999954223633,52.59000015258789,5921300,49.080604553222656,0.0,0.0,0.458455941666247,0.4584668882249065,51.19613388061524,50.27039110183716,49.28714561534168,0.0452260226635984,-40.501092146816696,-46.47521712652966,52.20516287657617,47.44179871705177,19592.130472527475,4.319354838709677,244.13222580645163,80.87999725341797,"5,987.18",844.78,300.22,106.74,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-30,52.7599983215332,53.02000045776367,52.63999938964844,52.91999816894531,8039600,49.38857269287109,0.0,0.0,0.6274919478987284,0.6274742180782944,51.10504669189453,50.25511310577392,49.30066922567893,0.0421268495415647,-33.445380715762866,-39.89775484723868,52.0074947340973,47.44627914590759,19603.2931978022,4.306451612903226,244.15274193548387,81.0,"5,999.52",847.41,299.02,106.29,8432,0.049800000000000004,4682,3750,2496,2496,1254,19,-88,1323,182,1141,0.2011,1654,,-0.0286,0.69,0.68,0.2364,851,0.51,0.180,0.125,0.4447,0.1487,0.1353,0.1009,0.1376,1517,0.17989999999999998,175,1342,0.1592
2017-05-31,53.02000045776367,53.27999877929688,52.709999084472656,52.9900016784668,8938800,49.45391082763672,0.0,0.0,0.1322817686009836,0.132294033220881,50.998840713500975,50.24145608901978,49.321101439273306,0.0422554081872118,-36.55231483290388,-36.83292923182776,51.77256165387784,47.48709296343173,19606.08387912088,4.3032258064516125,244.157870967742,80.83000183105469,"6,048.81",856.48,300.21,107.39,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-01,53.060001373291016,53.29999923706055,52.209999084472656,52.29999923706055,13352100,48.97631454467773,0.18,0.0,-1.3021370438767943,-0.9657401709312065,50.895588607788085,50.22393199920654,49.27512985332723,0.0428991465550804,-51.22033085590985,-40.40600880152547,51.609586245807634,47.45858620902635,19608.874560439563,4.3,244.163,81.45999908447266,"6,071.65",860.2,303.47,107.37,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-02,52.70000076293945,53.0099983215332,52.36000061035156,52.97999954223633,18511200,49.61310577392578,0.0,0.0,1.3001918070658869,1.3002024247192878,50.88141387939453,50.20908336639404,49.32019330940703,0.0439579571645509,-35.30666120530952,-41.02643563137436,51.457153996362926,47.48881501303649,19611.66524175824,4.3,244.16566666666668,81.86000061035156,"6,069.44",857.46,303.48,107.33,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-05,53.0,53.22999954223633,52.70000076293945,53.0099983215332,5748900,49.64118957519531,0.0,0.0,0.0566228379691891,0.0566056102141665,50.84073600769043,50.1944676399231,49.362992811512136,0.0432662514736376,-45.47906369209304,-44.002018584437415,51.380676088694536,47.49442805254082,19620.037285714287,4.3,244.17366666666663,81.5999984741211,"6,062.56",849.52,303.15,106.82,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-06,52.900001525878906,53.09999847412109,52.43000030517578,52.47999954223633,8923000,49.1448860168457,0.0,0.0,-0.9998090852260666,-0.9997817590527758,50.7716529083252,50.17575267791748,49.33391190555662,0.0437788798811324,-66.87216003970966,-49.21929497903735,51.21729128284242,47.504652763178086,19622.82796703297,4.3,244.17633333333333,81.43000030517578,"6,067.54",851.51,303.82,107.53,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-07,52.790000915527344,53.36000061035156,52.75,53.22999954223633,7438300,49.84721755981445,0.0,0.0,1.4291158661241976,1.4291040225996363,50.72464309692383,50.15273767471314,49.40235265945766,0.0466036092210546,-37.7562392758356,-50.03582100254605,50.948024711599,47.63592914582288,19625.61864835165,4.3,244.179,81.47000122070312,"6,026.79",847.33,305.2,108.39,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-08,53.22999954223633,54.13999938964844,53.150001525878906,53.20000076293945,7785600,49.819114685058594,0.0,0.0,-0.0563569031652333,-0.0563780209439701,50.66419197082519,50.13069149017334,49.45792092953779,0.0464207579192938,-29.75637472950573,-44.7949246816836,50.7305813745058,47.74337034668561,19628.40932967033,4.3,244.18166666666667,81.51000213623047,"6,015.25",843.42,296.19,109.92,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-09,53.20000076293945,53.470001220703125,52.79999923706055,53.459999084472656,8347400,50.06259536743164,0.0,0.0,0.4887186424898049,0.4887294443352896,50.60749053955078,50.10542537689209,49.53854418792364,0.0463174375745567,-48.81048179385583,-38.774365266399,50.61197611223703,47.806186042914334,19631.20001098901,4.3,244.1843333333333,81.37000274658203,"6,018.93",841.58,293.91,110.09,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-12,53.5099983215332,54.25,53.5,54.02999877929688,9180000,50.59638595581055,0.0,0.0,1.0662171802950482,1.0662463351354123,50.5734107208252,50.08005487442016,49.67958975697523,0.047783139326286,-45.56240985681957,-41.376422126726986,50.61537432528527,47.80411038540809,19639.572054945056,4.3,244.19233333333327,81.22000122070312,"6,038.07",846.08,296.18,110.59,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-13,54.02999877929688,54.65999984741211,53.84000015258789,54.310001373291016,8720100,50.85858154296875,0.0,0.0,0.5182354253567611,0.5182101096849134,50.55036094665528,50.06052513122559,49.83678866177437,0.0475834357723772,-30.18564000731586,-41.5195105526637,50.77471569998508,47.71244097726101,19642.36273626373,4.3,244.195,81.66999816894531,"6,064.40",846.3,294.28,110.79,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-14,54.47999954223633,54.66999816894531,53.95000076293945,54.65999984741211,6783900,51.18634796142578,0.0,0.0,0.6444457103129686,0.6444662995174433,50.53703964233399,50.04374353408814,50.016729901727885,0.0480295220992815,-41.61184975669666,-39.11996654027731,51.10062311233448,47.57937719284131,19645.15341758242,4.3,244.19766666666663,81.45999908447266,"6,064.72",841.48,292.74,110.51,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-15,54.0,54.04999923706055,52.72999954223633,52.900001525878906,16041100,49.53819274902344,0.0,0.0,-3.21990180469518,-3.2199117109202646,50.500461196899415,50.02043142318725,49.95292494803396,0.0570793238337504,-108.6100540570716,-60.13584794036132,51.097948992042966,47.70153945705372,19647.9440989011,4.3,244.20033333333333,81.0199966430664,"6,038.60",837.27,292.06,110.42,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-16,51.75,51.84000015258789,50.790000915527344,51.09999847412109,25725500,47.85258102416992,0.0,0.0,-3.402652173605792,-3.402650826188536,50.43129043579101,49.99160327911377,49.67287909151876,0.0660271556852438,-75.70675182230578,-75.3095518786913,51.1411822612841,47.62043082160165,19650.73478021978,4.3,244.203,81.4800033569336,"6,073.67",844.39,297.2,111.2,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-19,51.41999816894531,52.220001220703125,51.400001525878906,52.02000045776367,11265300,48.71411895751953,0.0,0.0,1.8003953250771645,1.8004001349779974,50.37636405944824,49.96874687194824,49.54504440698553,0.0684483218316899,-53.50215019299629,-79.27298535745784,51.11883265446839,47.68266003657165,19659.106824175826,4.3,244.211,81.98999786376953,"6,041.93",833.78,294.67,110.42,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-20,52.04999923706055,52.130001068115234,51.09999847412109,51.560001373291016,10676500,48.283348083496094,0.0,0.0,-0.8842735110049516,-0.8842834136014721,50.31338249206543,49.93882329940796,49.37681823052028,0.0684246999047124,-64.60450016615574,-64.60446739381922,51.10369569770524,47.71326559074691,19661.897505494508,4.3,244.21366666666663,80.44999694824219,"6,023.12",835.02,296.86,109.7,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-21,51.900001525878906,52.68999862670898,51.900001525878906,52.59000015258789,13021700,49.247894287109375,0.0,0.0,1.9976701936831764,1.9976787896839765,50.273611297607424,49.91613275527954,49.35962837139883,0.0707015840946009,-39.74504433113955,-52.61723156343047,51.10100935347557,47.76907922379494,19664.68818681319,4.3,244.21633333333327,80.30999755859375,"6,008.01",832.9,297.57,109.24,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-22,52.59999847412109,52.619998931884766,52.09000015258789,52.400001525878906,10660700,49.06997299194336,0.0,0.0,-0.3612828031141157,-0.3612769596376131,50.22990844726562,49.89538003921509,49.3210076541381,0.0705743466880371,-44.33064796808237,-49.56006415512584,51.08380433853504,47.83935049239758,19667.478868131868,4.3,244.219,80.30999755859375,"6,026.42",832.0,299.68,109.1,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-23,52.150001525878906,52.91999816894531,51.66999816894531,52.84999847412109,8522400,49.491355895996094,0.0,0.0,0.8587727769815867,0.8587388139013719,50.18250068664551,49.87529735565185,49.343720753052494,0.071053957779302,-33.470256155136376,-39.18198281811938,51.0903483812725,47.89628072334176,19670.26954945055,4.3,244.22166666666664,80.56999969482422,"6,041.61",835.55,297.8,109.64,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-26,52.95000076293945,53.56999969482422,52.66999816894531,53.27999877929688,7966200,49.89404296875,0.0,0.0,0.8136240635585601,0.8136513244861199,50.1474397277832,49.864412536621096,49.41709704847883,0.0715972560774617,-23.09171600541924,-33.630873376212605,51.12819478075565,47.93977816541134,19678.641593406595,4.3,244.22966666666667,80.6500015258789,"5,972.62",830.29,292.39,109.82,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-27,53.18999862670898,53.2599983215332,52.63999938964844,52.95000076293945,7873100,49.58501434326172,0.0,0.0,-0.6193656605068321,-0.619369782644863,50.08939926147461,49.85587610244751,49.43948602111655,0.0714281682951269,-31.056376939548805,-29.20611636670142,51.13666463455123,47.95095247665483,19681.43227472528,4.3,244.2323333333333,80.30999755859375,"6,006.65",838.53,296.23,111.11,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-28,53.16999816894531,53.61000061035156,52.959999084472656,53.36000061035156,7527200,49.96895980834961,0.0,0.0,0.7743150925487274,0.7743175436633942,50.04146423339844,49.84610754013062,49.51008252608096,0.0693312118803284,-21.1608682571737,-25.102987067380525,51.17291689531183,47.96620511396552,19684.222956043955,4.3,244.235,80.9000015258789,"5,939.58",830.48,290.73,111.2,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
2017-06-29,53.33000183105469,53.630001068115234,52.9900016784668,53.16999816894531,14801900,49.7910385131836,0.0,0.0,-0.3560765352941031,-0.3560636360020575,49.99463722229004,49.83841583251953,49.547543324361314,0.0666202686200786,-25.74647189411652,-25.98790569694629,51.191435047851016,48.029159358276914,19687.01363736264,4.3,244.23766666666663,80.30000305175781,"5,981.97",831.77,290.32,111.08,8677,0.0525,4854,3823,2665,2665,1158,18,-28,1168,160,1008,0.19149999999999998,1658,,-0.016,0.61,0.6,0.2245,633,0.38,0.180,0.125,0.44060000000000005,0.1335,0.1162,0.073,0.13699999999999998,1371,0.158,185,1186,0.1367
