date,open,high,low,close,volume,adjclose,dividends,splits,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2014-06-05,38.15499877929688,38.27000045776367,37.65999984741211,37.935001373291016,7326400,34.30755615234375,0.0,0.0,-0.3415138791749594,-0.3415097770595676,33.28836711883545,33.35193321228027,34.11136783940345,0.0544815336267623,-101.31955639430068,-88.34796461943347,35.09202520656698,32.55683763217814,17722.593714285715,6.113333333333333,237.2666,73.5199966430664,"4,873.00",626.35,198.1,86.38,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-06,38.08000183105469,38.435001373291016,38.07500076293945,38.1150016784668,6637600,34.47032928466797,0.0,0.0,0.4744966354542246,0.4744527170674084,33.31767253875732,33.37999906539917,34.15922936543872,0.053493846023716,-107.4573451654577,-94.98742210595442,35.12651000578601,32.67654175202649,17725.733494505494,6.116666666666666,237.2755,74.0199966430664,"4,873.84",626.09,198.83,86.58,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-09,38.04999923706055,38.45500183105469,38.04999923706055,38.334999084472656,5028600,34.66930389404297,0.0,0.0,0.5771937460785859,0.5772344317682476,33.35005558013916,33.41017597198486,34.22723930258596,0.0524612448074754,-97.20091474145576,-101.99260543373804,35.19064246867973,32.768465502511674,17735.152835164834,6.126666666666666,237.3022,74.11000061035156,"4,873.72",624.2,199.15,86.5,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-10,38.16999816894531,38.459999084472656,38.119998931884766,38.15499877929688,5150200,34.50651931762695,0.0,0.0,-0.4695456096898365,-0.4695351741515252,33.37719982147217,33.437909307479856,34.26447663792476,0.0502647241209185,-113.85974170481369,-106.17266720390904,35.2447822172788,32.800913278326675,17738.292615384617,6.13,237.3111,73.7300033569336,"4,853.34",622.46,198.86,85.94,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-11,37.834999084472656,37.900001525878906,37.45000076293945,37.56999969482422,9250000,33.97744369506836,0.0,0.0,-1.5332174110567087,-1.5332627950345734,33.39087772369385,33.464448337554934,34.22620557887724,0.0523119664237902,-202.177823707276,-137.74616005118176,35.248276628612146,32.83290203654899,17741.432395604395,6.133333333333333,237.32,73.58999633789062,"4,807.03",614.09,197.01,85.49,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-12,37.595001220703125,37.720001220703125,37.290000915527344,37.3849983215332,6330600,33.81013870239258,0.0,0.0,-0.4924178195202411,-0.4924001763560115,33.3964310836792,33.49079829216004,34.17072999534595,0.0523978388445523,-288.78572129554294,-201.6077622358776,35.21500578079287,32.93045434799131,17744.572175824174,6.136666666666667,237.3289,73.0,"4,812.47",614.62,198.34,85.51,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-13,37.369998931884766,37.46500015258789,36.56999969482422,37.310001373291016,7712200,33.742313385009766,0.0,0.0,-0.2006070659604453,-0.200606445243634,33.399276161193846,33.51928714752197,34.11360778063446,0.0524655871681181,-146.8928535334019,-212.6187995120736,35.12578320607307,33.10602297678826,17747.711956043957,6.14,237.3378,73.13999938964844,"4,832.27",615.89,198.65,85.14,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-16,37.40499877929688,37.650001525878906,37.20000076293945,37.275001525878906,6531400,33.71065902709961,0.0,0.0,-0.0938082179679722,-0.0938120559458077,33.406446113586426,33.54636755943298,34.05988128016315,0.0524983420328334,-148.53723641422278,-194.7386037477225,35.09555263132795,33.1743570366408,17757.131296703297,6.15,237.3645,73.16999816894531,"4,849.36",617.83,199.25,85.89,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-17,37.3849983215332,37.58000183105469,37.125,37.54499816894531,6122200,33.954833984375,0.0,0.0,0.7243370409494299,0.7243256712338386,33.428867454528806,33.57395206451416,34.04587497405806,0.0527919697243309,-135.8528180220242,-143.76096932321627,35.08261771862317,33.22502197559069,17760.271076923076,6.153333333333333,237.3734,73.36000061035156,"4,889.24",623.37,200.23,86.39,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-18,37.619998931884766,38.18000030517578,37.36000061035156,38.10499954223633,9852200,34.46129608154297,0.0,0.0,1.491547211618216,1.491575831002523,33.479538650512694,33.60554725646973,34.10126445505605,0.0521714213590977,-109.54308826123057,-131.31104756582582,34.994902478457625,33.45655816912538,17763.410857142855,6.156666666666666,237.3823,73.70999908447266,"4,907.55",623.29,199.86,86.27,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-19,38.21500015258789,38.22499847412109,37.60499954223633,37.81999969482422,4977600,34.20354461669922,0.0,0.0,-0.7479329506255739,-0.7479447790757932,33.50621284484863,33.63256097793579,34.1149018099418,0.0529460611872786,-122.93278005338595,-122.77622877888022,34.9412201557569,33.58546250720696,17766.550637362638,6.16,237.3912,74.08999633789062,"4,900.85",621.1,199.18,86.51,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-20,38.04499816894531,38.06499862670898,37.525001525878906,37.54999923706055,11385600,33.95937728881836,0.0,0.0,-0.7139092013282666,-0.7138655674933991,33.52223388671875,33.65647236824036,34.09416520712534,0.0525452818973036,-138.128214236697,-123.53469418377117,34.92461565626848,33.62267133103621,17769.690417582417,6.163333333333333,237.4001,74.19000244140625,"4,884.49",621.06,199.73,86.67,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-23,37.54999923706055,37.80500030517578,37.20000076293945,37.72499847412109,9069200,34.117618560791016,0.0,0.0,0.4660432506422785,0.4659722427382551,33.551426849365235,33.680614976882936,34.09729232094743,0.0524808572959611,-129.7556574602585,-130.2722172501138,34.92373943951748,33.61625155779697,17779.109758241757,6.173333333333334,237.4268,74.05999755859375,"4,858.47",618.76,198.73,86.09,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-24,37.69499969482422,37.98500061035156,37.46500015258789,37.4900016784668,7617000,33.90510559082031,0.0,0.0,-0.6229206233513862,-0.6228833633040498,33.58718765258789,33.70459098815918,34.07166742359715,0.0505812802487765,-140.99973357661287,-136.29453509118943,34.89940869315385,33.57777598397018,17782.24953846154,6.176666666666667,237.4357,73.5999984741211,"4,872.24",623.28,199.87,86.22,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-25,37.51499938964844,38.27000045776367,37.51499938964844,38.23500061035156,7172200,34.578861236572266,0.0,0.0,1.9871936477203973,1.9871804968935705,33.6262361907959,33.73099496841431,34.13929326532717,0.0542176005281011,-105.35127519921204,-125.36888874536112,34.924138598828044,33.57294201335457,17785.38931868132,6.18,237.4446,72.68000030517578,"4,856.85",623.79,199.68,85.95,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-26,38.28499984741211,38.45500183105469,37.834999084472656,38.43000030517578,10522600,34.755226135253906,0.0,0.0,0.5100031168076447,0.5100367460774136,33.669713745117186,33.755100116729736,34.22141764798407,0.0522196771560899,-96.01979606500733,-114.12360161361072,34.96105127394541,33.55773420273916,17788.529098901097,6.183333333333334,237.4535,72.88999938964844,"4,868.89",625.52,200.83,86.2,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-27,39.26499938964844,39.57500076293945,38.84000015258789,38.84000015258789,18138400,35.12600326538086,0.0,0.0,1.0668744318403922,1.0668241049102356,33.71321434020996,33.779334440231324,34.34202906363698,0.0518572914749117,-48.05310869154026,-83.14139331858652,35.0465881020452,33.50701449805246,17791.66887912088,6.1866666666666665,237.4624,72.88999938964844,"4,872.95",624.82,201.29,86.25,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-06-30,38.755001068115234,38.8650016784668,38.54499816894531,38.775001525878906,8535800,35.067222595214844,0.0,0.0,-0.1673497076560948,-0.1673423239243021,33.747155075073245,33.80217734336853,34.43872153451403,0.0506069548522538,-50.00920350926635,-64.69403608860462,35.12402268542237,33.46711005078368,17801.08821978022,6.196666666666667,237.4891,72.95999908447266,"4,899.72",630.85,203.38,86.82,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-01,38.8650016784668,39.27000045776367,38.8650016784668,39.0,7129200,35.270713806152344,0.0,0.0,0.5802668349888407,0.580288930453432,33.78633735656738,33.82641842842102,34.54965383739914,0.0504425284026843,-43.23745180852131,-47.09992133644263,35.28364610760713,33.41827268511748,17804.228,6.2,237.498,73.62000274658203,"4,900.42",630.92,203.34,86.73,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-02,39.02999877929688,39.20500183105469,38.845001220703125,38.89500045776367,5577200,35.17575454711914,0.0,0.0,-0.2692295954777601,-0.2692297625590978,33.81956390380859,33.84955756187439,34.63313393202847,0.0470658955837791,-46.39749258324098,-46.54804930034288,35.391503460011606,33.38547865668761,17805.40029347826,6.196774193548388,237.4967741935484,73.8499984741211,"4,931.56",635.56,204.35,87.31,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-03,38.76499938964844,39.310001373291016,38.5,39.22499847412109,4568600,35.47419738769531,0.0,0.0,0.8484329926047085,0.848433372413937,33.86101287841797,33.87389765739441,34.745275726117384,0.0462048222905513,-67.37967747912427,-52.33820729029552,35.55969669840444,33.33394954182994,17806.57258695652,6.193548387096774,237.4955483870968,74.12999725341797,"4,921.92",631.01,204.13,86.9,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-07,39.0,39.415000915527344,38.970001220703125,39.32500076293945,5464800,35.56464767456055,0.0,0.0,0.254945296898712,0.2549748649045114,33.910672149658204,33.89609177589416,34.85452531924314,0.0456350944731074,-63.68783018530081,-59.15500008255535,35.72171320006757,33.28136487915606,17811.261760869565,6.180645161290323,237.4906451612903,73.54000091552734,"4,903.05",624.84,201.76,86.25,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-08,39.15499877929688,39.20500183105469,38.53499984741211,38.834999084472656,8044400,35.12150192260742,0.0,0.0,-1.2460309445908035,-1.2460287980586626,33.95768867492676,33.91602535247803,34.89012219969171,0.0462684365970016,-87.5157406455592,-72.86108276999475,35.773814449197,33.27448343288308,17812.434054347825,6.17741935483871,237.4894193548387,72.62999725341797,"4,925.16",631.7,202.63,86.46,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-09,38.88999938964844,39.3849983215332,38.845001220703125,39.345001220703125,7028800,35.58272171020508,0.0,0.0,1.3132538901858393,1.3132120278170012,34.02321548461914,33.93855623245239,34.98246880109349,0.0469997918335294,-68.09596011513158,-73.09984364866385,35.914116817295884,33.241801304042006,17813.606347826088,6.174193548387096,237.4881935483871,73.23999786376953,"4,907.81",627.85,202.13,85.98,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-10,38.6349983215332,38.90499877929688,38.39500045776367,38.75,6357000,35.04462432861328,0.0,0.0,-1.5122663673728387,-1.5122434589860845,34.07067802429199,33.95927015304565,34.9907562047628,0.0494378247923119,-90.7526919716283,-82.12146424410635,35.95164280584228,33.3109933788501,17814.778641304347,6.170967741935484,237.48696774193547,72.5199966430664,"4,913.26",629.31,202.84,86.08,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-11,38.63999938964844,38.79499816894531,38.380001068115234,38.64500045776367,5758000,34.94965362548828,0.0,0.0,-0.2709665606098754,-0.2709993471023075,34.112003784179684,33.97850126266479,34.98527586085953,0.0493779730153465,-94.7514584189967,-84.5333701685855,35.95674084722786,33.41984682977409,17815.95093478261,6.167741935483871,237.48574193548387,72.81999969482422,"4,935.77",630.64,204.35,86.61,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-14,38.97499847412109,39.095001220703125,38.79499816894531,38.97499847412109,5503400,35.24810028076172,0.0,0.0,0.853921626209031,0.8539330846351723,34.159569091796875,34.00036700248718,35.02031911684649,0.0496214207818145,-105.06631424418394,-96.8568215449363,35.97299227274569,33.554174093831456,17819.46781521739,6.158064516129032,237.48206451612904,73.22000122070312,"4,887.31",629.41,203.76,87.11,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-15,38.7599983215332,39.10499954223633,38.7400016784668,39.01499938964844,6506000,35.284278869628906,0.0,0.0,0.1026322439855897,0.1026398262006011,34.20722694396973,34.01923293113708,35.05551375055081,0.0495289242801422,-108.2873316951133,-102.70170145276464,35.96488750264922,33.71964084818086,17820.64010869565,6.154838709677419,237.4808387096774,73.30999755859375,"4,882.69",630.35,205.7,86.97,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-16,38.92499923706055,39.1150016784668,38.3849983215332,38.459999084472656,7449600,34.782352447509766,0.0,0.0,-1.4225306006874772,-1.422521412365252,34.24214141845703,34.028197565078734,35.019092243478674,0.0491989302653866,-175.43929265934568,-129.59764619954765,35.926728894445674,33.840551302697875,17821.812402173913,6.151612903225806,237.4796129032258,73.69999694824219,"4,845.22",624.56,202.99,85.88,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-17,38.21500015258789,38.48500061035156,38.150001525878906,38.26499938964844,7461600,34.605987548828125,0.0,0.0,-0.507019499391892,-0.5070528192358315,34.28290466308594,34.03852025032043,34.964011617525266,0.0489631655548033,-248.70286838618145,-177.47649758021348,35.92358518927865,33.85816415459342,17822.984695652172,6.148387096774194,237.47838709677416,72.6500015258789,"4,885.46",631.36,205.79,86.79,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-18,38.42499923706055,38.85499954223633,38.334999084472656,38.7599983215332,6065200,35.05365753173828,0.0,0.0,1.2936075781531997,1.2936200195948988,34.333252334594725,34.051574087142946,34.975964406087,0.0504183245431266,-244.7703943162491,-222.9708517872588,35.91572695671008,33.9510336786659,17824.156989130435,6.145161290322581,237.47716129032256,73.55000305175781,"4,866.09",627.64,205.67,86.58,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-21,38.415000915527344,38.650001525878906,38.34999847412109,38.40999984741211,4209400,34.73713684082031,0.0,0.0,-0.9029888784248264,-0.902960527389718,34.36942626953125,34.064232435226444,34.94412073071811,0.0511677103046329,-269.7918048804024,-254.42168919427763,35.84806657440802,34.096470016168155,17827.673869565217,6.135483870967742,237.47348387096773,73.38999938964844,"4,866.21",631.05,207.42,86.89,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-22,38.55500030517578,38.81999969482422,38.5,38.52000045776367,5036000,34.83661651611328,0.0,0.0,0.2863853444117437,0.2863784535519498,34.40398376464844,34.07794823646545,34.92978683543747,0.0509279729479019,-261.9277951340724,-258.8299981102413,35.790318577733586,34.22611780837481,17828.84616304348,6.132258064516129,237.47225806451613,73.56999969482422,"4,858.84",631.57,207.77,87.05,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-23,38.630001068115234,38.72499847412109,38.415000915527344,38.685001373291016,4092200,34.98583221435547,0.0,0.0,0.428351281325301,0.4283300537328838,34.43088752746582,34.09129008293152,34.937259552626536,0.0508261201168699,-250.13208207181887,-260.6172273620978,35.64818249227436,34.47632655618756,17830.01845652174,6.129032258064516,237.47103225806453,73.83999633789062,"4,874.50",633.02,207.72,87.26,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-24,38.970001220703125,39.3849983215332,38.93000030517578,39.29999923706055,8030200,35.54203796386719,0.0,0.0,1.5897578956637792,1.5898028267668174,34.46927604675293,34.10920491218567,35.01789667412529,0.050353969614313,-206.16322690373087,-239.407701369874,35.687313904927485,34.533512816263915,17831.19075,6.125806451612903,237.4698064516129,73.88999938964844,"4,846.46",627.45,207.37,86.65,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-25,39.16999816894531,39.38999938964844,38.80500030517578,38.86000061035156,4540400,35.14410400390625,0.0,0.0,-1.1195894026737263,-1.1196149201277872,34.50881164550781,34.127504405975344,35.03472431809608,0.0515633353486741,-242.4115081000929,-232.90227235854752,35.68203636785648,34.57767814020016,17832.36304347826,6.12258064516129,237.4685806451613,73.54000091552734,"4,832.07",626.97,207.76,86.69,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-28,38.96500015258789,39.29999923706055,38.7599983215332,39.20000076293945,4065200,35.45158386230469,0.0,0.0,0.8749360454135546,0.8749116448217409,34.56026626586914,34.14597491264343,35.09030559065723,0.0519628686945813,-217.6147026069194,-222.0631458702477,35.71672719573106,34.57554537201796,17835.879923913042,6.112903225806451,237.46490322580647,73.26000213623047,"4,797.96",625.58,206.77,86.18,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-29,39.209999084472656,39.43000030517578,39.04999923706055,39.04999923706055,4669600,35.31591796875,0.0,0.0,-0.3826569463251661,-0.3826793580834597,34.59999214172363,34.15805535316467,35.1203872410696,0.0521938992941109,-221.4129890565768,-227.14639992119635,35.73274917036077,34.584392934741764,17837.052217391305,6.109677419354838,237.46367741935484,73.33000183105469,"4,759.65",628.75,207.51,86.47,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-30,39.19499969482422,39.970001220703125,39.13999938964844,39.80500030517578,9048200,35.99873352050781,0.0,0.0,1.9334214670065908,1.9334498181868387,34.648416137695314,34.17350508689881,35.237500078328026,0.0548788008599413,-118.20155857657272,-185.7430834133563,35.880580299483555,34.50936377705453,17838.224510869564,6.106451612903226,237.46245161290324,73.05999755859375,"4,675.59",617.88,203.11,84.8,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
2014-07-31,39.33000183105469,39.5099983215332,38.4900016784668,38.56499862670898,7796800,34.8773078918457,0.0,0.0,-3.1151907271950496,-3.115180782744076,34.68550056457519,34.182003698349,35.18947445346372,0.0624720195306272,-179.81836169204908,-173.14430310839953,35.880255155794764,34.47984425521597,17839.396804347827,6.103225806451612,237.4612258064516,71.76000213623047,"4,695.15",617.69,202.12,84.21,7425,0.10869999999999999,4040,3385,2448,2448,937,8,17,912,214,698,0.06559999999999999,1756,,-0.0173,0.4,0.4,0.026000000000000002,1120,0.64,0.120,0.1429,0.4559,0.12619999999999998,0.094,0.1508,0.2346,1060,0.14279999999999998,140,920,0.12390000000000001
