date,open,high,low,close,volume,adjclose,dividends,splits,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Research & Development,Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2013-09-18,16.542142868041992,16.655357360839844,16.4521427154541,16.595714569091797,456862000,14.46487045288086,0.0,0.0,2.055697193136208,2.055706241900057,14.993257413591657,14.993257413591657,14.804495407707783,0.1073553132414436,-69.52826063430587,-80.97742263859769,16.210113772527617,14.061613217218476,17158.362989130434,7.2,233.6148333333333,66.94999694824219,"4,513.23",555.44,163.58,76.01,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-09-19,16.810714721679688,16.993928909301758,16.758928298950195,16.867856979370117,404541200,14.70206356048584,0.0,0.0,1.639835447550797,1.6397872927907289,14.985168695449827,14.985168695449827,14.79083782807819,0.108536660577897,-58.58689349901151,-70.36122663790205,16.15273703321047,14.025416100181864,17160.95191304348,7.2,233.619,66.48999786376953,"4,484.97",555.44,163.58,76.01,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-09-20,17.071428298950195,17.0910701751709,16.64285659790039,16.693214416503906,699302800,14.54985237121582,0.0,0.0,-1.0353571475013368,-1.0353049328334585,14.97340338938945,14.97340338938945,14.758706433829875,0.1090902553275904,-65.60817046915265,-64.57444153415668,16.088221158780073,13.979269705019975,17163.540836956523,7.2,233.6231666666667,66.75,"4,452.07",555.44,163.58,76.01,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-09-23,17.717857360839844,17.74678611755371,17.235713958740234,17.522857666015625,762106800,15.272967338562012,0.0,0.0,4.969943048784442,4.969912744796923,14.98128665120978,14.98128665120978,14.827274554460828,0.1184025612751753,-32.25194684760699,-52.14900360525704,16.045350952297145,13.989827995151586,17171.307608695653,7.2,233.63566666666668,66.48999786376953,"4,441.98",555.44,163.58,76.01,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-09-24,17.674285888671875,17.695356369018555,17.422143936157227,17.467857360839844,364344400,15.225032806396484,0.0,0.0,-0.3138774863328919,-0.3138521225308999,14.987536552624825,14.987536552624825,14.88030898805225,0.1155070205453415,-34.46309589901644,-44.10773773859203,15.9846244395315,14.007378905958,17173.896532608695,7.2,233.6398333333333,65.58000183105469,"4,417.25",555.44,163.58,76.01,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-09-25,17.4714298248291,17.48714256286621,17.19392967224121,17.197500228881836,316957200,14.989387512207031,0.0,0.0,-1.547740666603481,-1.5477490077423828,14.98758282661438,14.98758282661438,14.894852791272886,0.1065004380669593,-45.33306469138583,-37.349369146003085,15.968532912308028,14.001493771499344,17176.48545652174,7.2,233.644,66.79000091552734,"4,439.98",555.44,163.58,76.01,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-09-26,17.35714340209961,17.448570251464844,17.282142639160156,17.364999771118164,237221600,15.135381698608398,0.0,0.0,0.973976101218632,0.9739836686620597,14.99118767715082,14.99118767715082,14.926923312250956,0.1052962846070732,-38.59856886574736,-39.46490981871654,15.954148945434683,14.001309409515263,17179.074380434784,7.2,233.64816666666667,66.79000091552734,"4,419.07",555.44,163.58,76.01,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-09-27,17.277856826782227,17.309642791748047,17.16857147216797,17.241071701049805,228040400,15.027368545532228,0.0,0.0,-0.7136658318560918,-0.7136467069482788,14.992049126397996,14.992049126397996,14.940316010021792,0.105495488203743,-43.9211158904078,-42.61758314918033,15.928379998091804,13.999218859787833,17181.663304347825,7.2,233.65233333333333,66.4000015258789,"4,381.86",555.44,163.58,76.01,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-09-30,17.04464340209961,17.2021427154541,16.943214416503906,17.02678680419922,260156400,14.840596199035645,0.0,0.0,-1.242874576280184,-1.242881253165984,14.988526965296543,14.988526965296543,14.927020035223642,0.1056147260460572,-63.76195154037299,-48.76054543217605,15.90867064990399,13.98633657894733,17189.430076086956,7.2,233.6648333333333,66.48999786376953,"4,410.37",561.22,165.36,76.66,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-10-01,17.087499618530273,17.46928596496582,17.084999084472656,17.427143096923828,353883600,15.18954086303711,0.0,0.0,2.3513320353895084,2.3512846742918647,14.993095462972468,14.993095462972468,14.962022812265438,0.1078977876211747,-44.09914189659768,-50.594069775792825,15.906639007063644,13.986438175706132,17192.019,7.2,233.669,65.98999786376953,"4,397.04",560.75,165.58,76.54,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-10-02,17.343929290771484,17.564285278320312,17.27678680419922,17.484285354614258,289184000,15.239355087280272,0.0,0.0,0.3278922848835464,0.3279508228216654,14.998567899068195,14.998567899068195,14.999000448934083,0.107255772642107,-41.29214207716052,-49.71774517137706,15.864477978960704,14.000180186017325,17192.08116304348,7.190322580645161,233.68290322580648,65.4000015258789,"4,369.76",555.53,163.87,75.88,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-10-03,17.518213272094727,17.58392906188965,17.169286727905273,17.2646427154541,322753200,15.047908782958984,0.0,0.0,-1.256228863264297,-1.2562625073359035,14.999640526978864,14.999640526978864,15.005521560137405,0.1078604745070231,-52.080019432000896,-45.8237678019197,15.819853306900336,14.007886313308402,17192.143326086956,7.180645161290323,233.6968064516129,64.83000183105469,"4,388.94",559.83,164.91,76.47,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
2013-10-04,17.28071403503418,17.30714225769043,17.092857360839844,17.25107192993164,258868400,15.036083221435549,0.0,0.0,-0.0786044967516996,-0.0785860792619219,15.000415903456668,15.000415903456668,15.00959644831049,0.1078352190473541,-53.61199592295994,-48.99471914404046,15.754549524216651,14.025906065077782,17192.205489130436,7.170967741935484,233.71070967741937,65.13999938964844,"4,355.64",552.88,163.85,75.63,57594,0.0565,35748,21846,3053,1330,4383,17463,84,-330,17709,4637,13072,-0.0005,25090,25241,-0.0483,0.52,0.52,0.0487,20626,0.82,0.109,0.1474,0.37929999999999997,0.3032,0.22699999999999998,0.35810000000000003,0.2618,19937,0.34619999999999995,2144,17793,0.3089
