date,open,high,low,close,volume,adjclose,dividends,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Gross Profit,"Selling, General & Admin",Other Operating Expenses,Operating Expenses,Operating Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2013-12-16,83.95999908447266,84.97000122070312,83.95999908447266,84.5199966430664,3599000,73.06084442138672,0.0,1.003819711791598,1.0037906095109017,70.52222015380859,67.62600365864861,72.88041568875303,0.0454738431761549,-305.6974577108597,-323.57575047281574,74.8993085615776,70.948370576606,17196.74339130435,6.651612903225806,234.9943225806452,67.87999725341797,"4,593.83",592.23,176.75,80.3,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2013-12-17,84.70999908447266,84.72000122070312,83.98999786376953,84.11000061035156,2893700,72.7064208984375,0.0,-0.485087611214996,-0.485107345468172,70.71533172607423,67.67784465089136,72.85721638337763,0.0456958663378203,-316.37286600989523,-316.5459828093487,74.80171362006982,71.19896615898293,17196.805554347826,6.648387096774194,235.01267741935484,67.62000274658203,"4,650.49",602.59,177.98,82.0,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2013-12-18,84.30000305175781,86.12000274658203,83.55000305175781,85.98999786376953,5332300,74.33154296875,0.0,2.235164950393065,2.235183702114308,70.95339286804199,67.74505372480913,73.05379326142729,0.0504407723006862,-267.4234015612684,-296.49790842734114,74.85497855613079,71.45084267189657,17196.867717391306,6.645161290322581,235.03103225806453,68.33000183105469,"4,626.84",602.37,177.85,81.76,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2013-12-19,85.94000244140625,86.52999877929688,85.91000366210938,86.41000366210938,3956300,74.69462585449219,0.0,0.4884356422536928,0.4884640776188886,71.19871566772461,67.81454944610596,73.2725709405026,0.0505345788204153,-256.4871690577467,-280.09447887630347,74.87312048869464,71.79230233235029,17196.929880434785,6.641935483870967,235.0493870967742,68.2699966430664,"4,647.52",605.77,179.39,82.23,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2013-12-20,86.70999908447266,87.77999877929688,86.44000244140625,87.56999969482422,6294500,75.69733428955078,0.0,1.3424325697876327,1.3424104125133507,71.42190872192383,67.89259682079353,73.5958727203757,0.0489003562154029,-164.3909255274216,-229.43383204881223,75.31231664627764,71.66602884322431,17196.99204347826,6.638709677419355,235.06774193548387,68.2699966430664,"4,651.25",608.51,182.15,82.71,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2013-12-23,88.0,88.58000183105469,87.94000244140625,88.30999755859375,3242600,76.33702850341797,0.0,0.8450358186004037,0.8450683499900968,71.6451023864746,67.97538536670162,73.96136015811467,0.0485814799402303,-127.98821351496112,-182.9554360333765,75.84090598874931,71.52297264284249,17197.178532608697,6.629032258064516,235.1228064516129,69.05000305175781,"4,660.48",610.34,182.61,82.87,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2013-12-24,88.33999633789062,88.73999786376953,88.19000244140625,88.69000244140625,1042700,76.66551208496094,0.0,0.4303078850844244,0.430307005633912,71.8632829284668,68.05975552901481,74.32191374836084,0.0480212948887411,-118.34517982197156,-136.90810628811812,76.37644730707918,71.34184721806731,17197.240695652174,6.625806451612903,235.1411612903226,68.52999877929688,"4,682.67",613.16,183.15,83.0,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2013-12-26,88.9000015258789,89.2300033569336,88.76000213623047,89.0,1745200,76.93346405029297,0.0,0.3495293156616563,0.3495078269810436,72.10099884033202,68.14507964941171,74.67012045528512,0.0474007608665784,-104.26130530990274,-116.86489954894516,76.88937693579122,71.16690739648418,17197.365021739133,6.619354838709677,235.177870967742,69.54000091552734,"4,685.93",611.09,182.69,82.92,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2013-12-27,88.81999969482422,89.51000213623047,88.81999969482422,89.19000244140625,1797400,77.09770202636719,0.0,0.2134858892204993,0.2134805420523466,72.32350112915039,68.23034271966843,74.99379799809606,0.0473702594825866,-97.02054122656384,-106.5423421194794,77.35674472838028,71.01073192567245,17197.42718478261,6.616129032258065,235.1962258064516,69.23999786376953,"4,699.82",613.2,182.44,82.88,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2013-12-30,89.19000244140625,89.62000274658203,89.13999938964844,89.58999633789062,1769000,77.44348907470703,0.0,0.4484739158373108,0.4485049998268264,72.48532104492188,68.31725919471597,75.32042347497752,0.0473258830572359,-89.96110320267755,-97.0809832463814,77.83924811748683,70.85584541889013,17197.613673913045,6.606451612903226,235.25129032258064,69.81999969482422,"4,704.05",615.74,183.81,83.18,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2013-12-31,89.87000274658203,90.79000091552734,89.5199966430664,90.7300033569336,3083500,78.42892456054688,0.0,1.2724713312225244,1.272457501093771,72.66183670043945,68.41176074019103,75.73489028638677,0.0476368696207567,-63.07484655660748,-83.35216366194963,78.50502525127675,70.6603159352467,17197.67583695652,6.603225806451612,235.2696451612904,70.2699966430664,"4,658.99",612.36,181.84,82.67,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2014-01-02,90.9000015258789,91.08000183105467,89.37999725341797,89.44999694824219,5112000,77.32243347167969,0.0,-1.410786246370821,-1.410820172617544,72.81829635620117,68.49426696918628,75.9465627110925,0.049953956094397,-74.81021039477983,-75.94872005135497,78.83437111097567,70.7493485240341,17201.302111111112,6.603225806451612,235.29635483870968,69.55000305175781,"4,650.53",612.06,181.11,83.12,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2014-01-03,89.1500015258789,90.08000183105467,88.62999725341797,89.73999786376953,3888500,77.57311248779297,0.0,0.3242045001914828,0.3241995949404552,72.9716439819336,68.57755912990746,76.16343601465256,0.0499360331261417,-72.06231807292147,-69.98245834143627,79.15487573643657,70.88179800013569,17204.866222222223,6.606451612903226,235.30470967741937,69.55000305175781,"4,634.16",607.64,180.89,83.15,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2014-01-06,89.69999694824219,90.25,89.37999725341797,89.69999694824219,2844700,77.53856658935547,0.0,-0.0445742327608078,-0.0445333406506542,73.12845031738281,68.65902283408425,76.34678675794628,0.0497443504593337,-79.83316649307174,-75.56856498692436,79.41822317381488,71.06449319581404,17215.558555555555,6.616129032258065,235.3297741935484,68.95999908447266,"4,657.06",611.74,182.6,83.32,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2014-01-07,90.16999816894533,90.6999969482422,89.01000213623047,89.36000061035156,4039500,77.24464416503906,0.0,-0.3790371788828572,-0.3790661050945387,73.27471038818359,68.73637077400276,76.46650107889198,0.0466401596140504,-83.73651937440981,-78.54400131346769,79.63269961575732,71.14651028414504,17219.122666666666,6.619354838709677,235.33812903225808,69.81999969482422,"4,632.74",611.5,182.86,83.52,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2014-01-08,88.66000366210938,89.63999938964844,88.66000366210938,89.41000366210938,3880200,77.48731231689453,0.23,0.0559568614774796,0.3141553106736916,73.39626007080078,68.81450418063572,76.602609243959,0.0465231980974589,-80.51383423237944,-81.36117336662035,79.85590682311113,71.25962738709396,17222.68677777778,6.62258064516129,235.3464838709677,69.6500015258789,"4,641.42",611.82,181.63,83.75,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
2014-01-09,89.88999938964844,89.93000030517578,88.06999969482422,88.87999725341797,3469200,77.02796173095703,0.0,-0.5927820008758355,-0.5928074831901831,73.50602966308594,68.88718964568281,76.65932290889207,0.0467094500728474,-171.79971135201183,-112.01668831960036,79.97822370632414,71.46746187106842,17226.25088888889,6.625806451612903,235.35483870967744,68.94999694824219,"4,660.77",613.36,182.2,83.7,7964,0.0271,7964,4099,"1,885",5984,1980,1980,672,1308,1.0534000000000001,1082,1089,-0.025099999999999997,1.22,1.21,1.0862,-27,-0.03,0.230,0.15,1.0,0.2486,0.1642,-0.0034000000000000002,0.3394,2237,0.2809,257,1980,0.2486
