date,open,high,low,close,volume,adjclose,dividends,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2018-10-01,208.5200042724609,209.7899932861328,207.3699951171875,207.6000061035156,3670500,183.6774139404297,0.0,0.2172397877337806,0.2172521610325217,178.61611572265625,168.12234909057617,184.0187240090507,0.0520744071204642,-225.33398162377995,-228.99046481486985,189.41063143033367,180.02335294466627,20917.867,3.8,252.772,92.12999725341795,"5,892.59",1060.77,406.92,125.13,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-02,207.4900054931641,208.0399932861328,204.6699981689453,204.75,4428000,181.15579223632807,0.0,-1.3728352696167678,-1.3728534445282323,178.67895721435548,168.2355082702637,183.6369997726877,0.0533836369518685,-293.92757415771484,-249.5584111183236,189.44045452018247,179.96433063606753,20919.89163043478,3.8,252.7662580645161,91.7300033569336,"5,850.72",1056.57,408.87,125.73,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-03,206.1600036621093,206.4600067138672,203.6499938964844,203.7400054931641,4162500,180.26217651367188,0.0,-0.4932818104204872,-0.4932857578688221,178.72815155029298,168.3422409057617,183.18702333815224,0.0526494268945551,-259.2883182352593,-259.51662467225134,189.4903286384256,179.87818027270723,20921.91626086956,3.8,252.76051612903225,91.88999938964844,"5,798.26",1042.86,401.04,125.82,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-04,203.6499938964844,203.759994506836,198.2700042724609,198.8500061035156,5996200,175.93565368652344,0.0,-2.400117432907656,-2.4001279196916303,178.70824493408202,168.41798431396484,182.2201740512684,0.0578378984195225,-155.09972258662015,-236.1052049931981,190.4938019798801,178.25183095469015,20923.940891304348,3.8,252.7547741935484,90.87000274658205,"5,783.99",1030.89,396.04,125.25,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-05,199.07000732421875,199.6999969482422,194.57000732421875,196.3800048828125,5016600,173.7503204345703,0.0,-1.242142894085363,-1.2421207448075733,178.67279907226563,168.47736091613768,181.09086023570867,0.058855125793073,-115.0259525999388,-176.4713311406061,191.66081055215025,176.21332732626774,20925.96552173913,3.8,252.7490322580645,90.51000213623048,"5,826.07",1033.29,391.67,125.82,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-08,196.2400054931641,198.6600036621093,195.0599975585937,198.4100036621093,3731800,175.54637145996094,0.0,1.0337095064786528,1.033696525507688,178.7130618286133,168.53992988586427,180.351595065609,0.0595322709656003,-105.10301373881828,-125.07622964179244,191.875954988191,174.91168691854725,20932.03941304348,3.8,252.7318064516129,90.12000274658205,"5,782.85",1034.14,392.29,125.64,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-09,197.9499969482422,199.17999267578125,195.5800018310547,195.75,4466800,173.19293212890625,0.0,-1.3406600539352498,-1.3406368422667514,178.7037908935547,168.58738067626953,179.39710667404864,0.0608248762386046,-118.17069940769908,-112.76655524881876,191.76039807907964,173.4258171308813,20934.06404347825,3.8,252.726064516129,89.95999908447266,"5,654.71",998.63,374.06,122.04,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-10,199.1100006103516,199.2400054931641,193.3500061035156,193.6999969482422,6157900,171.37911987304688,0.0,-1.0472557097102486,-1.0472784504331645,178.6540185546875,168.6255446624756,178.3280417672484,0.061577805079374,-113.77984986171474,-112.35118766941076,191.9126973675301,171.65616402163005,20936.088673913044,3.8,252.7203225806452,87.63999938964844,"5,546.89",982.46,370.71,118.66,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-11,193.7100067138672,196.6699981689453,188.47000122070312,189.7400054931641,5831400,167.87548828125,0.0,-2.04439417525456,-2.0443748307216625,178.55565185546874,168.63648559570314,176.9343679691153,0.0642814979800874,-88.12373659550686,-106.69142862164028,192.6379270077448,169.18706231110286,20938.113304347826,3.8,252.71458064516128,85.87999725341797,"5,574.74",1004.49,381.25,119.06,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-12,192.75,193.58999633789065,190.1600036621093,192.47000122070312,5450200,170.2908935546875,0.0,1.4388087111325776,1.4388075937511902,178.51686126708984,168.66024360656738,176.04857138052492,0.0654263993917827,-85.267891330471,-95.7238259292309,192.6475750006142,167.70870704284283,20940.137934782608,3.8,252.70883870967745,86.83999633789062,"5,603.08",1002.74,375.85,118.63,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-15,192.3600006103516,193.2899932861328,190.6999969482422,191.1699981689453,3642800,169.14068603515625,0.0,-0.675431518425107,-0.6754368924383303,178.4554180908203,168.68003479003906,175.12752000114244,0.0650316474543809,-90.66286294209888,-88.01816362269228,192.64322282641007,166.18860395581643,20946.21182608696,3.8,252.6916129032258,86.33000183105469,"5,686.74",1025.79,387.33,120.72,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-16,191.8300018310547,194.0800018310547,190.6100006103516,193.5800018310547,4057400,171.2729949951172,0.0,1.2606599807463148,1.260671817020853,178.43574157714843,168.71157539367675,174.6135833336724,0.0623330124119448,-80.6614100643632,-85.5307214456444,191.882016173208,165.40677777210448,20948.23645652174,3.8,252.68587096774192,88.06999969482422,"5,679.59",1026.9,385.59,121.42,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-17,189.63999938964844,190.6699981689453,183.97999572753903,185.1699981689453,8985700,163.83209228515625,0.0,-4.3444589226986015,-4.344469313550025,178.24330291748046,168.7124395751953,173.17605119387025,0.0749318882446569,-78.06239964433598,-83.1288908835994,191.61052089608097,163.33275913321592,20950.26108695652,3.8,252.6801290322581,87.8499984741211,"5,617.43",1008.56,377.25,119.8,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-18,184.259994506836,185.3999938964844,179.52999877929688,180.44000244140625,9262000,159.6471405029297,0.0,-2.554407179517016,-2.5544151477614574,177.95008880615234,168.68811401367188,171.3721964350782,0.0771503227196942,-65.70674780484681,-74.81018583784869,191.64090765123404,160.59322320814096,20952.285717391303,3.8,252.67438709677413,86.5999984741211,"5,675.75",1005.76,375.86,120.2,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-19,180.33999633789065,180.9900054931641,178.57000732421875,179.85000610351562,7004300,159.12515258789062,0.0,-0.3269764630391303,-0.3269635230513157,177.64537872314452,168.65465072631835,169.7392572554532,0.0769147440192228,-65.98189344731263,-69.91701363216518,190.91772566425104,158.43737687481146,20954.310347826085,3.8,252.6686451612904,86.72000122070312,"5,639.77",1008.16,378.95,118.19,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-22,180.82000732421875,181.3999938964844,177.55999755859375,178.75,4866700,158.15191650390625,0.0,-0.6116241680205969,-0.6116167482993151,177.3525405883789,168.60766082763672,168.19427848858027,0.0720309612002463,-67.15596853416938,-66.28153659544297,190.58307861184088,156.18496948386226,20960.384239130435,3.8,252.6514193548387,86.51000213623047,"5,665.97",1005.06,377.85,117.54,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-23,175.77000427246094,179.49000549316406,175.44000244140625,178.52999877929688,7004900,157.95726013183594,0.0,-0.1230776059877647,-0.1230818926342247,177.09383697509764,168.56169960021973,166.82934270768104,0.0690476163888098,-61.73286443434974,-64.95690880527728,189.91545981786737,154.29295998193732,20962.408869565217,3.8,252.64567741935485,85.79000091552734,"5,643.66",967.73,359.85,115.08,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-24,178.5800018310547,182.3699951171875,176.30999755859375,176.97000122070312,6791700,156.57701110839844,0.0,-0.8738013607014317,-0.8738117021563352,176.82583709716798,168.5042239379883,165.46236516111003,0.0690473425367861,-77.7534855900014,-68.88077285284021,188.98602879358447,152.5194338528999,20964.4335,3.8,252.63993548387097,83.27999877929688,"5,697.20",996.01,371.7,117.19,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-25,177.52000427246094,180.5,176.8300018310547,179.07000732421875,5228000,158.43499755859375,0.0,1.1866452444087685,1.1866278689590226,176.57932861328126,168.4616957092285,164.52538281410784,0.0709781087999627,-71.44959118631941,-70.31198040355689,187.59180923810004,151.45665572772026,20966.45813043478,3.8,252.6341935483871,84.62000274658203,"5,614.90",966.47,364.13,115.34,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-26,176.8800048828125,177.33999633789062,170.91000366210938,172.22999572753906,9472200,152.3832244873047,0.0,-3.8197416188716415,-3.8197198627474616,176.18713806152343,168.37637504577637,162.9064283705341,0.0781804547777442,-65.39632184031863,-71.53313287221319,186.37544509007373,149.5834187404927,20968.482760869563,3.8,252.6284516129032,83.44999694824219,"5,647.58",956.15,356.86,116.06,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-29,173.74000549316406,175.99000549316406,170.9499969482422,173.1999969482422,5918400,153.241455078125,0.0,0.5632010943306565,0.5632054274398168,175.8091192626953,168.28777313232422,161.61776526487955,0.0790417772440474,-62.36691649139438,-66.40427650601085,184.41622447160628,148.49904347272965,20974.55665217392,3.8,252.6112258064516,83.05999755859375,"5,763.63",972.62,362.77,117.55,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-30,173.16000366210938,176.42999267578125,172.63999938964844,176.24000549316406,5657100,155.93116760253906,0.0,1.755201269333928,1.7552120756376244,175.44317016601562,168.21309844970702,160.85955224323416,0.0804004980669421,-58.14766791039251,-61.97030208070188,182.33290532492973,148.05990015602725,20976.58128260869,3.8,252.60548387096773,84.25,"5,750.53",984.22,372.0,118.82,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-10-31,177.97999572753906,178.85000610351562,175.58999633789062,175.8800048828125,6339500,155.61264038085938,0.0,-0.204267248712453,-0.2042742490658389,175.03035949707032,168.1215557861328,160.15996399491752,0.0799663564236837,-66.02228955612529,-62.17895798597076,180.05167644834108,147.8761754193347,20978.60591304348,3.8,252.59974193548388,85.25,"5,814.61",1004.17,376.15,119.52,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-01,176.83999633789062,180.8600006103516,175.89999389648438,180.4600067138672,5225300,159.66482543945312,0.0,2.604049183479562,2.6040205015968487,174.7207745361328,168.05675842285157,160.0939455208556,0.0861454404203065,-48.5333582707319,-57.5677719124166,178.30778786120672,147.99298118176202,20980.63054347826,3.8,252.594,86.06999969482422,"5,797.29",1003.91,369.1,119.23,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-02,182.47000122070312,183.009994506836,177.38999938964844,179.92999267578125,4730600,159.19589233398438,0.0,-0.293701661513468,-0.2936984424578681,174.3808609008789,167.97656066894533,159.97420509593945,0.0853738938176373,-50.55723890313204,-55.03762890999644,176.81553751755033,148.02978871535984,20982.655173913045,3.803333333333333,252.59976666666665,85.77999877929688,"5,843.29",1004.73,367.03,120.7,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-05,181.0200042724609,182.4100036621093,179.3000030517578,182.19000244140625,3885300,161.19549560546875,0.0,1.2560494957043256,1.2560646145877374,174.060869140625,167.89273918151855,160.13704383054335,0.0856806272183742,-49.16250383207296,-49.41770033531234,174.70683821229647,148.70340043516444,20988.72906521739,3.813333333333333,252.61706666666663,86.16999816894531,"5,864.55",1009.42,369.49,121.34,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-06,181.92999267578125,182.6499938964844,180.0500030517578,182.009994506836,3338800,161.03622436523438,0.0,-0.0988023119590231,-0.0988062598375583,173.72572052001954,167.806206741333,160.25693456850215,0.0857275413319978,-68.14207005779178,-55.95393759766564,172.9209942536307,149.27357361746303,20990.753695652173,3.8166666666666655,252.6228333333333,86.56999969482422,"5,892.49",1037.31,379.94,123.12,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-07,183.7899932861328,187.67999267578125,182.0599975585937,187.22999572753903,4673400,165.6547393798828,0.0,2.867975044363336,2.867997578093684,173.4831185913086,167.73702209472657,160.97664187668622,0.0917654996152186,-31.33731499729764,-49.547296295720834,171.83702872161368,149.78510110016364,20992.778326086955,3.82,252.6286,88.13999938964844,"5,875.05",1036.97,377.83,123.46,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-08,187.1300048828125,188.69000244140625,185.72000122070312,188.0,4054000,166.33599853515625,0.0,0.4112611707695945,0.4112524385500027,173.2410467529297,167.6749429321289,161.6912227644822,0.0920633811256775,-25.725564909931943,-41.73498332167383,171.5722950996476,149.89588574752037,20994.80295652174,3.823333333333333,252.63436666666664,87.58000183105469,"5,841.37",1025.76,371.03,122.49,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-09,188.32000732421875,188.47999572753903,184.9600067138672,185.9900054931641,4761100,164.55758666992188,0.0,-1.0691460142744358,-1.0691683585610012,173.00623016357423,167.59587715148925,162.07340461854082,0.0922484687331826,-35.72788204903753,-30.93025398542241,170.49583244116982,150.39901771752156,20996.82758695652,3.826666666666666,252.64013333333327,87.08000183105469,"5,792.80",1006.3,358.21,120.5,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-12,185.22999572753903,186.9499969482422,179.02000427246094,179.42999267578125,7590400,158.7534942626953,0.0,-3.5270781351871783,-3.5270889204693456,172.62861175537108,167.49784385681153,161.6307499044281,0.0973470133223936,-68.37182358847609,-43.275090182481904,169.12201954346153,150.73411143798376,21002.90147826087,3.8366666666666656,252.65743333333333,85.30000305175781,"5,789.18",1005.54,358.8,120.98,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-13,177.3000030517578,181.6199951171875,172.85000610351562,179.0,14274000,158.37306213378906,0.0,-0.2396437013505448,-0.2396370112501156,172.1671173095703,167.4114430999756,161.19639153500955,0.0969178273120429,-70.51148700256601,-58.20373088002659,166.77906011917074,151.78707757614174,21004.92610869565,3.84,252.6632,85.5199966430664,"5,767.71",997.78,355.34,119.71,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-14,182.6100006103516,182.8999938964844,179.14999389648438,179.89999389648438,7561100,159.1693878173828,0.0,0.5027898863041225,0.5028163709564604,171.7380062866211,167.3329842376709,160.92612437265933,0.0973632630228154,-66.03271457137218,-68.3053417208048,166.2337491025197,151.86611814601542,21006.95073913044,3.843333333333333,252.66896666666665,85.01000213623047,"5,766.25",998.86,363.6,120.93,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-15,179.00999450683594,179.6699981689453,173.61000061035156,177.36000061035156,8663100,156.9220428466797,0.0,-1.4118918134006897,-1.4119203456895435,171.23315887451173,167.24764053344725,160.39224683586207,0.0957497954002577,-79.07525229892423,-71.87315129095418,166.1529601562903,151.67439732661984,21008.97536956521,3.846666666666666,252.6747333333333,85.66000366210938,"5,777.35",994.04,362.72,121.19,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-16,173.99000549316406,177.61000061035156,173.50999450683594,177.02000427246094,6834900,156.62124633789062,0.0,-0.1916984307175129,-0.1916853128677065,170.71627838134765,167.18659996032716,159.88944676946588,0.0953303220439517,-99.80529598717692,-81.63775428582449,166.09862384054983,151.47834301736034,21011.0,3.85,252.6805,85.86000061035156,"5,740.49",970.68,348.17,120.71,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-19,176.7100067138672,178.8800048828125,172.3000030517578,173.58999633789062,6203400,153.58648681640625,0.0,-1.9376386011667912,-1.937642301056186,170.05978149414062,167.1576476287842,159.04905210905793,0.0955617447443723,-114.17643033696882,-97.68565954102336,166.230312745018,150.89011114414217,21017.07389130435,3.86,252.6978,84.76000213623047,"5,663.94",946.46,342.66,118.58,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-20,169.25,172.0,167.0,169.0500030517578,8661000,149.5696563720703,0.0,-2.6153542150526787,-2.615354076779919,169.26703063964842,167.07410011291503,157.7851326774596,0.0976463013483647,-80.36118794830162,-98.1143047574825,166.80283059780407,149.47883291537954,21019.09852173913,3.863333333333333,252.70356666666663,83.23999786376953,"5,657.60",954.86,345.75,118.76,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-21,170.0,170.92999267578125,169.14999389648438,169.3000030517578,5752100,149.79086303710938,0.0,0.1478852383832496,0.1478954156910017,168.51179473876954,166.99057075500488,156.71923005874623,0.0976494851246057,-79.34133253041205,-91.29298360522756,167.22006615500237,148.3829825510523,21021.12315217392,3.866666666666666,252.7093333333333,83.94999694824219,"5,654.51",952.94,342.96,117.86,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-23,169.38999938964844,170.3300018310547,168.47000122070312,168.85000610351562,2711000,149.3927459716797,0.0,-0.2657985470352342,-0.2657819424747298,167.79336547851562,166.94887504577636,155.74236551380403,0.0962212933544224,-81.17681902473204,-80.29311316781529,167.48102530793295,147.21779823943035,21025.17241304348,3.873333333333333,252.72086666666667,83.27999877929688,"5,700.84",970.03,350.85,119.97,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-26,170.1999969482422,172.38999938964844,168.8699951171875,169.82000732421875,6140500,150.25096130371094,0.0,0.5744750877346494,0.5744692129790119,167.09882537841796,166.89884956359865,155.01017828579162,0.0949170285256304,-77.22008672675445,-79.24607942729956,167.63594637163212,146.8496508573718,21031.246304347827,3.883333333333333,252.73816666666667,84.30000305175781,"5,703.95",977.18,350.71,120.03,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-27,169.11000061035156,173.3800048828125,168.82000732421875,173.22000122070312,7084200,153.25914001464844,0.0,2.0021162111912627,2.0021028050908107,166.4763034057617,166.86412605285645,154.7767065163059,0.0978497971217671,-63.35112235451038,-73.91600936866566,167.6354001252035,146.85196559745276,21033.27093478261,3.8866666666666654,252.74393333333333,84.44000244140625,"5,765.22",1006.2,362.59,122.21,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
2018-11-28,172.91000366210938,177.64999389648438,170.6199951171875,177.42999267578125,7133600,157.9230499267578,1.03,2.430430334493594,3.043152866226184,165.90069793701173,166.85420188903808,155.1962189710328,0.1023352213701542,-41.84854334508638,-60.80658414211711,167.7201992987174,146.96635465636072,21035.29556521739,3.89,252.7497,86.30000305175781,"5,755.23",1006.06,360.92,121.34,30463,0.08380000000000001,20098,10365,5004,460,5464,4901,246,4655,1149,3506,0.3121,1144,1149,-0.0336,3.06,3.05,0.3556,3399,2.97,1.03,0.1573,0.34020000000000006,0.1609,0.1151,0.1116,0.2468,5431,0.1783,530,4901,0.1609
