date,open,high,low,close,volume,adjclose,dividends,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,EBIT,EBIT Margin
2016-07-08,118.4000015258789,118.43000030517578,117.5500030517578,118.08000183105467,1197300,99.81526184082033,0.0,0.485064832322446,0.4850754579744931,95.37112503051758,92.9085283279419,98.18036243622068,0.0609175732388575,-92.72739895769348,-92.42091515500016,101.84580888043092,91.73391142596556,18907.608347826088,4.82258064516129,240.2012580645161,69.76000213623047,"5,746.90",751.97,224.0,89.78,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-11,118.31999969482422,118.47000122070312,117.91000366210938,118.12000274658205,1019500,99.8490753173828,0.0,0.0338761135730392,0.0338760585695041,95.53390228271483,92.99597503662108,98.40285748704233,0.0609212020105921,-92.39294322553576,-94.20457844138996,102.19900800300135,91.74504412102208,18914.023782608696,4.832258064516129,240.2442258064516,70.25,"5,751.72",755.24,226.27,90.81,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-12,118.4000015258789,118.9000015258789,117.66999816894533,118.08999633789062,1201000,99.8237075805664,0.0,-0.0254033254264207,-0.0254060808633105,95.68322998046877,93.08420921325684,98.59230416617883,0.0608339043146897,-92.64386048849252,-92.58806755724056,102.51587886667076,91.85844059133709,18916.162260869565,4.835483870967742,240.2585483870968,71.06999969482422,"5,760.73",753.27,225.99,90.86,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-13,118.33999633789062,118.5199966430664,117.95999908447266,118.0,1231800,99.74762725830078,0.0,-0.0762099590833398,-0.0762146829742071,95.81406051635742,93.16769889831544,98.74634724512843,0.0608474042514851,-93.39638588584737,-92.8110631999585,102.77197462739552,92.06304505644238,18918.300739130435,4.838709677419355,240.272870967742,71.16000366210938,"5,763.70",757.53,227.78,91.54,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-14,119.0,119.08000183105467,118.37999725341795,118.73999786376952,1090300,100.37317657470705,0.0,0.6271168337030009,0.6271320266960867,95.96715042114258,93.25776611328124,98.96325782240558,0.060858794882555,-87.20895484092978,-91.0830670717565,103.03720765718154,92.38362058988878,18920.439217391304,4.841935483870968,240.28719354838708,71.45999908447266,"5,767.86",753.53,227.5,91.43,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-15,119.13999938964844,119.19000244140624,118.37999725341795,118.63999938964844,1546800,100.28865051269533,0.0,-0.0842163347820057,-0.0842118032887029,96.1286343383789,93.3457897567749,99.13997684777756,0.0608895630283874,-90.6855587899491,-90.4302998389087,103.27912347137703,92.63959906280266,18922.577695652173,4.845161290322581,240.30151612903225,71.25,"5,762.57",756.43,229.26,91.71,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-18,118.48999786376952,118.86000061035156,117.36000061035156,117.37999725341795,2037200,99.22354125976562,0.0,-1.0620382187395805,-1.0620436584644843,96.25167236328124,93.42823844909668,99.15111876937596,0.0619688008717554,-144.23915827928406,-107.37789063672096,103.28880476610829,93.09653535229992,18928.99313043478,4.854838709677419,240.3444838709677,71.41000366210938,"5,749.42",754.81,228.82,91.85,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-19,116.93000030517578,117.31999969482422,116.55999755859376,117.0500030517578,1384400,98.94458770751952,0.0,-0.2811332504529806,-0.2811364608684918,96.37417373657226,93.51423816680908,99.12358129446176,0.0619862699218994,-344.44120537722176,-193.12197414881825,103.28389713712733,93.47676417879065,18931.13160869565,4.858064516129033,240.3588064516129,71.30999755859375,"5,745.51",757.1,232.17,92.01,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-20,117.4499969482422,117.6500015258789,116.94000244140624,117.01000213623048,1662000,98.91075897216795,0.0,-0.0341742114348009,-0.0341895763430355,96.4899478149414,93.59304470062256,99.0952049848226,0.061989509524337,-644.131503767354,-377.6039558079533,103.2465057921524,93.8767951416855,18933.27008695652,4.861290322580645,240.37312903225805,71.5199966430664,"5,733.41",753.63,230.99,91.64,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-21,116.38999938964844,116.87000274658205,115.0,116.72000122070312,1799700,98.6656265258789,0.0,-0.2478428426910928,-0.2478319333875878,96.57628036499024,93.66301975250244,99.03792785696344,0.0620544426793276,-379.86888096378703,-456.1471967027876,103.05222450228054,94.48443931607883,18935.4085652174,4.864516129032258,240.3874516129032,71.45999908447266,"5,760.41",757.77,232.42,92.28,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-22,116.72000122070312,117.61000061035156,115.87000274658205,117.1500015258789,1068000,99.0290985107422,0.0,0.3684032733710429,0.3683876519731566,96.67492462158204,93.73809555053712,99.03675061080062,0.0621156392400258,-381.1668778860581,-468.3890875390664,103.02337595713016,94.79224141347532,18937.547043478266,4.867741935483871,240.4017741935484,71.62999725341797,"5,765.35",757.13,232.28,92.01,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-25,117.0,117.52999877929688,116.47000122070312,117.4499969482422,1265500,99.28269958496094,0.0,0.256078035386964,0.2560874308991545,96.7673797607422,93.80986763000487,99.06954380735532,0.0619594449064914,-375.11434980844587,-378.7167028860969,102.5359445252196,95.8232122740968,18943.96247826087,4.87741935483871,240.44474193548385,71.55999755859375,"5,732.71",757.01,233.45,92.1,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-26,117.70999908447266,118.12999725341795,117.0,117.6500015258789,1358100,99.45176696777344,0.0,0.1702891297007402,0.1702888655518597,96.8627116394043,93.87866123199464,99.12050689541108,0.0613726882489841,-371.0793310900377,-375.7868529281805,101.37357707218068,97.60266117855176,18946.10095652174,4.880645161290323,240.45906451612905,71.69000244140625,"5,668.63",752.95,235.35,92.0,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-27,117.13999938964844,117.5,116.19000244140624,116.43000030517578,1976900,98.42048645019533,0.0,-1.0369750997706206,-1.0369655050093796,96.9446453857422,93.94292190551758,99.02717083604898,0.0622784279696147,-395.6922169295984,-380.62863260936064,100.9437743186468,98.22688760762271,18948.23943478261,4.883870967741935,240.4733870967742,71.47000122070312,"5,676.94",756.0,236.28,92.34,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-28,116.58000183105467,117.68000030517578,116.20999908447266,117.61000061035156,1268300,99.41793823242188,0.0,1.013484756577232,1.013459512549053,97.077117767334,94.00892791748046,99.07927315556536,0.0623641130752093,-371.8866990050838,-379.55274900824,100.92168691670514,98.31659814799212,18950.37791304348,4.887096774193549,240.48770967741933,71.80000305175781,"5,713.81",755.12,236.91,92.23,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-07-29,117.33999633789062,117.68000030517578,116.12999725341795,116.22000122070312,2169100,98.24297332763672,0.0,-1.1818717646755128,-1.1818439666675618,97.17130020141602,94.0707632446289,98.96776651184156,0.0634015461117469,-399.9288044982447,-389.16924014430896,100.8496836141427,98.15022407018346,18952.516391304347,4.890322580645162,240.5020322580645,72.20999908447266,"5,709.24",756.31,237.99,92.03,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-08-01,116.26000213623048,116.9000015258789,116.0,116.80999755859376,1508400,98.74170684814452,0.0,0.5076547338613624,0.5076531212512725,97.29562683105468,94.13733657836914,98.93762522334865,0.0628275601729695,-388.0258634503052,-386.6137889845445,100.72329897107178,98.10416303454346,18958.931826086955,4.9,240.545,71.88999938964844,"5,659.10",747.77,235.68,91.25,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
2016-08-02,116.70999908447266,117.16000366210938,116.51000213623048,117.02999877929688,1106300,98.92767333984376,0.0,0.1883410883497083,0.1883363146488959,97.3935870361328,94.19573757171632,98.936298305548,0.0625995351999522,-383.5875249457385,-390.5140642980961,100.5971393455548,98.09084435805848,18961.070304347824,4.903225806451613,240.56535483870965,71.58000183105469,"5,643.10",750.09,236.89,92.0,6785,0.011200000000000002,3762,3023,1054,989,2043,980,93,887,223,664,-0.18230000000000002,290,294,-0.0767,2.27,2.24,-0.11460000000000001,443,1.53,0.67,0.0984,0.44549999999999995,0.1444,0.09789999999999999,0.0653,0.2514,980,0.1444,980,0.1444
