date,open,high,low,close,volume,adjclose,dividends,splits,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,Selling & Marketing,General & Administrative,Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2014-09-15,53.462501525878906,53.90250015258789,53.462501525878906,53.65999984741211,7036800,50.31851577758789,0.0,0.0,0.2803242956158858,0.2803291484156256,50.39309730529785,50.19849521636963,50.3471776682335,0.039540238430097,-165.2818804454177,-166.665890136514,50.97648041138638,49.900145031118505,17893.32230434783,5.806666666666667,237.45506666666668,72.47000122070312,"4,906.32",641.68,211.42,88.03,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-09-16,53.727500915527344,54.44499969482422,53.41249847412109,54.32500076293945,9211600,50.94210433959961,0.0,0.0,1.2392860928407412,1.2392825034188926,50.397655639648434,50.21543016433716,50.426501224415645,0.0412759440932847,-127.20006522853282,-155.45131932472938,51.04763831819218,49.898847582686734,17894.494597826088,5.800000000000001,237.4535,73.0,"4,903.71",641.66,211.81,88.33,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-09-17,54.25,54.372501373291016,53.42499923706055,53.88249969482422,12321200,50.527156829833984,0.0,0.0,-0.8145440624035993,-0.8145472495588835,50.40084121704101,50.23090814590454,50.43992197180476,0.0413879224394912,-152.54041839444625,-148.34078802279893,51.0533349114443,49.905574695489285,17895.66689130435,5.793333333333334,237.45193333333333,72.55999755859375,"4,923.02",643.59,213.19,89.1,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-09-18,53.98249816894531,54.16999816894531,53.78749847412109,54.11000061035156,9215200,50.74050521850586,0.0,0.0,0.4222167063811843,0.4222449907292258,50.40408187866211,50.24550634384156,50.47999973803157,0.0415225279506809,-139.51148488095794,-139.75065616797903,51.06090719635146,49.90362908904893,17896.83918478261,5.786666666666667,237.45036666666667,73.37000274658203,"4,919.09",643.38,212.37,88.76,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-09-19,54.42250061035156,54.53749847412109,53.872501373291016,54.0625,20475200,50.69594192504883,0.0,0.0,-0.0877852704042947,-0.0878258765164563,50.40933280944824,50.26382152557373,50.508792029633874,0.0405657061907785,-167.10876149228196,-153.05355492256206,51.073218374102375,49.90303742423748,17898.011478260873,5.78,237.4488,73.37000274658203,"4,895.80",634.26,210.59,88.07,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-09-22,54.244998931884766,54.244998931884766,53.4375,53.470001220703125,9074000,50.14034271240234,0.0,0.0,-1.0959514992774588,-1.0959441555852931,50.39663932800293,50.27820472717285,50.459665454003,0.0419054765477703,-206.58714846558493,-171.06913161294162,51.06127336858175,49.8631715929661,17901.528358695654,5.76,237.4441,73.2699966430664,"4,851.10",629.65,210.09,87.41,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-09-23,53.47499847412109,53.47499847412109,53.1150016784668,53.1150016784668,7959600,49.80745697021485,0.0,0.0,-0.663922824259966,-0.6639079914089963,50.35842910766601,50.29212406158448,50.37270432283125,0.0425314299764987,-213.73515716092265,-195.8103557062632,51.08002332548583,49.76096368928467,17902.700652173913,5.753333333333334,237.44253333333333,72.22000122070312,"4,896.85",636.82,211.47,87.91,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-09-24,53.19499969482422,53.75,53.0625,53.602500915527344,8336000,50.26458740234375,0.0,0.0,0.9178183595128786,0.9177951654955496,50.325851364135744,50.308142547607424,50.35828873343292,0.0433816954455464,-174.86970412226117,-198.3973365829229,51.02992633904072,49.756672629465136,17903.872945652176,5.746666666666667,237.44096666666667,72.5199966430664,"4,834.71",627.48,206.6,86.57,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-09-25,53.5099983215332,53.567501068115234,52.60499954223633,52.6775016784668,11729600,49.39719772338867,0.0,0.0,-1.725664327711618,-1.7256476652479869,50.27176086425781,50.320150489807126,50.23014326542702,0.0463877532548316,-155.90782425870614,-181.5042285139633,51.0500334916112,49.58606002950697,17905.045239130435,5.74,237.4394,71.83999633789062,"4,871.98",632.27,209.2,87.35,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-09-26,52.86249923706055,53.05500030517578,52.63999938964844,52.98500061035156,7178800,49.68553924560547,0.0,0.0,0.5837386400017186,0.5837204042047794,50.24585319519043,50.336117877960206,50.15752939611748,0.0464722960502873,-141.89364822447305,-157.5570588684801,51.07167148969919,49.5020616493389,17906.217532608698,5.733333333333333,237.4378333333333,71.73999786376953,"4,848.02",630.56,209.14,87.0,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-09-29,52.5525016784668,52.8650016784668,52.27999877929688,52.73249816894531,8788800,49.44877243041992,0.0,0.0,-0.4765545692131612,-0.4765306340244413,50.20435333251953,50.34363956451416,50.06302846735781,0.0453676046921311,-118.8342796025349,-138.87858402857137,51.11483461801549,49.42162435110072,17909.73441304348,5.713333333333334,237.43313333333333,71.47000122070312,"4,829.50",629.38,209.2,86.79,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-09-30,52.79249954223633,53.505001068115234,52.755001068115234,53.34249877929688,11456000,50.02077865600586,0.0,0.0,1.156783068378875,1.1567652693316388,50.17887939453125,50.35660902023315,50.05739515917755,0.0423970927661747,-100.07620946619578,-120.26804576440124,51.1052163729486,49.39935821201234,17910.906706521742,5.706666666666667,237.43156666666667,71.37999725341797,"4,793.61",620.53,205.63,85.88,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-01,53.212501525878906,53.45249938964844,52.4375,52.50249862670898,11686000,49.233097076416016,0.0,0.0,-1.5747296654837428,-1.5747087525501136,50.128105316162106,50.36107078552246,49.94748874814268,0.0450179387370693,-134.9679785058889,-117.95948919153987,51.1587800443783,49.23115678423499,17912.079,5.7,237.43,70.83999633789062,"4,815.35",622.19,205.9,86.02,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-02,52.25,52.5,51.95000076293945,52.43000030517578,11411600,49.16511535644531,0.0,0.0,-0.1380854691291233,-0.1380813396020697,50.076252670288085,50.364738063812254,49.84317229591637,0.0445408760851224,-107.62851671170591,-114.22423489459688,51.20948065169611,49.074024978797055,17913.725195652176,5.703225806451613,237.4155806451613,70.16999816894531,"4,864.19",631.53,207.52,87.14,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-03,52.75749969482422,53.07500076293945,52.54499816894531,52.997501373291016,9960800,49.6972770690918,0.0,0.0,1.0823976059737062,1.0823969572497203,50.02783630371093,50.36465524673462,49.82371959900642,0.046055173248611,-87.06186228156693,-109.88611916638725,51.200889480677645,49.03057299796005,17915.37139130435,5.706451612903226,237.4011612903226,70.7300033569336,"4,863.15",627.68,207.35,87.02,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-06,53.147499084472656,53.28749847412109,52.915000915527344,52.9474983215332,8937200,49.65039443969727,0.0,0.0,-0.094349828694018,-0.094336414708096,50.015779647827145,50.36189018249512,49.8006095777652,0.0460036579911295,-88.87375294303233,-94.52137731210172,51.14979290445794,48.988366275229566,17920.30997826087,5.716129032258064,237.35790322580647,70.41999816894531,"4,815.67",619.39,203.89,85.56,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-07,52.70249938964844,52.772499084472656,51.962501525878906,52.01250076293945,8949600,48.77359390258789,0.0,0.0,-1.7658956291302208,-1.765948784504201,49.98876083374024,50.35389024734497,49.66367415440823,0.0490477197223359,-122.75979401353683,-99.56513641271204,51.21796840630953,48.77413860357816,17921.956173913044,5.719354838709678,237.34348387096776,69.51000213623047,"4,876.50",628.89,207.92,87.09,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-08,52.00749969482422,53.1349983215332,51.92499923706055,53.09000015258789,14038800,49.78400421142578,0.0,0.0,2.071616195805359,2.071633906773229,49.98531967163086,50.35107057571411,49.679718162010566,0.0535887634105211,-81.95198663650926,-97.86184453102616,51.10042862528009,48.78571372396307,17923.60236956522,5.72258064516129,237.32906451612905,71.08000183105469,"4,799.89",616.99,204.53,85.41,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-09,53.0525016784668,53.0525016784668,51.89500045776367,51.9275016784668,10996800,48.69390106201172,0.0,0.0,-2.1896750250139707,-2.189665469222901,49.957455978393554,50.34039915084839,49.54827588201072,0.0575649260996499,-136.21708401105127,-113.64295488703247,51.12129308849416,48.59512040943064,17925.248565217393,5.725806451612903,237.31464516129031,69.08000183105469,"4,786.48",612.15,198.23,84.72,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-10,51.97249984741211,52.39250183105469,51.244998931884766,51.244998931884766,11744400,48.05388259887695,0.0,0.0,-1.3143377295677827,-1.3143708948677224,49.93106475830078,50.32571168899536,49.34902344425955,0.0578577088865451,-127.38981925499984,-115.1862966341868,51.23921250860338,48.26480398614759,17926.894760869567,5.7290322580645165,237.3002258064516,68.51000213623047,"4,716.80",598.53,195.63,84.08,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-13,51.125,51.9375,50.93000030517578,51.06999969482422,12188800,47.88980865478516,0.0,0.0,-0.34149524969872,-0.3414374348507554,49.89764846801758,50.30849048614502,49.15446147232963,0.0572727669127041,-107.8082262196887,-123.80504316191328,51.307529035460384,47.95361674701032,17931.833347826087,5.738709677419354,237.25696774193548,67.81999969482422,"4,729.95",603.27,196.26,84.57,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-14,51.102500915527344,51.47499847412109,50.61000061035156,50.68000030517578,14018000,47.52408599853516,0.0,0.0,-0.7636565341275325,-0.7636753341119462,49.85528007507324,50.29005838394165,48.9370780758237,0.056304787419595,-104.34198255880696,-113.1800093444985,51.26556256310048,47.65378138526378,17933.47954347826,5.741935483870968,237.2425483870968,67.3499984741211,"4,697.56",597.81,195.09,83.13,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-15,50.21500015258789,50.49250030517578,49.23749923706055,50.0625,19668000,46.94503784179688,0.0,0.0,-1.2184299555197842,-1.218430916811597,49.80891151428223,50.26728563308716,48.67147271128679,0.0571600146544618,-53.71904889604004,-88.6230858915119,51.334223915185945,47.2269081343746,17935.125739130435,5.745161290322581,237.22812903225807,67.43000030517578,"4,696.83",597.32,194.13,83.24,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-16,49.272499084472656,50.8025016784668,48.79750061035156,50.75,15625600,47.58973693847656,0.0,0.0,1.3732833957553092,1.3733061603918628,49.77473503112793,50.24567329406738,48.52724127491209,0.0593550161453813,-25.65615622794344,-61.239062560930144,51.18849758321472,47.05755763834289,17936.77193478261,5.748387096774193,237.21370967741936,67.22000122070312,"4,745.75",603.8,196.46,84.2,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-17,51.209999084472656,51.64250183105469,50.89250183105469,51.5,12731600,48.29301834106445,0.0,0.0,1.4778325123152802,1.477800567582643,49.76234565734863,50.22952396392822,48.49601155039908,0.0616050661441414,-10.7165633612443,-30.030589495075933,50.95980938623688,47.04595347692229,17938.418130434784,5.751612903225807,237.19929032258065,68.41999816894531,"4,806.92",613.8,197.75,84.78,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-20,51.38249969482422,52.04999923706055,51.28499984741211,51.962501525878906,7628000,48.72671890258789,0.0,0.0,0.898061215298851,0.8980605818846854,49.75198509216309,50.21536825180053,48.52677253069092,0.0618709091877407,-1.5205526600452357,-12.631090749744333,50.816929695745024,47.047470786432704,17943.356717391307,5.7612903225806456,237.15603225806453,68.80000305175781,"4,847.73",625.85,201.87,86.35,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
2014-10-21,52.44499969482422,53.345001220703125,51.97499847412109,53.32749938964844,12986000,50.006717681884766,0.0,0.0,2.626890206757504,2.626893023221588,49.76666282653809,50.20916282653808,48.7240985508501,0.0673487095746386,26.590806140424466,4.784563373044965,50.84835829922736,47.03596825411736,17945.002913043478,5.764516129032258,237.14161290322585,70.04000091552734,"4,837.76",620.56,200.62,85.65,3229,0.0861,624,2605,241,247,112,600,1552,0,2.0,1550,477,1073,-0.0998,2476,2492,-0.0326,0.43,0.43,-0.0652,1566,0.63,0.8068000000000001,0.4806,0.3323,0.485,0.3077,2570,0.7959,112,2458,0.7612000000000001
