date,open,high,low,close,volume,adjclose,dividends,splits,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,Selling & Marketing,General & Administrative,Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2013-08-19,43.08250045776367,44.22249984741211,43.0525016784668,43.744998931884766,11982000,40.70985412597656,0.0,0.0,1.068555878560029,1.068536967030176,41.6391544342041,41.6391544342041,41.29339083477738,0.0,-34.08863631287234,0.0,0.0,0.0,17080.69527173913,7.2,233.5070967741936,63.5,"4,343.56",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-08-20,43.65250015258789,43.817501068115234,43.22499847412109,43.30500030517578,14135200,40.30039978027344,0.0,0.0,-1.0058261228765963,-1.0057868162240746,41.549904123942056,41.549904123942056,41.16099202751018,0.0,-85.13854469069366,0.0,0.0,0.0,17083.284195652173,7.2,233.50993548387092,63.5,"4,313.36",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-08-21,43.31499862670898,45.375,43.130001068115234,44.59749984741211,30930800,41.50322723388672,0.0,0.0,2.9846427274631493,2.984653899642087,41.5469868183136,41.5469868183136,41.20662338836039,0.0,-47.928084212513866,-55.71842173869329,0.0,0.0,17085.873119565218,7.2,233.5127741935484,63.0,"4,347.48",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-08-22,44.90999984741211,45.35749816894531,44.255001068115234,44.72999954223633,10586400,41.62652587890625,0.0,0.0,0.2971011722127104,0.2970820662323348,41.55166558658375,41.55166558658375,41.26261038709984,0.0,-44.113738818475774,-59.06012257389443,0.0,0.0,17088.46204347826,7.2,233.5156129032258,64.54000091552734,"4,370.13",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-08-23,45.09999847412109,45.147499084472656,44.40499877929688,44.775001525878906,9807200,41.66839599609375,0.0,0.0,0.1006080574628365,0.1005851828934867,41.55815060933431,41.55815060933431,41.3167151349657,0.0,-45.75559436811541,-45.93247246636835,0.0,0.0,17091.050967391304,7.2,233.5184516129032,64.54000091552734,"4,328.83",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-08-26,44.8650016784668,44.8650016784668,43.74250030517578,43.75,13789200,40.71451568603516,0.0,0.0,-2.289227227131374,-2.289217732662463,41.51374877126593,41.51374877126593,41.23642187510829,0.0,-90.3570264942938,-60.075453226961656,0.0,0.0,17098.817739130434,7.2,233.5269677419355,64.41999816894531,"4,277.09",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-08-27,43.244998931884766,43.77000045776367,43.14250183105469,43.54249954223633,12762400,40.52141189575195,0.0,0.0,-0.4742867606026824,-0.4742873322436169,41.46413192749024,41.46413192749024,41.14108721119411,0.0,-97.81998151252328,-77.97753412497748,43.01583350645653,39.91243034852395,17101.40666304348,7.2,233.5298064516129,62.04999923706055,"4,263.43",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-08-28,43.34249877929688,43.9474983215332,43.34249877929688,43.8025016784668,15672000,40.76337814331055,0.0,0.0,0.5971226708707089,0.5971318279360371,41.43076269967215,41.43076269967215,41.09072600214297,0.0,-98.56297909593664,-95.5799957009179,43.02272792137566,39.87124066077766,17103.99558695652,7.2,233.5326451612904,63.58000183105469,"4,290.96",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-08-29,43.77750015258789,44.31999969482422,43.6974983215332,43.84249877929688,9404800,40.80059814453125,0.0,0.0,0.0913123664115778,0.0913074502555844,41.402118856256656,41.402118856256656,41.05204228779475,0.0,-96.96039446215605,-97.781118356872,43.00618481957356,39.80705065405925,17106.584510869565,7.2,233.5354838709677,62.29999923706055,"4,281.76",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-08-30,43.852500915527344,43.875,43.45249938964844,43.60499954223633,9886400,40.57958221435547,0.0,0.0,-0.5417100842178724,-0.5416977697063619,41.3663563935653,41.3663563935653,40.989047611336176,0.0,-106.47669542679472,-100.66668966162916,42.81089618582495,39.78733799081079,17109.17343478261,7.2,233.5383225806452,62.95000076293945,"4,290.52",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-09-03,44.00749969482422,44.59999847412109,43.8125,44.255001068115234,12550400,41.18448638916016,0.0,0.0,1.4906582563985804,1.490661415904615,41.35877847671509,41.35877847671509,41.01510611504604,0.0,-80.43128694592406,-94.62279227829164,42.53818140030141,39.893002986905614,17119.52913043478,7.2,233.5523333333333,62.95000076293945,"4,326.26",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-09-04,44.22499847412109,44.470001220703125,43.8125,44.04750061035156,9753200,40.99137878417969,0.0,0.0,-0.4688745966682894,-0.4688843346393967,41.34408248901367,41.34408248901367,41.01194247093053,0.0,-88.74593687225806,-91.88463974832564,42.32669402698821,39.95644577403718,17122.118054347826,7.2,233.5565,62.95000076293945,"4,326.74",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-09-05,44.032501220703125,44.17499923706055,43.807498931884766,44.0525016784668,7406800,40.99604034423828,0.0,0.0,0.0113538067902485,0.0113720499208769,41.33069625267616,41.33069625267616,41.00982218737156,0.0,-88.5452236999223,-85.90748250603481,42.17726857606584,39.99312708433455,17124.70697826087,7.2,233.5606666666667,64.01000213623047,"4,326.52",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-09-06,44.08000183105469,44.47249984741211,43.76250076293945,44.16749954223633,6697200,41.10304260253906,0.0,0.0,0.2610472944508002,0.2610063250067407,41.32226463600441,41.32226463600441,41.02225157606056,0.0,-83.93801872118443,-87.07639309778828,42.0488812339637,40.03363562699822,17127.29590217391,7.2,233.56483333333333,64.33000183105469,"4,369.61",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-09-09,44.31999969482422,44.66249847412109,44.31999969482422,44.63750076293945,10801600,41.54043960571289,0.0,0.0,1.0641336402883228,1.0641475070432005,41.33005659920829,41.33005659920829,41.09134331334754,0.0,-70.80455317044823,-81.09593186385166,42.01002212590888,40.05088333063409,17135.062673913042,7.2,233.5773333333333,63.97999954223633,"4,378.42",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-09-10,45.602500915527344,46.16249847412109,45.33250045776367,46.147499084472656,19507200,42.94566345214844,0.0,0.0,3.382802118677053,3.3827852082775944,41.38576718034415,41.38576718034415,41.338585998521,0.0,-6.078739444317952,-53.607103778650206,42.358999842389295,39.821976643816754,17137.651597826087,7.2,233.5815,63.97999954223633,"4,402.92",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-09-11,46.25,46.63249969482422,45.727500915527344,46.57749938964844,11006000,43.34584045410156,0.0,0.0,0.9317954682412256,0.9318216783378296,41.45110295613607,41.45110295613607,41.60621992593174,0.0,5.826325143570427,-23.685655823731924,42.78580342850135,39.56756990829064,17140.24052173913,7.2,233.58566666666667,63.97999954223633,"4,385.52",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
2013-09-12,46.60749816894531,46.95249938964844,46.26499938964844,46.26499938964844,14212000,43.05503082275391,0.0,0.0,-0.670924811539908,-0.6709055085818205,41.502842564736646,41.502842564736646,41.799394712174696,0.0720228905696248,-2.2958284606635373,-0.8494142538036921,43.067252067287285,39.44223279599396,17142.829445652173,7.2,233.58983333333333,64.9000015258789,"4,415.67",555.44,163.58,76.01,3155,0.10859999999999999,602,2553,186,183,107,476,2077,0,-6.0,2083,676,1407,0.0882,2532,2556,-0.044800000000000006,0.55,0.55,0.1458,1421,0.56,0.8092,0.6583,0.446,0.45039999999999997,0.3245,2184,0.6922,107,2077,0.6583
