date,open,high,low,close,volume,adjclose,dividends,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Gross Profit,"Selling, General & Admin",Other Operating Expenses,Operating Expenses,Operating Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2013-08-14,54.33000183105469,54.84999847412109,54.0,54.150001525878906,15785800,40.6603889465332,0.0,-0.2578732497467983,-0.2578783289282182,41.47135439786044,41.47135439786044,41.33960254390357,0.0,0.0,0.0,0.0,0.0,17067.750652173912,7.2,233.4929032258065,66.4000015258789,"4,374.62",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-15,53.52000045776367,53.68000030517578,52.88999938964844,53.290000915527344,16933200,40.0146484375,0.0,-1.5881820611594266,-1.588131657772207,41.34996223449707,41.34996223449707,41.162941996383104,0.0,0.0,0.0,0.0,0.0,17070.339576086957,7.2,233.49574193548384,65.18000030517578,"4,351.10",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-16,53.06999969482422,53.77999877929688,53.06999969482422,53.290000915527344,17139000,40.0146484375,0.0,0.0,0.0,41.24724578857422,41.24724578857422,41.00983618853203,0.0,0.0,0.0,0.0,0.0,17072.9285,7.2,233.4985806451613,63.5,"4,329.10",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-19,52.88999938964844,52.95000076293945,51.79999923706055,51.83000183105469,22793300,38.91836166381836,0.0,-2.7397242623188767,-2.739713621110429,41.08089692252023,41.08089692252023,40.73097291857021,0.0,-258.66744492626066,0.0,0.0,0.0,17080.69527173913,7.2,233.5070967741936,63.5,"4,343.56",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-20,51.77999877929688,52.36000061035156,50.65999984741211,52.119998931884766,18701500,39.13610458374024,0.0,0.5595158992572458,0.5594863468374234,40.9512440999349,40.9512440999349,40.51832380725955,0.0,-188.29897508042345,0.0,0.0,0.0,17083.284195652173,7.2,233.50993548387092,63.5,"4,313.36",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-21,51.91999816894531,52.220001220703125,51.27999877929688,51.630001068115234,17136200,38.768165588378906,0.0,-0.940134063337006,-0.9401523204079832,40.81480169296265,40.81480169296265,40.284969378075466,0.0,-200.87551139157145,-215.9473104660852,0.0,0.0,17085.873119565218,7.2,233.5127741935484,63.0,"4,347.48",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-22,52.0,52.65999984741211,51.93000030517578,52.209999084472656,14658500,39.20368576049805,0.0,1.123374015801848,1.123396388529896,40.720030167523554,40.720030167523554,40.14079822906514,0.0,-193.5187541924604,-194.2310802214851,0.0,0.0,17088.46204347826,7.2,233.5156129032258,64.54000091552734,"4,370.13",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-23,52.27000045776367,52.41999816894531,51.900001525878906,52.31999969482422,11126800,39.28628158569336,0.0,0.2106887804644186,0.2106838262603716,40.64037746853299,40.64037746853299,40.02686267661557,0.0,-209.0757561201714,-201.1566739014011,0.0,0.0,17091.050967391304,7.2,233.5184516129032,64.54000091552734,"4,328.83",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-26,52.15999984741211,52.540000915527344,51.790000915527344,51.79999923706055,16548400,38.89582061767578,0.0,-0.9938846727766903,-0.9938862937839632,40.548558686908926,40.548558686908926,39.876057068756936,0.0,-232.0351072554493,-211.54320585602704,0.0,0.0,17098.817739130434,7.2,233.5269677419355,64.41999816894531,"4,277.09",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-27,51.02000045776367,51.54999923706055,50.54999923706055,50.59999847412109,23596800,37.99477005004883,0.0,-2.3166038235786446,-2.3165742573830195,40.42086925506592,40.42086925506592,39.62521879959586,0.0,-242.3789275546319,-227.82993031008425,43.128492474457055,37.71324603567478,17101.40666304348,7.2,233.5298064516129,62.04999923706055,"4,263.43",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-28,50.33000183105469,51.04999923706055,50.130001068115234,50.58000183105469,18748100,37.97975540161133,0.0,-0.0395190586352178,-0.0395176715577427,40.30462573823475,40.30462573823475,39.40582367986458,0.0,-242.03674419417567,-238.8169263347523,43.0559934706491,37.39903964092317,17103.99558695652,7.2,233.5326451612904,63.58000183105469,"4,290.96",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-29,50.59000015258789,51.18000030517578,50.45000076293945,50.70000076293945,13576000,38.069862365722656,0.0,0.2372458037577463,0.2372499853106058,40.20304558493874,40.20304558493874,39.22769550464566,0.0,-255.51155360905312,-246.6424084526202,42.78915499289252,37.22736264626764,17106.584510869565,7.2,233.5354838709677,62.29999923706055,"4,281.76",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-08-30,50.81999969482422,50.83000183105469,50.290000915527344,50.52999877929688,15863100,37.94219970703125,0.0,-0.3353096273853384,-0.3353378519339034,40.1047479380732,40.1047479380732,39.05629606496374,0.0,-258.216272440656,-251.92152341462824,42.46763673818413,37.10135320627388,17109.17343478261,7.2,233.5383225806452,62.95000076293945,"4,290.52",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-03,51.25,51.720001220703125,50.83000183105469,51.130001068115234,15277200,38.39272689819336,0.0,1.187417976079974,1.1874039845892748,40.03341372807821,40.03341372807821,38.96782017606103,0.0,-248.6711995855556,-254.13300854508825,42.10938466294711,37.08641535536344,17119.52913043478,7.2,233.5523333333333,62.95000076293945,"4,326.26",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-04,51.15999984741211,52.09999847412109,50.93000030517578,51.869998931884766,19923800,38.94838333129883,0.0,1.4472870101913449,1.4472960844352345,39.99001251220703,39.99001251220703,38.9652285967594,0.0,-306.34588352102,-271.07778518241054,41.78957719322966,37.13440313819123,17122.118054347826,7.2,233.5565,62.95000076293945,"4,326.74",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-05,52.02999877929688,52.52000045776367,51.90999984741211,52.11000061035156,13913200,39.12859344482422,0.0,0.4626984449757954,0.4626895858359736,39.95688100961539,39.95688100961539,38.987010576501376,0.0,-301.4086170407337,-285.47523338243644,41.46014532413383,37.22430139217477,17124.70697826087,7.2,233.5606666666667,64.01000213623047,"4,326.52",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-06,52.40999984741211,52.709999084472656,51.27999877929688,52.560001373291016,22339900,39.46649169921875,0.0,0.863559312355977,0.8635583971885019,39.938718442563655,39.938718442563655,39.0509413928637,0.0,-378.1386710242599,-328.63105719533786,41.19456632062097,37.31942942217688,17127.29590217391,7.2,233.56483333333333,64.33000183105469,"4,369.61",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-09,52.77999877929688,53.18999862670898,52.52000045776367,52.86000061035156,19936400,39.6917610168457,0.0,0.5707747892354398,0.5707862744521952,39.9298985345023,39.9298985345023,39.13638400939463,0.0,-341.11922808417273,-340.2221720497221,40.97864674832128,37.41070299838282,17135.062673913042,7.2,233.5773333333333,63.97999954223633,"4,378.42",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-10,53.83000183105469,53.93000030517578,53.29999923706055,53.66999816894531,20233200,40.29997253417969,0.0,1.5323449664038202,1.5323369428628997,39.94265970690497,39.94265970690497,39.29152914603264,0.0,-258.68501335646243,-325.9809708216317,40.914938506079686,37.44287513832949,17137.651597826087,7.2,233.5815,63.97999954223633,"4,402.92",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-11,53.369998931884766,53.7599983215332,53.060001373291016,53.2599983215332,16028600,39.99210357666016,0.0,-0.7639274481088809,-0.7639433432824694,39.94430783589681,39.94430783589681,39.38493907011631,0.0,-266.7868296546594,-288.8636903650982,40.75787821533397,37.52259434936329,17140.24052173913,7.2,233.58566666666667,63.97999954223633,"4,385.52",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-12,53.43000030517578,53.709999084472656,52.08000183105469,52.2400016784668,21976700,39.2262077331543,0.0,-1.915127065736344,-1.91511767326199,39.9211433164535,39.9211433164535,39.36377489185471,0.0600800250594208,-286.9419874777517,-270.8046101629579,40.52117047061449,37.61588397274488,17142.829445652173,7.2,233.58983333333333,64.9000015258789,"4,415.67",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-13,52.290000915527344,52.79999923706055,52.22999954223633,52.59000015258789,11942900,39.48902130126953,0.0,0.6699817436364386,0.6699948409570666,39.90763950347901,39.90763950347901,39.38047441311002,0.0583219389425645,-280.025839559824,-277.9182188974117,40.44082970973547,37.64366202000086,17145.418369565217,7.2,233.594,64.55000305175781,"4,448.16",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-16,53.45000076293945,53.4900016784668,52.97999954223633,53.13999938964844,17055300,39.90201187133789,0.0,1.045824748934665,1.045836428605229,39.907468969171696,39.907468969171696,39.45001274087374,0.0597046341361253,-269.15766448124623,-278.70849717294067,40.41953018773871,37.65369788538141,17153.185141304348,7.2,233.6065,64.80000305175781,"4,465.19",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-17,53.18999862670898,53.31999969482422,52.880001068115234,53.09000015258789,13207000,39.86446762084961,0.0,-0.0940896455303486,-0.0940911215437934,39.90620422363281,39.90620422363281,39.50527339153719,0.0594930864925081,-270.1456712714088,-273.1097251041596,40.5137351668601,37.654103501963135,17155.774065217392,7.2,233.61066666666667,65.02999877929688,"4,524.54",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-18,52.68999862670898,53.869998931884766,52.560001373291016,53.40999984741211,20844500,40.104740142822266,0.0,0.6027494705302283,0.6027235187432645,39.9118766784668,39.9118766784668,39.585202291708526,0.059220436456841,-279.81490331208,-273.0394130215783,40.63345332672216,37.6312488980093,17158.362989130434,7.2,233.6148333333333,66.94999694824219,"4,513.23",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-19,53.630001068115234,53.75,52.52999877929688,52.75,22452200,39.60916519165039,0.0,-1.2357233650958088,-1.2357016886458294,39.90346802605523,39.90346802605523,39.58839734503411,0.0602301552019292,-293.4296020557449,-281.1300588797446,40.67965986580103,37.66914231925756,17160.95191304348,7.2,233.619,66.48999786376953,"4,484.97",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-20,52.95000076293945,53.470001220703125,52.79999923706055,52.79999923706055,30792200,39.64670181274414,0.0,0.0947852835271101,0.0947675138118331,39.89652839866845,39.89652839866845,39.59617127406212,0.0598362549839703,-360.7517910627752,-311.3320988102,40.71659109798369,37.67651269229952,17163.540836956523,7.2,233.6231666666667,66.75,"4,452.07",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-23,52.08000183105469,52.380001068115234,51.38999938964844,51.459999084472656,28189500,38.64051818847656,0.0,-2.537879113542374,-2.53787472415713,39.86347549840024,39.86347549840024,39.46875086265071,0.0644302872675088,-409.64940388997394,-354.610265669498,40.703589458988574,37.62493799157295,17171.307608695653,7.2,233.63566666666668,66.48999786376953,"4,441.98",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-24,51.0099983215332,51.27000045776367,50.29999923706055,50.31999969482422,34906900,37.78450012207031,0.0,-2.2153117177035053,-2.215337957505792,39.8101684374687,39.8101684374687,39.24418409723999,0.0673260551637261,-344.77948849443504,-371.7268944823947,40.76463895805178,37.45275644294919,17173.896532608695,7.2,233.6398333333333,65.58000183105469,"4,417.25",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-25,50.220001220703125,51.900001525878906,50.060001373291016,51.70000076293945,39175500,38.82073593139648,0.0,2.7424504699613106,2.7424891317296973,39.78543262481689,39.78543262481689,39.18772434179419,0.0734286640973488,-290.42037581185554,-348.28308939875484,40.72834610370783,37.57164588542792,17176.48545652174,7.2,233.644,66.79000091552734,"4,439.98",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
2013-09-26,51.93000030517578,52.560001373291016,51.540000915527344,51.88999938964844,22298700,38.963409423828125,0.0,0.3675021738978046,0.3675187731726037,39.76538327845132,39.76538327845132,39.15781568606538,0.0736033343394205,-286.73372124313823,-307.31119518314296,40.6824269667351,37.71593042462232,17179.074380434784,7.2,233.64816666666667,66.79000091552734,"4,419.07",555.44,163.58,76.01,23917,0.011200000000000002,23917,12223,"3,329",15552,8365,444,7921,3020,4901,-0.0789,3762,3797,-0.0063,1.3,1.29,-0.0719,-6914,-1.84,0.38,0.2667,1.0,0.34979999999999994,0.20489999999999997,-0.2891,0.38130000000000003,9167,0.3833,1246,7921,0.3312
