date,open,high,low,close,volume,adjclose,dividends,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Gross Profit,"Selling, General & Admin",Other Operating Expenses,Operating Expenses,Operating Income,Pretax Income,Income Tax,Net Income,Preferred Dividends,Net Income Common,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2018-06-19,228.22000122070312,229.0399932861328,226.1600036621093,228.32000732421875,3326600,202.9029541015625,0.0,-1.326760911676217,-1.326764144851611,212.13421936035155,217.9678790283203,206.22824594872176,0.0568005060818485,-149.8376460457181,-135.8644147541921,211.84787773074763,200.1728391271625,20770.006747252748,3.88,251.1356,88.4800033569336,"5,882.01",1010.25,385.16,123.34,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-06-20,229.9199981689453,229.94000244140625,226.9600067138672,227.82000732421875,2678300,202.4586181640625,0.0,-0.2189908829540288,-0.2189893880389704,211.6392987060547,217.985959854126,205.7256289107672,0.0568101403184478,-196.3662061214712,-158.91566893621874,211.18613142743325,200.00444016680504,20772.40035164835,3.873333333333333,251.14213333333333,88.5999984741211,"5,844.11",1005.72,381.57,123.17,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-06-21,226.38999938964844,228.42999267578125,224.57000732421875,226.97999572753903,3094600,201.71212768554688,0.0,-0.3687172195917965,-0.3687126215149328,211.1937390136719,218.0359602355957,205.1904954140712,0.0524790105123982,-167.3345464416049,-171.17946620293137,210.4754111478024,199.82718894985385,20774.793956043955,3.866666666666666,251.14866666666663,88.08000183105469,"5,857.68",1005.95,379.35,122.92,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-06-22,227.77999877929688,230.5,225.5800018310547,226.0200042724609,2731800,200.8590240478516,0.0,-0.4229409961882591,-0.4229312572743393,210.61334014892577,218.07707382202148,204.61296589857525,0.0516831700123771,-173.57981995507254,-179.0935241727162,210.0571986662329,199.4235554231225,20777.18756043956,3.86,251.1552,88.5,"5,844.21",986.16,370.79,121.62,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-06-25,224.5,225.13999938964844,220.38999938964844,221.5399932861328,3817700,196.877685546875,0.0,-1.9821302989303515,-1.9821556536230407,210.01831268310548,218.11144119262696,203.5815951850152,0.0545666818173527,-131.79550823581334,-157.56995821083024,210.30739336016927,198.0499018668815,20784.368373626374,3.84,251.1748,87.33999633789062,"5,851.89",990.42,372.54,121.47,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-06-26,221.77999877929688,222.8000030517578,219.1199951171875,221.5800018310547,2692900,196.91326904296875,0.0,0.0180592877739194,0.018073910202121,209.38928344726563,218.1399562835693,202.69248503274235,0.054189276548861,-116.20473765024238,-140.5266886137094,210.7858441833039,197.15821557011404,20786.76197802198,3.833333333333333,251.18133333333333,87.45999908447266,"5,804.94",978.59,366.9,120.09,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-06-27,221.47999572753903,225.47000122070312,220.13999938964844,220.17999267578125,3104200,195.6690826416016,0.0,-0.6318301036665197,-0.6318448763834694,208.8106423950196,218.14530464172364,201.75603138059023,0.0538717043770426,-122.71539365039568,-123.5718798454838,211.3350507406917,195.81097434475743,20789.15558241758,3.826666666666666,251.18786666666668,86.69999694824219,"5,844.41",982.83,370.52,121.08,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-06-28,220.25,224.6600036621093,219.5800018310547,223.4199981689453,3072600,198.54844665527344,0.0,1.4715258429202516,1.4715477656456644,208.2830352783203,218.14352661132813,201.3283534172147,0.0566876821344752,-107.6480785184842,-115.52273660637408,211.45230918869348,195.47510322585728,20791.549186813187,3.82,251.1944,87.16999816894531,"5,854.79",981.44,370.67,120.94,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-06-29,224.3999938964844,225.1699981689453,220.4499969482422,220.57000732421875,3393700,196.0157165527344,0.0,-1.2756202972356356,-1.2756232270789147,207.7017626953125,218.12640007019044,200.620001835284,0.0574008224970205,-120.90150615661378,-117.08832610849788,211.77439366594004,194.4616262315209,20793.942791208792,3.813333333333333,251.20093333333327,87.45999908447266,"5,839.27",982.87,374.86,121.42,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-07-02,219.75,223.33999633789065,218.88999938964844,223.259994506836,1723200,198.40625,0.0,1.2195616327214998,1.219562129663454,207.2074417114258,218.11994956970216,200.3248349239128,0.0588462154978522,-105.91392589623706,-111.48783685711165,211.70868959122504,193.93813505477107,20800.024967391302,3.8,251.2284838709677,87.29000091552734,"5,821.23",979.32,369.92,120.67,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-07-03,224.4600067138672,224.63999938964844,219.9900054931641,220.3800048828125,1204400,195.8468475341797,0.0,-1.2899711972066965,-1.2899807671483687,206.7556246948242,218.10787635803223,199.72776993861504,0.0596472123553451,-135.54795209099265,-120.78779471461446,211.8859943026532,193.0534420376788,20801.31993478261,3.8,251.24296774193547,86.94999694824219,"5,900.50",985.25,375.24,121.34,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-07-05,221.5,222.13999938964844,219.77999877929688,220.7400054931641,2218200,196.1667633056641,0.0,0.1633544797056352,0.1633499724464693,206.3842364501953,218.08723556518555,199.2529690542216,0.0596715875888058,-159.34954303868307,-133.60380700863757,211.58814807975537,192.3301960364556,20803.909869565217,3.8,251.27193548387092,87.86000061035156,"5,920.54",993.46,380.14,121.96,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-07-06,220.5399932861328,223.1999969482422,219.8800048828125,221.7899932861328,1846400,197.09988403320312,0.0,0.4756671952702573,0.4756772818263144,206.08924865722656,218.0651861572265,198.9658910514192,0.0600764138924418,-170.50170139096173,-155.13306550687912,210.9375717560916,191.94457698658425,20805.20483695652,3.8,251.2864193548387,88.55000305175781,"5,916.13",1004.24,383.3,123.83,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-07-09,223.3600006103516,228.1999969482422,223.0,227.9900054931641,2743900,202.6096954345703,0.0,2.795442713699248,2.795441219254613,205.8892254638672,218.06681274414063,199.4517316358393,0.0669143987258909,-140.2265555486921,-156.69259999277892,210.29682581569924,192.1054401144765,20809.089739130435,3.8,251.32987096774195,89.16000366210938,"5,968.44",1005.88,384.23,123.58,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-07-10,228.0,228.8699951171875,225.8500061035156,226.8500061035156,2524800,201.5965881347656,0.0,-0.5000216510291811,-0.5000290324861822,205.67407623291007,218.0567713165283,199.73771250236285,0.066937103206406,-148.95271615630992,-153.22699103198792,209.3946750144337,192.36418576437487,20810.38470652173,3.8,251.34435483870968,89.5,"5,941.80",1003.26,381.55,123.18,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-07-11,225.759994506836,227.25,225.1999969482422,225.6600036621093,2527000,200.53909301757807,0.0,-0.5245767729286421,-0.524560027018206,205.4638125610352,218.04258674621585,199.84456323772488,0.0578489586759565,-158.06120075229376,-149.08015748576523,208.6267743690578,192.5126802818211,20811.679673913044,3.8,251.35883870967743,88.38999938964844,"5,941.91",1010.51,388.45,123.44,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
2018-07-12,227.63999938964844,227.8000030517578,225.7700042724609,227.22000122070312,2223100,201.92539978027344,0.0,0.6913044107406785,0.6912900331975669,205.31067443847647,218.0387230682373,200.12200811006468,0.0567519243464889,-146.12057465569154,-151.0448305214317,207.62008702385853,192.93195002448127,20812.974641304347,3.8,251.37332258064515,89.19999694824219,"5,959.78",1014.69,388.31,122.92,9636,0.2218,9636,5497,863,6360,3276,3276,711,2565,217,"2,348",0.4396,388,393,-0.0501,6.04,5.98,0.5139,7349,18.95,0.8,0.0667,1.0,0.34,0.2437,0.7626999999999999,0.217,3611,0.3747,335,3276,0.34
