date,open,high,low,close,volume,adjclose,dividends,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Gross Profit,"Selling, General & Admin",Other Operating Expenses,Operating Expenses,Operating Income,Pretax Income,Income Tax,Net Income,Preferred Dividends,Net Income Common,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2015-11-04,191.0,192.88999938964844,190.3099975585937,191.6499938964844,2174300,164.0147705078125,0.0,0.5034304068316953,0.503448892326408,156.95810516357423,165.9109102630615,160.38856555383393,0.08273985444931,-116.45604804117816,-92.31244039612233,165.5978364738711,151.49196607739844,18468.69204347826,5.09,237.9914,71.94999694824219,"5,351.66",752.3,229.73,93.9,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-05,192.5399932861328,193.27999877929688,191.0,192.0200042724609,2186300,164.33140563964844,0.0,0.1930656862824786,0.1930528152163324,157.0993716430664,165.96112594604492,160.91427756527588,0.0810201640613782,-110.8419675731183,-101.6236364145542,166.3047956853316,151.7221101374223,18469.67895652174,5.086666666666666,237.98286666666667,72.22000122070312,"5,294.68",752.6,231.25,94.59,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-06,196.0,199.47000122070312,195.8999938964844,199.1699981689453,4270800,170.45040893554688,0.0,3.723567199977307,3.72357509636132,157.28097259521485,166.0485053253174,162.1857617479787,0.0870634569057064,-45.6806975534613,-90.99290438925256,168.28710803564377,151.44969311181717,18470.66586956522,5.083333333333333,237.97433333333333,71.77999877929688,"5,250.81",742.68,228.79,93.5,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-09,199.0399932861328,199.8999938964844,196.32000732421875,196.759994506836,2604400,168.387939453125,0.0,-1.2100234394063158,-1.2100114604018164,157.43518768310548,166.12586906433106,163.0127187753315,0.0776964834742211,-54.85046005082266,-70.4577083924674,169.37247996643995,151.7789650408843,18473.626608695653,5.073333333333333,237.9487333333333,71.02999877929688,"5,266.42",747.97,226.64,93.96,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-10,196.5800018310547,198.22000122070312,195.27999877929688,197.8099975585937,2149900,169.28656005859375,0.0,0.533646615710448,0.5336609072996712,157.59282745361327,166.22438011169433,163.84923094643315,0.0768459049144522,-55.39816538206232,-51.97644099544874,170.47938818388815,152.1132311398423,18474.61352173913,5.069999999999999,237.9402,71.16999816894531,"5,264.33",743.39,226.33,93.77,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-11,198.2899932861328,198.92999267578125,196.72999572753903,197.38999938964844,1637500,168.92709350585938,0.0,-0.2123240352504996,-0.2123420504320905,157.854189453125,166.33567169189453,164.52627928769,0.0768649936828068,-100.21265640997316,-70.15376061428603,171.10211813477042,153.02068307372565,18475.60043478261,5.066666666666666,237.93166666666667,71.08999633789062,"5,184.64",736.35,224.32,92.28,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-12,196.19000244140625,196.19000244140625,192.259994506836,192.7700042724609,3166900,164.9732666015625,0.0,-2.340541634061011,-2.3405522596999684,157.9955679321289,166.41473510742188,164.58587759620633,0.0811308542773251,-126.79702037346397,-94.1359473884998,171.34288531065414,153.44829968690448,18476.587347826087,5.0633333333333335,237.9231333333333,70.20999908447266,"5,115.57",719.83,219.73,91.52,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-13,192.6300048828125,193.3800048828125,190.0599975585937,190.38999938964844,2484000,162.93649291992188,0.0,-1.234634450414085,-1.2346083238806038,158.08679718017578,166.49878601074218,164.3659596393684,0.0825396313454404,-140.022828742814,-122.34416850875034,171.37494825306703,153.86211534556577,18477.574260869565,5.06,237.9146,69.72000122070312,"5,186.77",727.21,222.79,92.61,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-16,189.9900054931641,192.1600036621093,188.009994506836,192.1600036621093,4626600,164.45123291015625,0.0,0.9296729230186428,0.9296505424225776,158.28842468261718,166.57735816955565,164.37732940880682,0.0806769639046594,-158.18479255041905,-141.66821388889898,171.5096073729668,154.27687639168164,18480.535,5.05,237.889,70.77999877929688,"5,159.61",729.87,222.57,92.44,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-17,192.6699981689453,193.0,190.32000732421875,190.57000732421875,1783800,163.09051513671875,0.0,-0.8274335489118934,-0.8274293535889155,158.36869842529296,166.62899726867676,164.2057541725284,0.081248024879422,-190.7544429512405,-162.98735474815783,171.5035813290927,154.7159407656339,18481.52191304348,5.046666666666667,237.88046666666665,70.86000061035156,"5,245.22",740.74,226.09,94.03,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-18,191.0500030517578,194.0500030517578,191.009994506836,193.6600036621093,2509200,165.73501586914062,0.0,1.6214494511896491,1.621492660198531,158.50528564453126,166.7000461578369,164.4096557320767,0.0820572154982152,-169.86579243929924,-172.93500931365293,170.92589028587705,156.48834006080264,18482.50882608696,5.043333333333333,237.8719333333333,71.5199966430664,"5,275.04",739.23,227.33,94.1,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-19,193.82000732421875,194.2100067138672,191.6699981689453,193.02999877929688,1835800,165.19578552246094,0.0,-0.3253149183616188,-0.3253569222242403,158.62715240478516,166.7599656677246,164.51447303746127,0.0817821378224675,-183.9951301741899,-181.5384551882432,170.644674370849,157.58000214282285,18483.495739130434,5.04,237.8634,71.55000305175781,"5,280.47",744.98,229.17,94.33,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-20,193.0,193.4900054931641,191.1100006103516,191.47000122070312,2932100,163.86074829101562,0.0,-0.8081632743402678,-0.8081545344652885,158.73327178955077,166.80193801879884,164.4273097379352,0.0814463446414687,-203.1055294825743,-185.65548403202115,170.39771401945168,158.3378801577944,18484.482652173912,5.036666666666666,237.85486666666665,71.83000183105469,"5,314.82",747.26,227.96,94.09,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-23,191.3000030517578,191.4900054931641,188.5200042724609,189.19000244140625,2671700,161.90953063964844,0.0,-1.1907864233357213,-1.1907779451255984,158.82313171386718,166.83928161621094,164.09160585816363,0.0825801583908286,-219.5161077124264,-202.2055891230635,170.2627499152464,158.65941347586687,18487.443391304347,5.026666666666666,237.82926666666663,71.38999938964844,"5,329.08",744.64,228.49,93.86,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-24,188.0200042724609,189.8000030517578,186.5599975585937,188.6699981689453,2679400,161.46449279785156,0.0,-0.2748582196472005,-0.2748682180960471,158.84401336669922,166.8644837188721,163.7413241167887,0.0826604109502165,-188.1222762367744,-203.5813044772584,170.0583625071481,159.06577537126986,18488.430304347825,5.023333333333333,237.8207333333333,71.70999908447266,"5,351.46",748.32,227.73,93.9,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-25,188.9900054931641,189.7700042724609,188.1499938964844,189.1499938964844,1495600,161.87525939941406,0.0,0.2544102041646567,0.2544005771453195,158.8527426147461,166.87864501953126,163.4925154878054,0.0820688401168422,-185.0430654847012,-197.560483144634,170.08595460018472,158.85246855655356,18489.417217391303,5.02,237.8122,71.69000244140625,"5,354.75",747.14,228.12,94.23,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-27,189.1600036621093,191.19000244140625,188.8500061035156,190.47000122070312,1092700,163.0049285888672,0.0,0.6978627368823265,0.697864018037353,158.92154846191406,166.88942817687987,163.42750390128032,0.0768304879640429,-176.57477838146983,-183.2467067009818,170.0785893867039,158.90947213673363,18491.39104347826,5.013333333333334,237.79513333333333,71.47000122070312,"5,304.32",740.72,228.44,93.93,6861,-0.1819,6861,4815,0,4815,2046,2046,620,1426,96,"1,330",-0.37939999999999996,449,459,-0.0226,2.95,2.9,-0.3654,834,1.86,0.65,0.1818,1.0,0.2982,0.1938,0.1216,0.303,2268,0.3306,222,2046,0.2982
2015-11-30,190.5,191.0800018310547,189.2400054931641,190.0200042724609,3415000,163.1766815185547,0.65,-0.2362560746354769,0.1053667095678445,159.08809967041014,166.9043756866455,163.3940609169169,0.076830396509752,-189.0325405832141,-183.550128149795,169.92635944756094,159.3330536994117,18494.351782608697,5.003333333333333,237.76953333333333,71.62000274658203,"5,348.64",748.88,230.87,94.99,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-01,191.22000122070312,193.1499938964844,190.009994506836,193.07000732421875,4140900,165.79580688476562,0.0,1.6050957705403324,1.6050855684996312,159.26578308105468,166.9280963897705,163.71429371263008,0.0782642381416463,-167.8593279715794,-177.8222156454211,170.00879674729845,159.5973143977211,18495.33869565217,5.0,237.761,72.05999755859375,"5,303.84",744.17,229.52,93.79,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-02,193.3000030517578,193.83999633789065,189.8000030517578,190.259994506836,1817200,163.38275146484375,0.0,-1.4554372563232998,-1.4554381472379752,159.45733673095702,166.94547256469727,163.6700880795919,0.0798632879301737,-240.6774074966092,-199.18975868380085,170.0066104326864,159.61845823186437,18496.325608695654,4.993548387096774,237.7574838709677,71.69000244140625,"5,242.93",735.37,226.5,92.36,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-03,190.6600036621093,191.6499938964844,184.72999572753903,185.1999969482422,3599000,159.03761291503906,0.0,-2.6595173471488542,-2.659484254517319,159.56729431152343,166.93925872802734,163.0524247243182,0.0779999622430829,-271.0163822547571,-226.5177059076485,170.3606304880366,158.76672241723682,18497.31252173913,4.987096774193549,237.75396774193547,71.01000213623047,"5,351.04",749.98,231.63,94.63,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-04,185.6100006103516,190.6199951171875,184.75,189.9900054931641,3517200,163.15093994140625,0.0,2.586397745060731,2.586386296281118,159.80230865478515,166.94344093322755,163.0655600865966,0.0792905489244006,-227.62690694402863,-246.4402322317983,170.3355041695654,158.6738021658838,18498.29943478261,4.980645161290322,237.7504516129032,72.06999969482422,"5,347.95",748.88,230.23,93.78,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-07,190.0,190.1199951171875,185.0,185.4900054931641,3499900,159.28665161132812,0.0,-2.368545644450704,-2.3685357445479283,159.91005859375,166.93338668823242,162.56170562322748,0.0825102156717902,-268.38939483197646,-255.67756134358737,169.51212062093177,158.3808099820956,18501.260173913044,4.961290322580645,237.73990322580644,71.5199966430664,"5,327.56",745.07,229.61,92.69,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-08,183.9199981689453,184.47000122070312,181.83999633789065,182.9199981689453,2663800,157.0796661376953,0.0,-1.385523342557382,-1.38554326511805,160.09022888183594,166.904203414917,161.83076702515652,0.0832548767763474,-200.1641829523573,-232.0601615761208,169.3312104436567,157.43089282782768,18502.24708695652,4.95483870967742,237.7363870967742,70.83999633789062,"5,270.22",736.84,226.19,91.65,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-09,182.0200042724609,184.8500061035156,179.8300018310547,180.7100067138672,3907500,155.18190002441406,0.0,-1.2081737793573355,-1.2081551737050944,160.25229858398438,166.86765029907227,160.94425142505753,0.0840038690863512,-171.4053785621514,-213.31965211549505,169.009934073733,156.34170319433338,18503.234,4.948387096774193,237.73287096774192,70.43000030517578,"5,270.79",739.86,226.73,91.7,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-10,180.9900054931641,183.92999267578125,180.3099975585937,182.1100006103516,2212300,156.38406372070312,0.0,0.7747185238618837,0.7746803564719462,160.40589141845703,166.83251701354982,160.3362263978103,0.0795408257110508,-167.35151536934234,-179.64035896128368,168.2592896235034,155.83804466604735,18504.22091304348,4.941935483870967,237.72935483870967,70.47000122070312,"5,191.66",724.53,222.19,89.82,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-11,179.67999267578125,180.1499938964844,175.47000122070312,176.55999755859375,3750100,151.61810302734375,0.0,-3.047610253778854,-3.0475999791585107,160.4254818725586,166.78379875183106,159.17380994841474,0.0845196119167631,-129.84161422581352,-156.1995027191024,168.98342331598573,153.77839461614315,18505.20782608696,4.935483870967742,237.72583870967745,69.12999725341797,"5,219.85",727.52,223.09,89.9,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-14,176.6699981689453,178.6300048828125,172.89999389648438,176.39999389648438,5102400,151.480712890625,0.0,-0.0906228275497578,-0.0906159185318222,160.42537963867187,166.72589149475098,158.14806367404276,0.0838383320773848,-102.28881809252044,-133.1606492292254,169.5569407836018,152.0592991455974,18508.16856521739,4.916129032258064,237.71529032258064,69.33000183105469,"5,276.24",730.43,223.76,91.84,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-15,178.97999572753906,183.27999877929688,178.85000610351562,182.009994506836,3398700,156.29820251464844,0.0,3.180272564886621,3.180266010169785,160.45846923828125,166.69428215026855,157.90141551945686,0.0894238682158951,-79.28266211186279,-103.80436481006556,169.19421443332828,151.60672245632014,18509.15547826087,4.909677419354838,237.7117741935484,69.94000244140625,"5,376.50",742.89,226.7,93.27,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-16,184.009994506836,186.8800048828125,181.67999267578125,186.2100067138672,3191700,159.90492248535156,0.0,2.3075722948134647,2.3075888990886417,160.5701968383789,166.6875080871582,158.16854978157616,0.0924602139477031,-62.05859549202666,-81.2100252321366,168.94471701384632,151.53766061066543,18510.142391304347,4.903225806451613,237.7082580645161,70.77999877929688,"5,304.02",731.17,223.25,91.95,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-17,186.8800048828125,187.88999938964844,182.6100006103516,182.6100006103516,2807900,156.81349182128906,0.0,-1.9333043197014896,-1.9332929943702613,160.58740417480467,166.6635341644287,157.9878753868712,0.0941359273237887,-76.82187296877414,-72.72104352422119,168.22321667779596,151.3670085419306,18511.129304347825,4.896774193548387,237.70474193548387,70.01000213623047,"5,211.07",721.25,218.95,89.82,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-18,181.1999969482422,181.8999938964844,175.38999938964844,175.49000549316406,6740800,150.6992950439453,0.0,-3.899017081972389,-3.89902469891541,160.5021826171875,166.62246490478515,157.01606467448107,0.1012821181355053,-106.02051702076186,-81.63366182718754,168.0200387302553,150.12053744161977,18512.116217391304,4.890322580645162,237.7012258064516,69.08999633789062,"5,249.21",725.86,221.08,90.58,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-21,177.5,178.14999389648438,175.8300018310547,177.75,2472900,152.63999938964844,0.0,1.2878194974607735,1.2877992197224186,160.48795349121093,166.58676315307616,156.43258930317006,0.0940102201069171,-96.75258903874013,-93.1983263427587,167.60025854369945,149.41824273803886,18515.07695652174,4.870967741935484,237.69067741935484,68.63999938964844,"5,304.29",731.47,222.55,91.29,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-22,178.89999389648438,180.69000244140625,177.0500030517578,180.0500030517578,2312800,154.61508178710938,0.0,1.2939538969101605,1.2939481167181466,160.49542510986328,166.58312728881836,156.1902549676953,0.0949782956807626,-97.51953125,-100.09754576983396,167.24643910301688,149.04261729346752,18516.06386956522,4.864516129032258,237.68716129032256,69.30999755859375,"5,354.06",735.56,224.39,92.42,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-23,180.6999969482422,183.0,180.4600067138672,182.9499969482422,2367900,157.1053924560547,0.0,1.61066028732626,1.610651845965605,160.54003662109375,166.5856941986084,156.31227329947657,0.0965185061304784,-89.1343135009274,-94.46881126322248,166.90162943866508,148.95151692363962,18517.050782608698,4.858064516129032,237.68364516129031,70.4000015258789,"5,337.30",735.3,224.18,92.39,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-24,182.2700042724609,183.1699981689453,182.0200042724609,182.47000122070312,1107600,156.69322204589844,0.0,-0.2623644359364796,-0.2623528089728322,160.60139556884766,166.5616714477539,156.36306646566618,0.0965186648236233,-94.11597387752208,-93.58993954281648,166.45989175786886,148.87505086908428,18518.037695652176,4.851612903225806,237.6801290322581,70.0,"5,331.13",736.1,224.26,92.26,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-28,181.7700042724609,181.92999267578125,179.83999633789062,181.6199951171875,1723300,155.96328735351562,0.0,-0.4658333412775661,-0.4658368006300928,160.55487274169923,166.53659217834473,156.3097625840461,0.0940782058230445,-112.9866600161851,-98.74564913154484,165.76515635252306,148.8656221508949,18521.98534782609,4.825806451612903,237.666064516129,70.08000183105469,"5,377.15",744.03,227.25,93.16,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-29,182.82000732421875,184.17999267578125,182.5,183.52999877929688,1848900,157.6034698486328,0.0,1.0516483390922815,1.051646527172423,160.53738800048828,166.5088311767578,156.48225688599098,0.0941866074535314,-102.04481949541167,-103.04915112970627,165.02775505973557,149.04570227669024,18522.972260869567,4.819354838709677,237.6625483870968,70.80000305175781,"5,348.08",738.61,225.53,92.41,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-30,183.27999877929688,183.52999877929688,181.83999633789065,182.009994506836,1514300,156.29820251464844,0.0,-0.8282048071546089,-0.8281970791873983,160.48421142578124,166.4801972961426,156.4577163031453,0.0938451316138,-110.7524035892242,-108.59462770027363,163.4080096251367,149.71568727427737,18523.959173913045,4.812903225806451,237.6590322580645,70.01000213623047,"5,292.54",732.32,222.36,91.55,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2015-12-31,181.1600036621093,182.88999938964844,180.02999877929688,180.22999572753903,1773900,154.76971435546875,0.0,-0.9779676023395688,-0.9779307340635812,160.4044030761719,166.43648193359374,156.23264937678843,0.0939686566133858,-120.94911872636492,-111.2487806036669,162.21153487685098,150.05085831162555,18524.946086956523,4.806451612903226,237.65551612903224,69.5999984741211,"5,214.94",719.2,219.15,89.76,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2016-01-04,175.7899932861328,177.19000244140625,173.75999450683594,177.13999938964844,3745500,152.1162109375,0.0,-1.7144739561342992,-1.7144849229832504,160.3709686279297,166.38948890686035,155.68379091821663,0.0933450644176565,-138.6509362419011,-123.45081951916336,161.95615393646477,149.6140990542579,18532.05725274725,4.809677419354839,237.6214193548387,68.5999984741211,"5,231.18",719.38,217.94,90.15,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
2016-01-05,176.7100067138672,177.5,172.9199981689453,174.08999633789062,4521600,149.4970245361328,0.0,-1.7218036932747371,-1.7218325287127525,160.21908264160157,166.3159666442871,154.85888873393878,0.0944665263960611,-156.46607697278696,-138.68871064701764,160.84884474113375,149.35601670906155,18534.09867032968,4.812903225806451,237.6112258064516,68.12000274658203,"5,182.13",714.08,214.94,88.87,7273,-0.054000000000000006,7273,6201,0,6201,1072,1072,307,765,191,574,-0.7175,442,452,-0.025,1.32,1.3,-0.7031999999999999,8795,19.9,0.65,0.0833,1.0,0.1474,0.0789,1.2093,0.2864,1357,0.1866,285,1072,0.1474
