date,open,high,low,close,volume,adjclose,dividends,splits,Open_Close_Diff,High_Low_Diff,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,sp500,nasdaq,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Research & Development,Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2013-08-14,46.32633590698242,46.52671813964844,46.1927490234375,46.34542083740234,8940383,33.6906623840332,0.0,0.0,0.0190849304199218,0.3339691162109375,0.2890833317786834,0.2890641740407984,33.61940661343661,33.61940661343661,33.582121935202515,0.0,0.0,0.0,0.0,0.0,17067.750652173912,7.2,233.4929032258065,66.4000015258789,1685.3900146484375,3669.27001953125,4374.62,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-15,46.06870269775391,46.14503860473633,45.65839767456055,45.77289962768555,11885892,33.274471282958984,0.0,0.0,-0.2958030700683594,0.4866409301757812,-1.235335011252614,-1.2353307166541816,33.59066200256348,33.59066200256348,33.541101848236714,0.0,0.0,0.0,0.0,0.0,17070.339576086957,7.2,233.49574193548384,65.18000030517578,1661.3199462890625,3606.1201171875,4351.1,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-16,45.60114669799805,45.8015251159668,45.30534362792969,45.51526641845703,13834019,33.08719253540039,0.0,0.0,-0.0858802795410156,0.4961814880371094,-0.5628509692942596,-0.5628301227268651,33.55193358201247,33.55193358201247,33.4805806065252,0.0,0.0,0.0,0.0,0.0,17072.9285,7.2,233.4985806451613,63.5,1655.8299560546875,3602.780029296875,4329.1,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-19,45.29580307006836,45.610687255859375,45.27671813964844,45.40076446533203,8780458,33.00395202636719,0.0,0.0,0.1049613952636718,0.3339691162109375,-0.2515682366270089,-0.251579244579736,33.51279204232352,33.51279204232352,33.4170301291708,0.0,-918.7051674509984,0.0,0.0,0.0,17080.69527173913,7.2,233.5070967741936,63.5,1646.06005859375,3589.090087890625,4343.56,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-20,45.46755599975586,46.16412353515625,45.38167953491211,45.38167953491211,14771560,32.99007034301758,0.0,0.0,-0.08587646484375,0.7824440002441406,-0.0420365838431968,-0.0420606700025527,33.477943929036456,33.477943929036456,33.3601021576837,0.0,-919.744311691872,0.0,0.0,0.0,17083.284195652173,7.2,233.50993548387092,63.5,1652.3499755859375,3613.590087890625,4313.36,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-21,45.38167953491211,45.83969497680664,45.13358688354492,45.286258697509766,11318400,32.92070770263672,0.0,0.0,-0.0954208374023437,0.7061080932617188,-0.210262904282632,-0.2102530842148953,33.443116664886475,33.443116664886475,33.3015162303441,0.0,-825.7481693933399,-888.0658828454034,0.0,0.0,17085.873119565218,7.2,233.5127741935484,63.0,1642.800048828125,3599.7900390625,4347.48,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-22,45.4484748840332,45.78244400024414,45.22900772094727,45.6202278137207,9044554,33.163482666015625,0.0,0.0,0.1717529296875,0.553436279296875,0.7374623689752946,0.7374536585659675,33.426667606129364,33.426667606129364,33.28311175510031,0.0,-809.3334502583097,-851.6086437811738,0.0,0.0,17088.46204347826,7.2,233.5156129032258,64.54000091552734,1656.9599609375,3638.7099609375,4370.13,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-23,45.78244400024414,45.78244400024414,45.27671813964844,45.54389190673828,9616762,33.10799026489258,0.0,0.0,-0.2385520935058593,0.5057258605957031,-0.1673290788772985,-0.1673298358978225,33.40896330939399,33.40896330939399,33.25976222307261,0.0,-813.0854523835931,-816.0556906784142,0.0,0.0,17091.050967391304,7.2,233.5184516129032,64.54000091552734,1663.5,3657.7900390625,4328.83,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-26,45.610687255859375,45.70610809326172,45.35305404663086,45.43893051147461,9662770,33.03168869018555,0.0,0.0,-0.1717567443847656,0.3530540466308594,-0.2304620682804237,-0.2304627194116948,33.38910675048828,33.38910675048828,33.22935241868767,0.0,-818.244423065515,-813.5544419024726,0.0,0.0,17098.817739130434,7.2,233.5269677419355,64.41999816894531,1656.780029296875,3657.570068359375,4277.09,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-27,45.15267181396485,45.343509674072266,44.78053283691406,44.95228958129883,11362835,32.67793273925781,0.0,0.0,-0.2003822326660156,0.5629768371582031,-1.0709779581033252,-1.0709593271047146,33.35354804992676,33.35354804992676,33.15582979476369,0.0,-660.6000033315011,-763.976626260203,34.005378647983925,32.70171745186959,17101.40666304348,7.2,233.5298064516129,62.04999923706055,1630.47998046875,3578.52001953125,4263.43,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-28,44.63740539550781,45.22900772094727,44.34160232543945,44.933204650878906,10283186,32.6640625,0.0,0.0,0.2957992553710937,0.8874053955078125,-0.0424559696462267,-0.0424452775776407,33.32071540469215,33.32071540469215,33.09026082212853,0.0,-514.2042944465815,-664.3495736145325,34.036027463201115,32.596154467340874,17103.99558695652,7.2,233.5326451612904,63.58000183105469,1634.9599609375,3593.35009765625,4290.96,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-29,44.81870269775391,45.22900772094727,44.64694595336914,44.9427490234375,10160779,32.67098617553711,0.0,0.0,0.1240463256835937,0.582061767578125,0.021241246051229,0.0211966148947695,33.291182257912375,33.291182257912375,33.03435753591634,0.0,-513.8994199826313,-562.9012392535712,34.01588270464278,32.513637711616994,17106.584510869565,7.2,233.5354838709677,62.29999923706055,1638.1700439453125,3620.300048828125,4281.76,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-08-30,44.933204650878906,45.30534362792969,44.86641311645508,45.1240463256836,8725962,32.80279541015625,0.0,0.0,0.1908416748046875,0.4389305114746094,0.4033961121326701,0.4034443096114337,33.26994804714037,33.26994804714037,33.003482585815,0.0,-508.095382873614,-512.0663657676089,33.974169372426054,32.46864450086496,17109.17343478261,7.2,233.5383225806452,62.95000076293945,1632.969970703125,3589.8701171875,4290.52,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-09-03,45.343509674072266,45.47710037231445,44.85686874389648,45.04771041870117,14894595,32.7473030090332,0.0,0.0,-0.2957992553710937,0.6202316284179688,-0.169169020064086,-0.1691697321194341,33.248171170552574,33.248171170552574,32.96932530891076,0.0,-530.6034234438694,-517.5327421000383,33.92669747495513,32.42455450868746,17119.52913043478,7.2,233.5523333333333,62.95000076293945,1639.77001953125,3612.610107421875,4326.26,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
2013-09-04,44.97137451171875,45.6870231628418,44.95228958129883,45.49618148803711,11596330,33.07331848144531,0.0,0.0,0.5248069763183594,0.7347335815429688,0.9955468661283052,0.9955490756664132,33.24117706298828,33.24117706298828,32.983191065248704,0.0,-618.2799840088077,-552.326263442097,33.874102857476565,32.424432680243164,17122.118054347826,7.2,233.5565,62.95000076293945,1653.0799560546875,3649.0400390625,4326.74,555.44,163.58,76.01,11320,-0.0355,4607,6713,2982,1835,565,5382,1331,201,-61,1191,410,781,-0.1399,2927,2963,-0.023700000000000002,0.27,0.27,-0.069,2597,0.89,0.44,0.0233,0.593,0.1176,0.069,0.22940000000000002,0.3442,3346,0.2956,1954,1392,0.12300000000000001
