date,open,high,low,close,volume,adjclose,dividends,splits,Open_Close_Diff,High_Low_Diff,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,sp500,nasdaq,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Research & Development,Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2016-05-06,51.35496139526367,51.49809265136719,50.6297721862793,51.14503860473633,11031562,40.66525650024414,0.0,0.0,-0.2099227905273437,0.8683204650878906,-0.9058951663615143,-0.9058985800372344,40.91902191162109,39.87648155212403,41.80368912104007,0.0504737514993903,-240.61787257874937,-288.9426948588601,43.65545457904221,40.88123784954665,18781.29315384616,4.816129032258065,239.66425806451613,69.26000213623047,2057.139892578125,4736.16015625,5512.68,736.9,211.08,89.51,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-09,51.11641311645508,51.84160232543945,51.05915832519531,51.62213516235352,8358219,41.04458999633789,0.0,0.0,0.5057220458984375,0.7824440002441406,0.9328305748370402,0.932819632138493,40.97818641662597,39.86705114364624,41.70247590441311,0.0509821290383328,-231.4579272583908,-242.19613097134985,43.70899933790668,40.75561743760601,18787.25810989011,4.825806451612904,239.7286129032258,69.5999984741211,2058.68994140625,4750.2099609375,5576.91,744.35,214.01,90.62,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-10,51.975189208984375,52.22328186035156,51.89885330200195,52.17557144165039,6797538,41.484622955322266,0.0,0.0,0.2003822326660156,0.3244285583496094,1.0720910275336282,1.0720851615855675,41.05261970520019,39.86226053237915,41.673428844534335,0.0512495515266945,-241.4136318092332,-237.8298105487912,43.71817521781709,40.69636869697784,18789.24642857143,4.829032258064516,239.75006451612904,70.36000061035156,2084.389892578125,4809.8798828125,5525.58,730.51,212.64,89.57,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-11,52.19465637207031,52.28053283691406,51.774810791015625,51.82251739501953,6888399,41.203914642333984,0.0,0.0,-0.3721389770507812,0.5057220458984375,-0.6766654142459916,-0.6766562957329914,41.09827407836914,39.85761890411377,41.61082695090762,0.0517527221678623,-248.82376931559,-240.56510946107133,43.71480171769343,40.57456023604192,18791.234747252747,4.832258064516129,239.77151612903225,69.70999908447266,2064.4599609375,4760.68994140625,5556.17,729.6,211.34,89.73,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-12,52.08969497680664,52.11832046508789,51.459922790527344,51.64122009277344,8640026,41.05977249145508,0.0,0.0,-0.4484748840332031,0.6583976745605469,-0.3498427157911821,-0.349826350554594,41.13322380065918,39.85029737472534,41.53735302298062,0.0515000176666623,-280.14968307924585,-256.7956947346897,43.663163835494,40.44942619136148,18793.223065934068,4.835483870967742,239.79296774193548,69.87000274658203,2064.110107421875,4737.330078125,5494.56,722.15,210.94,88.66,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-13,51.62213516235352,52.01335906982422,51.364505767822266,51.41221237182617,7467210,40.877685546875,0.0,0.0,-0.2099227905273437,0.6488533020019531,-0.4434591602131998,-0.4434679822397314,41.16708877563477,39.83829507827759,41.44939735949987,0.049607925600341,-287.0839505035997,-272.0191342994785,43.63880970700419,40.30231883303487,18795.211384615384,4.838709677419355,239.81441935483872,69.04000091552734,2046.6099853515625,4717.68017578125,5522.88,727.23,214.16,89.23,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-16,51.3072509765625,52.261451721191406,51.13549423217773,52.14694595336914,6968257,41.46187210083008,0.0,0.0,0.8396949768066406,1.125957489013672,1.4291032181793506,1.4291086839669065,41.2129386138916,39.829287643432615,41.4510606583439,0.0499599371679199,-269.88654548231364,-279.0400596883864,43.52638337523,40.27363035768016,18801.17634065934,4.848387096774194,239.8787741935484,70.12999725341797,2066.659912109375,4775.4599609375,5437.99,718.49,211.8,88.51,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-17,51.91793823242188,52.07061004638672,51.50763320922852,51.832061767578125,12360112,41.21150207519531,0.0,0.0,-0.08587646484375,0.5629768371582031,-0.6038401291469486,-0.6038560560552964,41.24535736083985,39.8174019241333,41.41911951392409,0.0502560521148328,-311.3676404749444,-289.4460454869526,43.34730451189514,40.260003303656624,18803.16465934066,4.851612903225806,239.9002258064516,69.20999908447266,2047.2099609375,4715.72998046875,5396.11,714.46,213.06,89.9,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-18,51.89885330200195,52.433204650878906,51.68893051147461,52.16603088378906,7745978,41.4770393371582,0.0,0.0,0.2671775817871094,0.7442741394042969,0.6443292140461132,0.6443280360865833,41.285944900512696,39.80651119232178,41.42684215702197,0.0433600699172994,-371.785717606151,-317.6799678544697,43.186520494722814,40.27587841579965,18805.15297802198,4.854838709677419,239.92167741935484,69.3499984741211,2047.6300048828125,4739.1201171875,5405.3,715.86,212.02,89.06,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-19,51.67938995361328,52.46183013916016,51.60305404663086,52.08015441894531,9153127,41.40876007080078,0.0,0.0,0.4007644653320312,0.8587760925292969,-0.1646214277545077,-0.1646194314941174,41.32652076721192,39.796572799682615,41.42443121219248,0.0432483801605437,-404.3358624888764,-362.4964068566572,42.9987625309482,40.310383205746135,18807.141296703296,4.858064516129033,239.94312903225807,69.06999969482422,2040.0400390625,4712.52978515625,5401.85,720.37,214.97,89.7,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-20,52.31870269775391,52.99618148803711,52.12786483764648,52.58587646484375,9047489,41.810848236083984,0.0,0.0,0.2671737670898437,0.868316650390625,0.971045596044684,0.9710219880907144,41.36490966796875,39.78716630935669,41.47595348204468,0.0444232558488515,-372.6711158397008,-382.9308986449094,42.77062418259715,40.414855553730966,18809.129615384616,4.861290322580645,239.96458064516128,69.45999908447266,2052.320068359375,4769.56005859375,5402.29,716.58,214.91,89.58,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-23,52.48091506958008,52.700382232666016,52.270992279052734,52.404579162597656,5837674,41.66672134399414,0.0,0.0,-0.0763359069824218,0.4293899536132812,-0.3447642493271008,-0.3447117151894052,41.39100852966308,39.77951578140259,41.50138919697128,0.0442001060393465,-378.7616468388303,-385.2562083891358,42.61191023222265,40.4749412692422,18815.09457142857,4.870967741935484,240.02893548387092,69.41999816894531,2048.0400390625,4765.77978515625,5473.26,724.5,219.4,91.02,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-24,52.700382232666016,53.33015441894531,52.65267181396485,53.05343627929688,6614138,42.1826171875,0.0,0.0,0.3530540466308594,0.6774826049804688,1.2381687384340756,1.238148399646577,41.42924606323242,39.77614509582519,41.59221959570844,0.0456342336285961,-312.8133083011602,-354.74869032656375,42.540237404810746,40.51323282529179,18817.08289010989,4.874193548387097,240.0503870967742,70.19999694824219,2076.06005859375,4861.06005859375,5484.97,727.45,221.42,91.79,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-25,53.25381851196289,54.07442855834961,53.21564865112305,53.97900772094727,10052626,42.91852951049805,0.0,0.0,0.725189208984375,0.8587799072265625,1.7446022473978309,1.744586685380245,41.49221633911133,39.774827518463134,41.76906091768039,0.0475783043058441,-223.86101378079195,-305.14532297359415,42.60157695296106,40.4716186952323,18819.071208791207,4.87741935483871,240.07183870967745,70.87999725341797,2090.5400390625,4894.89013671875,5492.08,728.71,221.97,91.36,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-26,53.88358688354492,54.12213516235352,53.75954055786133,53.8072509765625,5995084,42.78196716308594,0.0,0.0,-0.0763359069824218,0.3625946044921875,-0.3181917408943246,-0.3181897165854819,41.5597388458252,39.77522987365722,41.90411508373447,0.0469016428688816,-270.2335538974844,-268.96929199314553,42.71841002489664,40.404099359258645,18821.059527472527,4.880645161290323,240.09329032258063,70.72000122070312,2090.10009765625,4901.77001953125,5509.03,732.57,223.2,92.01,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-27,53.91221237182617,54.23664093017578,53.654579162597656,53.89313125610352,7869222,42.85026550292969,0.0,0.0,-0.0190811157226562,0.582061767578125,0.1596072610704935,0.1596428223681112,41.63484840393066,39.774125480651854,42.0302684729605,0.0465775848830825,-267.1666172579516,-253.753728312076,42.91656027354834,40.33037385425928,18823.047846153848,4.883870967741935,240.11474193548383,70.83000183105469,2099.06005859375,4933.5,5485.7,732.45,223.8,91.74,9312,-0.012,3572,5740,2318,1659,91,4068,1672,172,-119,1619,494,1125,0.1805,2774,2795,-0.024399999999999998,0.41,0.4,0.2121,1894,0.68,0.46,0.0222,0.6164000000000001,0.1796,0.1208,0.2034,0.30510000000000004,3352,0.36,1561,1791,0.1923
2016-05-31,53.90267181396485,54.12213516235352,53.511451721191406,53.683204650878906,9922988,42.68334579467773,0.0,0.0,-0.2194671630859375,0.6106834411621094,-0.3895238601502426,-0.3895418296545716,41.69569465637207,39.76952501296997,42.117345449189465,0.0462770421754465,-272.54913296930795,-269.98310137491467,43.03096273883139,40.28880464092936,18831.00112087912,4.896774193548388,240.2005483870968,70.68000030517578,2096.949951171875,4948.0498046875,5505.63,734.54,223.3,91.99,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-01,53.625953674316406,53.931297302246094,53.38740539550781,53.75,7012168,42.73645782470703,0.0,0.0,0.1240463256835937,0.5438919067382812,0.1244250404861091,0.1244326775243553,41.74925765991211,39.76445081710816,42.19989376592514,0.0458418683307731,-270.83647519456986,-270.1840751406098,43.16020646808982,40.25439695598245,18832.98943956044,4.9,240.222,70.79000091552734,2099.330078125,4952.25,5519.3,738.55,222.98,92.21,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-02,53.85496139526367,54.2557258605957,53.77862548828125,54.21755599975586,7645684,43.10820388793945,0.0,0.0,0.3625946044921875,0.4771003723144531,0.8698716274527563,0.8698569843041737,41.80676559448242,39.75927627563477,42.32100178219372,0.0464339281881871,-257.2658475456935,-266.88381856985706,43.36354207372239,40.20355616236159,18834.97775824176,4.896666666666667,240.21796666666668,70.86000061035156,2105.260009765625,4971.35986328125,5530.86,735.23,222.11,91.11,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-03,54.23664093017578,54.35114669799805,53.70228958129883,54.04580307006836,5697871,42.97163772583008,0.0,0.0,-0.1908378601074218,0.6488571166992188,-0.3167847139555202,-0.3167985436470122,41.86078353881836,39.75360368728638,42.40775324134523,0.0465533666292906,-253.8786947010786,-260.660339147114,43.50410893089571,40.25645205848417,18836.96607692308,4.8933333333333335,240.21393333333333,71.16000366210938,2099.1298828125,4942.52001953125,5542.05,735.86,222.8,91.57,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-06,54.064884185791016,54.74236679077149,54.05534362792969,54.5515251159668,7235392,43.37374877929688,0.0,0.0,0.4866409301757812,0.6870231628417969,0.9357286175261104,0.9357592001318692,41.92299530029297,39.74994165420532,42.536552646405454,0.0474236697809222,-251.45453945087425,-254.19969389921545,43.664453082895065,40.36695713439009,18842.93103296704,4.883333333333334,240.20183333333333,71.36000061035156,2109.409912109375,4968.7099609375,5554.52,736.98,223.36,91.37,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-07,54.58015441894531,54.80915832519531,54.3129768371582,54.38931274414063,6552515,43.24478530883789,0.0,0.0,-0.1908416748046875,0.4961814880371094,-0.2973562544426378,-0.297330699071463,41.98626953125,39.75565217971802,42.63098366806312,0.0465430799110354,-260.6985927960964,-255.3439423160164,43.79511675574087,40.45631299279429,18844.91935164835,4.88,240.1978,71.68000030517578,2112.1298828125,4961.75,5580.22,738.28,224.03,91.66,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-08,54.360687255859375,55.21946716308594,54.360687255859375,54.98091506958008,8164025,43.715145111083984,0.0,0.0,0.6202278137207031,0.8587799072265625,1.0877179644142254,1.0876682561538065,42.05151580810547,39.76807636260986,42.77553852713257,0.0475058117941657,-218.1141556990826,-243.4224293153511,44.02045603970432,40.45402592440701,18846.90767032967,4.876666666666667,240.19376666666668,72.02999877929688,2119.1201171875,4974.64013671875,5598.2,736.53,223.87,91.04,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-09,54.875953674316406,55.171756744384766,54.32251739501953,54.56106948852539,9670630,43.38133239746094,0.0,0.0,-0.3148841857910156,0.8492393493652344,-0.7636205772918792,-0.7636088425985954,42.11160316467285,39.78541118621826,42.85631104317636,0.0480893764667307,-282.9125974001937,-253.9084486317909,44.12957037638037,40.562653363243655,18848.895989010987,4.873333333333334,240.1897333333333,71.41999816894531,2115.47998046875,4958.6201171875,5564.87,730.53,221.43,89.93,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-10,54.21755599975586,54.46564865112305,53.97900772094727,54.20801544189453,9989222,43.100624084472656,0.0,0.0,-0.0095405578613281,0.4866409301757812,-0.6470805098589771,-0.6470716722493108,42.17078048706055,39.81176645278931,42.8888861153492,0.0473846055392426,-311.0207329301032,-270.6824953431265,44.15355183094364,40.74275706798214,18850.884307692308,4.87,240.1857,70.19000244140625,2096.070068359375,4894.5498046875,5504.59,725.01,219.25,89.14,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-13,53.60686874389648,54.08396911621094,53.520992279052734,53.540077209472656,6502630,42.91704559326172,0.438931,0.0,-0.0667915344238281,0.5629768371582031,-1.2321761403308318,-0.4259300070716953,42.21429878234864,39.82519037246704,42.8926407124042,0.0444186753911827,-379.2910963484774,-324.4081422262581,44.09661886200245,41.003626041562015,18856.849263736265,4.86,240.1736,69.73999786376953,2079.06005859375,4848.43994140625,5505.32,723.01,219.41,87.99,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-14,53.21564865112305,53.73091506958008,53.07251739501953,53.67366409301758,9006722,43.02412414550781,0.0,0.0,0.4580154418945312,0.6583976745605469,0.2495082011597871,0.2495012197738733,42.24933708190918,39.8371905708313,42.910171836818016,0.0438004153118799,-468.03112951084734,-386.114319596476,44.0992676418813,41.157202466150935,18858.837582417586,4.8566666666666665,240.16956666666667,69.19000244140625,2075.320068359375,4843.5498046875,5510.06,723.62,218.97,88.07,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-15,53.82633590698242,53.931297302246094,53.38740539550781,53.520992279052734,8015942,42.9017448425293,0.0,0.0,-0.3053436279296875,0.5438919067382812,-0.2844445531057116,-0.2844434498297521,42.28435592651367,39.84702632904053,42.90904823757952,0.0436850880310109,-473.7312769851282,-440.3511676148177,44.0269232916676,41.39857109309803,18860.825901098902,4.8533333333333335,240.1655333333333,69.37000274658203,2071.5,4834.93017578125,5537.46,725.24,219.34,88.31,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-16,54.3797721862793,55.02862548828125,53.55915832519531,54.86641311645508,23110706,43.98022079467773,0.0,0.0,0.4866409301757812,1.4694671630859375,2.51381893367646,2.513827715182626,42.31985282897949,39.86787311553955,43.051871245192615,0.0494946275567092,-423.4983386933424,-455.086915063106,44.13322162643424,41.54259090408334,18862.81421978022,4.85,240.1615,69.47000122070312,2077.989990234375,4844.919921875,5529.42,722.77,217.43,88.17,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-17,54.799617767333984,54.799617767333984,53.14885330200195,53.33015441894531,18323651,42.74877548217773,0.0,0.0,-1.469463348388672,1.6507644653320312,-2.7999984147843326,-2.7999980224042487,42.33390731811524,39.88744197845459,43.01145847679063,0.0559761768884845,-480.8562392281587,-459.3619516355431,44.01424086527413,41.795573206381135,18864.80253846154,4.846666666666667,240.15746666666664,69.63999938964844,2071.219970703125,4800.33984375,5569.94,726.94,218.66,88.7,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-20,53.75954055786133,54.00763320922852,53.549617767333984,53.56870269775391,9116238,42.93999481201172,0.0,0.0,-0.1908378601074218,0.4580154418945312,0.4473046842029315,0.4473094905693919,42.35269638061524,39.90630350112915,43.00192998815344,0.0549840337638256,-471.9496810646577,-458.7680863287196,43.94394638045655,41.97878234879151,18870.767494505493,4.836666666666667,240.14536666666663,70.6500015258789,2083.25,4837.2099609375,5578.32,726.74,220.18,89.09,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-21,53.950382232666016,54.07442855834961,53.66412353515625,53.67366409301758,6710344,43.02412414550781,0.0,0.0,-0.2767181396484375,0.4103050231933594,0.1959379077292267,0.1959230173743664,42.3778719329834,39.92680551528931,43.00488920913403,0.0544403882422561,-468.03112951084734,-473.6123499345546,43.799973228356045,42.25849578104337,18872.755813186814,4.833333333333333,240.1413333333333,70.87999725341797,2088.89990234375,4843.759765625,5560.93,726.39,219.21,88.94,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-22,53.56870269775391,54.64694595336914,53.53053283691406,54.42748260498047,13076420,43.62838363647461,0.0,0.0,0.8587799072265625,1.116413116455078,1.4044476461612776,1.4044666869293732,42.41073257446289,39.954247093200685,43.0880217994461,0.0551125705090785,-439.88610721202537,-459.95563926251015,43.806301721144536,42.39674393315234,18874.74413186813,4.83,240.1373,69.94999694824219,2085.449951171875,4833.31982421875,5610.55,733.16,222.69,90.74,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-23,54.84732818603516,55.03816986083984,54.4942741394043,55.03816986083984,7302883,44.117897033691406,0.0,0.0,0.1908416748046875,0.5438957214355469,1.122020028542514,1.1220067222649677,42.44397583007813,39.98007013320923,43.22533849734548,0.055179084927375,-417.08569499475846,-441.6676439058771,43.99335581473156,42.32962659188465,18876.73245054945,4.826666666666666,240.13326666666663,71.45999908447266,2113.320068359375,4910.0400390625,5428.02,710.3,213.06,86.27,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-24,53.47328186035156,54.45610809326172,53.21564865112305,53.32061004638672,18087013,42.74113464355469,0.0,0.0,-0.1526718139648437,1.240459442138672,-3.120670288993721,-3.1206437357730987,42.44224868774414,40.00181865692139,43.16077798350671,0.064393774242486,-481.21213198059735,-446.06131139579367,43.99542637772072,42.32347277694237,18878.720769230767,4.823333333333333,240.12923333333333,67.47000122070312,2037.4100341796875,4707.97998046875,5368.79,698.15,207.73,83.93,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
2016-06-27,52.9484748840332,53.1297721862793,52.57633590698242,52.77671813964844,13721778,42.30514907836914,0.0,0.0,-0.1717567443847656,0.553436279296875,-1.020040667698885,-1.0200608121930022,42.43650566101074,40.018467063903806,43.046694129488365,0.0651880206965236,-388.5991966874543,-428.9656745542701,44.04282670036694,42.2215608118401,18884.685725274725,4.8133333333333335,240.11713333333333,65.95999908447266,2000.5400390625,4594.43994140625,5433.74,709.18,211.87,85.92,9844,0.006,3578,6266,2458,2151,134,4743,1523,171,-148,1500,295,1205,0.754,2768,2789,-0.021400000000000002,0.44,0.43,0.7917000000000001,1225,0.44,0.46,0.0222,0.6365,0.1547,0.12240000000000001,0.1244,0.1967,3221,0.3272,1550,1671,0.1697
