,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2022-02-07,169.93702697753906,209.42713928222656,183.22018432617188,211.9199981689453,192.24256896972656,216.97000122070312,52.2059326171875,128.67686462402344,347.6678466796875,339.1429138183594,184.5052032470703,124.56854248046875,161.771728515625,144.95504760742188,58.00004959106445,248.53111267089844,145.7998809814453,73.64737701416016,295.5357360839844,141.76475524902344,153.3871307373047,164.87945556640625,470.500244140625,223.67831420898438,47.375125885009766,43.77058410644531,134.28121948242188
2022-02-08,173.0752410888672,225.80430603027344,189.19845581054688,213.27000427246094,193.85887145996094,217.42999267578125,52.366798400878906,126.71722412109375,349.5093994140625,343.0245056152344,186.49900817871094,124.36885070800781,162.197265625,147.68235778808594,58.376678466796875,248.75106811523438,146.92164611816406,73.0113296508789,299.0807800292969,140.1921844482422,153.04269409179688,166.0054168701172,479.94525146484375,224.4463653564453,47.214229583740234,44.39472579956055,134.3104248046875
2022-02-09,174.5106658935547,222.22532653808594,191.5390625,215.86000061035156,195.87924194335938,222.0399932861328,53.26576232910156,127.97102355957031,353.69293212890625,345.8052673339844,188.4736785888672,125.06774139404297,162.17837524414062,148.2979278564453,57.472782135009766,248.54063415527344,148.03433227539062,72.65058135986328,305.61114501953125,142.85870361328125,152.69825744628906,166.2267608642578,484.5072326660156,227.33140563964844,47.82206726074219,44.57305908203125,134.01841735839844
2022-02-10,170.39242553710938,214.38340759277344,190.67108154296875,218.75,195.36932373046875,217.6699981689453,51.92205047607422,126.34573364257812,349.9532470703125,336.9980773925781,183.80543518066406,122.6518325805664,160.2207489013672,147.68235778808594,57.79290771484375,245.68089294433594,144.50625610351562,72.67906951904297,296.9400329589844,141.45220947265625,150.3733367919922,165.9380340576172,473.4378356933594,222.49375915527344,47.410888671875,43.88649368286133,132.4513702392578
2022-02-11,166.94735717773438,213.80252075195312,187.0626678466797,212.3000030517578,193.60873413085938,207.89999389648438,51.00416946411133,128.91835021972656,342.86102294921875,332.4425964355469,179.24266052246094,121.8893814086914,158.60362243652344,145.75997924804688,56.76660919189453,244.04537963867188,144.32533264160156,72.75501251220703,289.7320861816406,136.92007446289062,149.53140258789062,165.29327392578125,465.082275390625,221.60614013671875,47.66116714477539,43.42284393310547,131.72137451171875
2022-02-14,167.1849365234375,211.92205810546875,187.5893096923828,210.0399932861328,192.30990600585938,206.39999389648438,50.32284927368164,126.93082427978516,340.19793701171875,333.64794921875,178.955078125,119.55611419677734,156.6082000732422,144.4058074951172,57.13381576538086,242.35247802734375,142.9412384033203,72.59362030029297,289.6927795410156,138.29730224609375,149.96194458007812,164.34054565429688,461.4540100097656,222.24717712402344,47.61647033691406,42.22804641723633,130.37815856933594
2022-02-15,171.0557098388672,211.61024475097656,193.0799560546875,217.72999572753906,195.69644165039062,214.25,51.354286193847656,126.0017318725586,343.6921081542969,335.2613220214844,181.6774139404297,119.36323547363281,158.22532653808594,146.517578125,57.350372314453125,242.75416564941406,142.3351593017578,73.8656997680664,295.06439208984375,142.1945037841797,150.03846740722656,165.13931274414062,465.1794738769531,224.69317626953125,47.696922302246094,43.066184997558594,130.78695678710938
2022-02-16,170.81813049316406,210.40072631835938,193.47007751464844,218.92999267578125,195.91769409179688,211.74000549316406,51.335357666015625,126.0392837524414,340.0185241699219,332.2528076171875,181.22686767578125,118.66508483886719,158.13076782226562,146.78269958496094,57.34096145629883,242.06553649902344,140.7882080078125,73.30561065673828,294.719970703125,143.08335876464844,151.177001953125,165.78408813476562,466.9497985839844,225.67945861816406,47.7326774597168,42.69169616699219,129.9693603515625
2022-02-17,167.1849365234375,209.47467041015625,190.8661651611328,213.5800018310547,187.355224609375,200.02999877929688,52.773704528808594,125.39170837402344,329.63995361328125,330.21234130859375,176.94207763671875,114.79776763916016,157.1661376953125,143.4019775390625,58.48965835571289,239.99961853027344,135.7646484375,72.48921966552734,286.08990478515625,139.4791717529297,152.90875244140625,164.16734313964844,457.50482177734375,221.5272216796875,47.893577575683594,42.158531188964844,135.1767120361328
2022-02-18,165.62083435058594,208.6147918701172,190.05667114257812,209.02999877929688,184.67100524902344,196.83999633789062,54.13633346557617,125.21339416503906,326.7879638671875,329.1968688964844,174.583984375,114.22823333740234,155.48150634765625,144.07432556152344,58.8851203918457,239.6840057373047,134.83297729492188,72.49870300292969,283.3345947265625,139.6256866455078,152.98529052734375,164.20582580566406,455.04388427734375,219.6335906982422,48.117042541503906,41.978397369384766,134.3104248046875
2022-02-21,162.67074584960938,209.2195587158203,187.67709350585938,198.74000549316406,183.95907592773438,195.1300048828125,53.27522277832031,124.25614166259766,325.116455078125,300.06103515625,174.99618530273438,113.83322143554688,153.36859130859375,143.81866455078125,58.64030838012695,241.69252014160156,134.03836059570312,72.09998321533203,283.1279602050781,134.9763641357422,151.10047912597656,164.63890075683594,449.8885192871094,218.2823944091797,48.17961120605469,41.2398796081543,132.8114776611328
2022-02-22,162.67074584960938,209.2195587158203,187.67709350585938,198.74000549316406,183.95907592773438,195.1300048828125,53.27522277832031,124.25614166259766,325.116455078125,300.06103515625,174.99618530273438,113.83322143554688,153.36859130859375,143.81866455078125,58.64030838012695,241.69252014160156,134.03836059570312,72.09998321533203,283.1279602050781,134.9763641357422,151.10047912597656,164.63890075683594,449.8885192871094,218.2823944091797,48.17961120605469,41.2398796081543,132.8114776611328
2022-02-23,158.46337890625,208.83209228515625,184.27346801757812,196.4199981689453,179.5912322998047,190.5399932861328,51.51515579223633,127.2123794555664,322.2077941894531,292.734375,171.5453643798828,112.13381958007812,153.44471740722656,140.80722045898438,57.99063491821289,236.99639892578125,131.8736572265625,71.99556732177734,275.796875,133.6479949951172,149.21566772460938,163.7342529296875,447.07733154296875,212.98606872558594,47.741607666015625,40.94266891479492,131.44882202148438
2022-02-24,161.10658264160156,207.19737243652344,183.68832397460938,198.42999267578125,177.68630981445312,204.2899932861328,51.789573669433594,126.55543518066406,321.26348876953125,297.28033447265625,175.74771118164062,112.04196166992188,150.5132598876953,136.88673400878906,56.97374725341797,234.35662841796875,131.25253295898438,69.7836685180664,289.8883361816406,133.98008728027344,145.19728088378906,160.2313232421875,443.44915771484375,214.31756591796875,47.008644104003906,40.77156066894531,130.94268798828125
2022-02-25,163.19540405273438,214.53012084960938,188.9156494140625,201.47999572753906,179.96644592285156,208.08999633789062,53.02919006347656,131.7453155517578,330.6409606933594,300.5166015625,181.74282836914062,114.07207489013672,157.99420166015625,140.1254119873047,59.17699432373047,238.58407592773438,137.47262573242188,72.45124053955078,292.5649108886719,135.5721893310547,151.39706420898438,166.91001892089844,462.7671813964844,216.260498046875,48.37626266479492,41.60913848876953,132.7433624267578
2022-02-28,163.4626922607422,214.0103759765625,189.72511291503906,205.33999633789062,180.46670532226562,210.52999877929688,52.773704528808594,135.1426239013672,322.3022155761719,299.7383728027344,182.8898162841797,112.53800201416016,156.63316345214844,134.28250122070312,58.602657318115234,235.41029357910156,135.7737579345703,72.69805908203125,294.02130126953125,133.37451171875,149.14869689941406,165.3606414794922,462.8838806152344,213.1537322998047,47.97401809692383,41.51007080078125,131.55587768554688
2022-03-01,161.5619659423828,212.81031799316406,173.65296936035156,194.91000366210938,175.89683532714844,208.88999938964844,51.685482025146484,140.5107879638672,311.7674560546875,303.93316650390625,176.96218872070312,111.47242736816406,156.09063720703125,129.2161407470703,58.34843063354492,230.46682739257812,132.2115936279297,72.47023010253906,290.24261474609375,129.1452178955078,146.68026733398438,161.50161743164062,463.2535095214844,206.1018524169922,47.92039108276367,40.53738784790039,132.36375427246094
2022-03-02,164.88824462890625,216.0041961669922,175.84730529785156,197.80999755859375,185.3059844970703,210.38999938964844,53.13328170776367,144.658935546875,319.5379638671875,310.6904296875,179.69947814941406,113.77811431884766,158.03225708007812,131.8961181640625,58.78154373168945,231.7267303466797,134.46766662597656,72.78349304199219,295.3989562988281,132.5247344970703,147.13951110839844,167.1409912109375,472.1343994140625,205.61862182617188,48.394142150878906,41.564109802246094,132.5292510986328
2022-03-03,164.56155395507812,219.83120727539062,175.4376983642578,188.85000610351562,187.46102905273438,204.75,53.057579040527344,146.61099243164062,316.7261047363281,307.833740234375,180.7404327392578,115.67963409423828,160.35458374023438,130.95858764648438,58.819210052490234,227.6007843017578,135.4541015625,73.23918151855469,291.19708251953125,130.85450744628906,147.6848602294922,167.0640106201172,473.31134033203125,204.38577270507812,48.858951568603516,42.07746505737305,135.57574462890625
2022-03-04,161.53225708007812,220.0863800048828,168.66944885253906,180.83999633789062,188.24032592773438,203.00999450683594,53.47393798828125,148.89151000976562,313.1639099121094,307.73883056640625,180.6536865234375,116.31346130371094,161.3063507080078,127.27481079101562,58.91336441040039,226.79287719726562,134.0200653076172,73.88470458984375,285.2337951660156,128.4217529296875,148.43112182617188,166.87155151367188,485.0422668457031,197.541015625,49.26119613647461,42.97809982299805,139.01162719726562
