date,open,high,low,close,volume,adjclose,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Research & Development,Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2015-04-13,67.76000213623047,68.31999969482422,67.0,67.08000183105469,2131000,67.08000183105469,-0.8279088758824771,-0.8279088758824771,64.5329997253418,59.369849910736086,67.20395417899408,0.0805545420314969,45.95148078134846,53.63869650005421,69.02933894868437,65.53866184477266,18295.85107692308,5.48,236.5336,74.5,"5,236.69",733.08,219.86,92.9,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-14,67.12000274658203,67.41000366210938,66.30000305175781,66.91000366210938,1938000,66.91000366210938,-0.2534260052250214,-0.2534260052250214,64.74219978332519,59.41854993820191,67.1647607767428,0.0795764429190739,42.51022400138379,48.58305430973061,69.0167100732846,65.59929105586579,18297.19,5.486666666666666,236.55956666666668,74.79000091552734,"5,241.24",732.35,221.96,93.18,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-15,67.2699966430664,67.51000213623047,66.9800033569336,67.20999908447266,2140200,67.20999908447266,0.4483566072993161,0.4483566072993161,64.94079978942871,59.46769992828369,67.17079255110679,0.0765632088151855,48.58300282936111,45.68156920403112,68.9963342789307,65.58566645349117,18298.528923076923,5.493333333333333,236.58553333333333,74.83999633789062,"5,264.25",732.9,221.51,93.26,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-16,66.66999816894531,68.20999908447266,66.6500015258789,67.91000366210938,2269300,67.91000366210938,1.0415185049428732,1.0415185049428732,65.12679985046387,59.51684993743896,67.2693540325738,0.0700510905195518,57.50587621709054,49.53303434927847,68.88713301696195,65.63086777649507,18299.867846153847,5.5,236.6115,74.98999786376953,"5,223.19",722.06,218.18,92.06,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-17,67.16000366210938,67.16000366210938,65.44000244140625,65.80999755859375,3794200,65.80999755859375,-3.0923369021806257,-3.0923369021806257,65.2631997680664,59.54989992141724,67.07477316937647,0.0764905199985214,9.006910501777842,38.36526318274316,68.66769244124345,65.54330838273117,18301.20676923077,5.506666666666667,236.63746666666668,74.19000244140625,"5,254.72",728.52,222.21,92.51,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-20,66.19000244140625,67.05000305175781,66.19000244140625,66.9000015258789,1945200,66.9000015258789,1.6562893294665093,1.6562893294665093,65.41599983215332,59.58984992980957,67.0514702835768,0.0763532465739724,34.18020164146442,33.564329453444266,68.60575364752512,65.52624708489677,18305.22353846153,5.526666666666666,236.71536666666668,75.0,"5,255.25",730.92,222.12,92.17,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-21,67.38999938964844,67.94000244140625,67.11000061035156,67.37999725341797,2223700,67.37999725341797,0.7174823865338631,0.7174823865338631,65.58019981384277,59.632949924469,67.09527387955563,0.0754322996270974,45.26554862900014,29.484220257414137,68.57400182632388,65.52999826522885,18306.562461538462,5.533333333333333,236.74133333333333,74.72000122070312,"5,263.22",732.18,224.12,92.91,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-22,67.37999725341797,68.12000274658203,67.0199966430664,67.70999908447266,2051400,67.70999908447266,0.4897623100421633,0.4897623100421633,65.7747998046875,59.684799919128416,67.17723724021124,0.0700009645496337,52.668165403951,44.03797189147186,68.61338745287364,65.52461227246815,18307.901384615383,5.54,236.7673,74.97000122070312,"5,239.34",736.08,224.69,92.99,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-23,67.36000061035156,69.08000183105469,67.26000213623047,68.47000122070312,3518400,68.47000122070312,1.1224370794663765,1.1224370794663765,65.96839981079101,59.75269992828369,67.3496057709435,0.0704956963198305,70.30163562982369,56.07844988759161,68.74375678097924,65.66324318850319,18309.240307692307,5.546666666666667,236.79326666666668,75.30000305175781,"5,230.93",745.23,226.92,92.79,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-24,68.5999984741211,68.70999908447266,67.37999725341797,67.83000183105469,1910900,67.83000183105469,-0.9347150259067404,-0.9347150259067404,66.1489998626709,59.81884994506836,67.41365857895832,0.0690690213195825,55.45245344473554,59.47408482617008,68.74786621483277,65.84313415137818,18310.57923076923,5.553333333333333,236.81923333333333,75.62000274658203,"5,213.10",737.91,227.79,92.44,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-27,68.45999908447266,68.94000244140625,67.69999694824219,67.83999633789062,2643200,67.83999633789062,0.0147346403746695,0.0147346403746695,66.28059982299804,59.88654993057251,67.47050361348263,0.0687167812372214,65.93390931079728,63.8959994617855,68.78732709818999,65.93267259663423,18314.596,5.573333333333333,236.89713333333333,75.54000091552734,"5,207.73",736.54,227.92,92.92,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-28,67.97000122070312,68.33999633789062,66.56999969482422,66.88999938964844,2832800,66.88999938964844,-1.4003493507142029,-1.4003493507142029,66.3613998413086,59.94994993209839,67.39310305030475,0.0646727991871027,39.83508767517218,53.74048347690167,68.78642728763526,65.9375724987417,18315.93492307692,5.58,236.9231,75.66999816894531,"5,177.31",729.31,226.68,92.82,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-29,66.30999755859375,78.45999908447266,65.88999938964844,74.6500015258789,28245800,74.6500015258789,11.601139493254898,11.601139493254898,66.61299987792968,60.04954994201661,68.36068951371463,0.1319513420947323,70.73733839537736,58.835445127115605,71.28952496943486,64.21847521367062,18317.273846153847,5.586666666666666,236.94906666666668,75.12999725341797,"5,146.24",721.46,223.03,92.03,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-04-30,72.19000244140625,74.0,71.0,72.81999969482422,17492100,72.81999969482422,-2.451442456327724,-2.451442456327724,66.80939987182617,60.14494993209839,68.95526420452924,0.1343350385635696,56.6820211689384,55.75148241316265,72.19402582619045,63.98797414329199,18318.612769230767,5.593333333333333,236.97503333333333,74.77999877929688,"5,192.56",731.62,226.3,92.67,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-01,73.37000274658203,74.5,72.0,73.36000061035156,9210800,73.36000061035156,0.7415557783444049,0.7415557783444049,67.02039985656738,60.24199993133545,69.54256239197223,0.1344107308143697,60.8294947077654,62.74961809069371,73.09304878221006,63.75695121778993,18319.95169230769,5.6,237.001,75.05000305175781,"5,201.74",732.82,226.29,93.43,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-04,72.2699966430664,72.37000274658203,71.01000213623047,71.5999984741211,5058500,71.5999984741211,-2.3991304819892867,-2.3991304819892867,67.17759979248046,60.33679992675781,69.81688720292541,0.1355891096999895,47.31180968464575,54.94110852044985,73.47856318497934,63.73743641829214,18323.96846153846,5.570967741935483,237.0644838709677,75.83000183105469,"5,168.01",723.62,222.46,92.61,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-05,71.5,76.18000030517578,71.0,72.75,20008500,72.75,1.6061474167412992,1.6061474167412992,67.38099975585938,60.43304992675781,70.20796890920202,0.1362647584759621,56.14438896561908,54.76189778601008,74.03946432087146,63.63153558757581,18325.307384615386,5.5612903225806445,237.0856451612904,74.86000061035156,"5,173.75",721.47,220.59,92.2,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-06,73.6500015258789,75.52999877929688,72.80000305175781,73.79000091552734,11122100,73.79000091552734,1.429554523061638,1.429554523061638,67.6181997680664,60.53539993286133,70.68557317671207,0.1365451535004003,64.13210927030272,55.86276930685585,74.75709970383129,63.47190038772144,18326.646307692303,5.551612903225806,237.1068064516129,74.51000213623047,"5,191.58",725.58,221.99,92.86,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-07,74.08000183105469,74.7699966430664,73.4000015258789,74.5199966430664,4377700,74.5199966430664,0.9892881399672816,0.9892881399672816,67.85119972229003,60.63999992370606,71.19682963889265,0.1337928559563638,68.65550885392167,62.97733569661449,75.54519648723317,63.36180348224926,18327.98523076923,5.541935483870968,237.1279677419355,74.79000091552734,"5,242.26",732.13,225.03,94.16,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-08,72.0,73.5,71.76000213623047,72.4000015258789,6156400,72.4000015258789,-2.8448674351688297,-2.8448674351688297,67.89439979553222,60.73399993896484,71.3572525571575,0.1377803819815133,51.78999438568805,61.52587083663749,75.8563724935178,63.52662768958769,18329.324153846155,5.532258064516129,237.1491290322581,75.80999755859375,"5,227.91",728.9,223.91,93.8,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-11,71.4800033569336,72.27999877929688,71.19999694824219,71.19999694824219,4048500,71.19999694824219,-1.6574648513063672,-1.6574648513063672,67.9307997894287,60.8196999168396,71.33628514263546,0.1390936971920868,42.24341835728267,54.22964053229746,75.96958901087919,63.82541068394502,18333.34092307692,5.503225806451613,237.21261290322585,75.68000030517578,"5,210.62",727.68,222.69,93.52,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-12,70.69999694824219,72.1500015258789,70.04000091552734,71.7699966430664,3575500,71.7699966430664,0.8005614034486186,0.8005614034486186,67.99699974060059,60.90409990310669,71.39411334269292,0.1391885476126151,46.77802224481435,46.93714499592836,76.09707748875664,64.1839215041633,18334.67984615385,5.493548387096774,237.2337741935484,75.26000213623047,"5,206.06",724.35,223.85,93.51,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-13,72.38999938964844,72.52999877929688,71.0199966430664,71.79000091552734,4209700,71.79000091552734,0.0278727510054421,0.0278727510054421,68.09379981994628,60.99304990768432,71.44689835240418,0.1391700193120909,46.93716522768311,45.31953527659338,76.20258314512509,64.53641603090031,18336.01876923077,5.483870967741935,237.25493548387092,75.7300033569336,"5,275.42",728.77,227.67,94.44,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-14,72.5,73.08000183105469,71.80000305175781,72.87999725341797,3199500,72.87999725341797,1.5183121938850297,1.5183121938850297,68.2537998199463,61.08329988479614,71.63797820587268,0.1389750819542814,55.60857624083881,49.77458790444542,76.43334266566235,64.8026558694939,18337.35769230769,5.474193548387096,237.27609677419355,76.29000091552734,"5,292.20",733.67,226.93,94.08,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-15,73.22000122070312,73.30999755859375,72.25,72.4000015258789,3649300,72.4000015258789,-0.6586110669982936,-0.6586110669982936,68.38999992370606,61.16404989242554,71.73958131520685,0.1392150070060849,51.78999438568805,51.44524528473666,76.34776814306632,65.54723078881845,18338.69661538461,5.4645161290322575,237.2972580645161,76.4800033569336,"5,286.29",737.17,228.06,94.61,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-18,72.55000305175781,73.19999694824219,71.66999816894531,72.80000305175781,2856700,72.80000305175781,0.5524882837687928,0.5524882837687928,68.55480003356934,61.256799907684325,71.88097088008031,0.138279025568806,54.97218639515652,54.12358567389446,76.34838495006088,66.13661413441179,18342.713384615385,5.435483870967742,237.36074193548387,75.83999633789062,"5,283.29",735.34,227.39,95.11,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-19,72.98999786376953,73.0999984741211,70.83999633789062,71.4800033569336,5104100,71.4800033569336,-1.813186317980997,-1.813186317980997,68.67480003356934,61.34679992675781,71.82750854366076,0.1398123909100097,23.452810823303704,43.40499720138276,76.2186807487502,66.676318946074,18344.05230769231,5.425806451612903,237.38190322580647,77.22000122070312,"5,283.74",731.75,227.45,94.8,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-20,71.2300033569336,71.2300033569336,69.29000091552734,70.16000366210938,9728300,70.16000366210938,-1.8466698836495987,-1.8466698836495987,68.80280014038085,61.42309993743896,71.6051745594539,0.141280665052332,12.62703662774088,30.3506779487337,76.05432135969947,67.08567879288843,18345.39123076923,5.416129032258064,237.40306451612904,76.5999984741211,"5,284.69",734.7,228.44,94.54,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-21,73.51000213623047,74.68000030517578,72.30999755859375,72.91000366210938,12316000,72.91000366210938,3.9196121101190418,3.9196121101190418,68.98740020751953,61.51614995956421,71.7791517731413,0.1459735862463059,52.53995743484009,29.53993496196156,76.06476186272796,67.51923853400056,18346.730153846154,5.406451612903226,237.42422580645163,76.80999755859375,"5,263.71",733.74,228.58,94.46,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-22,73.0,75.88999938964844,72.5,75.01000213623047,11304800,75.01000213623047,2.880261100867898,2.880261100867898,69.1886003112793,61.62174997329712,72.20993182155318,0.1481832146504672,83.01889299579442,49.39529568612513,76.22398756503442,68.07801286221168,18348.06907692308,5.396774193548387,237.4453870967742,76.66999816894531,"5,220.35",728.33,225.36,93.62,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-26,73.66000366210938,73.9800033569336,73.22000122070312,73.56999969482422,6547800,73.56999969482422,-1.9197472342301405,-1.9197472342301405,69.36800033569335,61.72084997177124,72.39127420465599,0.149499728160874,64.84848134554808,66.8024439253942,76.00890675402444,68.86609400891503,18353.42476923077,5.358064516129032,237.53003225806447,75.55999755859375,"5,239.87",734.97,229.5,94.47,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-27,73.0,74.45999908447266,72.93000030517578,73.94999694824219,3927000,73.94999694824219,0.5165111526359123,0.5165111526359123,69.51840026855469,61.81839996337891,72.59910390380081,0.1493802672609626,70.60601681935093,72.82446372023114,75.28709507103311,70.29390544776571,18354.763692307693,5.348387096774194,237.55119354838712,76.11000061035156,"5,244.32",731.96,229.32,94.39,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-28,72.91999816894531,73.48999786376953,72.52999877929688,72.68000030517578,5066300,72.68000030517578,-1.71737213722305,-1.71737213722305,69.62100021362305,61.90744997024536,72.60989009065081,0.1508234911844316,51.36363899083894,62.27271238524599,75.0301101815222,70.3538902152063,18356.10261538461,5.338709677419355,237.57235483870969,75.68000030517578,"5,208.28",728.01,227.61,93.55,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-05-29,72.55999755859375,72.93000030517578,71.66000366210938,72.75,4838100,72.75,0.0963121828980506,0.0963121828980506,69.70500015258789,62.00744997024536,72.62857141189737,0.150636437347691,52.42424067277404,58.13129882765463,75.0260129268521,70.35098750039398,18357.44153846154,5.329032258064516,237.59351612903228,75.0999984741211,"5,214.48",730.44,228.35,93.78,1445,0.2614,355.92,1089.0,917.51,205.99,0.0,1124.0,-34.82,16.88,1.8,-53.5,12.27,-65.77,,637,637,0.0493,-0.10,-0.10,,243.1,0.38,0.7536,-0.0241,-0.0455,0.16829999999999998,,81.32,0.056299999999999996,117.94,-36.62,-0.0253
2015-06-01,72.79000091552734,73.48999786376953,72.25,73.0999984741211,3191400,73.0999984741211,0.4810975589293331,0.4810975589293331,69.78940017700195,62.10884996414185,72.6914283535272,0.146581829650792,57.7272490824495,53.838376248687496,75.00014495717174,70.35085525645131,18361.458307692308,5.3,237.657,75.44000244140625,"5,207.96",730.15,227.57,93.89,1511,0.2318,381.8,1129.0,912.75,222.13,-36.62,1098.0,31.11,16.68,-3.64,18.07,13.98,4.09,,654,664,0.08460000000000001,0.01,0.01,,356.49,0.55,0.7473000000000001,0.0206,0.0027,0.2359,0.7736,162.68,0.1076,127.93,34.75,0.023
2015-06-02,72.83000183105469,73.3499984741211,72.61000061035156,72.9000015258789,2623000,72.9000015258789,-0.2735936421571772,-0.2735936421571772,69.89360015869141,62.205799980163576,72.71923810984076,0.1461185877716479,54.69699159032454,54.94949378184936,75.01058357389039,70.47041694490844,18362.79723076924,5.296666666666667,237.66956666666667,75.69999694824219,"5,213.44",734.69,228.15,94.37,1511,0.2318,381.8,1129.0,912.75,222.13,-36.62,1098.0,31.11,16.68,-3.64,18.07,13.98,4.09,,654,664,0.08460000000000001,0.01,0.01,,356.49,0.55,0.7473000000000001,0.0206,0.0027,0.2359,0.7736,162.68,0.1076,127.93,34.75,0.023
2015-06-03,73.20999908447266,73.5999984741211,72.69999694824219,73.47000122070312,2649500,73.47000122070312,0.781892569126863,0.781892569126863,70.00980010986328,62.30499998092651,72.81933985795574,0.1461381498657538,63.33335259948559,58.58586442408654,75.06993410682057,70.48306653404856,18364.13615384616,5.293333333333333,237.68213333333333,75.55999755859375,"5,168.97",729.88,226.1,93.64,1511,0.2318,381.8,1129.0,912.75,222.13,-36.62,1098.0,31.11,16.68,-3.64,18.07,13.98,4.09,,654,664,0.08460000000000001,0.01,0.01,,356.49,0.55,0.7473000000000001,0.0206,0.0027,0.2359,0.7736,162.68,0.1076,127.93,34.75,0.023
2015-06-04,72.91000366210938,73.4800033569336,72.01000213623047,72.20999908447266,2767500,72.20999908447266,-1.7149885875807125,-1.7149885875807125,70.10660003662109,62.394149971008304,72.73809442149133,0.1475324036354208,44.24240672774037,54.09091697251683,74.95246681443594,70.44253364332774,18365.47507692308,5.29,237.6947,74.80999755859375,"5,130.11",727.49,225.8,94.03,1511,0.2318,381.8,1129.0,912.75,222.13,-36.62,1098.0,31.11,16.68,-3.64,18.07,13.98,4.09,,654,664,0.08460000000000001,0.01,0.01,,356.49,0.55,0.7473000000000001,0.0206,0.0027,0.2359,0.7736,162.68,0.1076,127.93,34.75,0.023
2015-06-05,72.0,73.66999816894531,71.8499984741211,73.55000305175781,3187600,73.55000305175781,1.855704174317463,1.855704174317463,70.26200012207032,62.487099990844726,72.84634890552685,0.1481627509831254,64.545501835101,57.37375372077565,74.77707734053442,70.5209237580984,18366.814,5.286666666666666,237.70726666666667,74.7300033569336,"5,123.61",720.52,222.89,93.5,1511,0.2318,381.8,1129.0,912.75,222.13,-36.62,1098.0,31.11,16.68,-3.64,18.07,13.98,4.09,,654,664,0.08460000000000001,0.01,0.01,,356.49,0.55,0.7473000000000001,0.0206,0.0027,0.2359,0.7736,162.68,0.1076,127.93,34.75,0.023
2015-06-08,73.27999877929688,73.27999877929688,71.23999786376953,71.83999633789062,3830600,71.83999633789062,-2.324958046111625,-2.324958046111625,70.37900009155274,62.569349975585936,72.71216856317535,0.149975911629438,38.63630321070428,49.14140392451521,74.77741951725595,70.46458106257803,18370.830769230768,5.276666666666666,237.74496666666667,74.2300033569336,"5,140.97",720.0,222.39,93.69,1511,0.2318,381.8,1129.0,912.75,222.13,-36.62,1098.0,31.11,16.68,-3.64,18.07,13.98,4.09,,654,664,0.08460000000000001,0.01,0.01,,356.49,0.55,0.7473000000000001,0.0206,0.0027,0.2359,0.7736,162.68,0.1076,127.93,34.75,0.023
2015-06-09,72.45999908447266,72.4800033569336,71.0,71.76000213623047,3236500,71.76000213623047,-0.1113505091006827,-0.1113505091006827,70.48320007324219,62.64959999084473,72.5852130395827,0.1499996142652777,37.42426957200243,46.86869153926924,74.74132086706231,70.55668023157051,18372.16969230769,5.273333333333333,237.75753333333333,74.30999755859375,"5,191.41",726.59,225.8,95.06,1511,0.2318,381.8,1129.0,912.75,222.13,-36.62,1098.0,31.11,16.68,-3.64,18.07,13.98,4.09,,654,664,0.08460000000000001,0.01,0.01,,356.49,0.55,0.7473000000000001,0.0206,0.0027,0.2359,0.7736,162.68,0.1076,127.93,34.75,0.023
