date,open,high,low,close,volume,adjclose,dividends,splits,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Research & Development,Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2017-07-24,131.11585998535156,132.19891357421875,131.05836486816406,131.98805236816406,4048101,115.57704162597656,0.0,0.0,0.9974261326697542,0.9974462815074636,112.19536422729492,102.43499393463136,113.62947773601054,0.0332743412687901,-266.6484912741287,-328.01601749537207,115.14285682618502,110.80934120237944,19778.71825,4.374193548387097,244.9404193548387,81.88999938964844,"6,029.60",844.36,305.49,113.52,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-07-25,132.26600646972656,132.26600646972656,130.84750366210938,131.5471649169922,3207160,115.19097137451172,0.0,0.0,-0.3340358792037312,-0.3340371461611036,112.30316802978516,102.53364429473876,113.8376768878107,0.033184598376519,-271.15160098440475,-288.2983997371379,115.4770830383463,110.72606256101894,19782.462739130435,4.37741935483871,244.97074193548383,82.19999694824219,"6,030.66",845.09,305.68,113.12,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-07-26,131.6142578125,132.92733764648438,131.17337036132812,132.7356414794922,2796392,116.23165130615234,0.0,0.0,0.9034604153194348,0.9034388018633432,112.42360168457031,102.67329273223876,114.15687347692293,0.0333182915159658,-234.98970539835133,-257.5965992189616,115.97677747166296,110.69300554835657,19786.20722826087,4.380645161290323,245.00106451612905,82.4000015258789,"6,057.93",849.86,301.99,112.6,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-07-27,132.60145568847656,132.93692016601562,130.6845703125,131.28839111328125,3829519,114.96438598632812,0.0,0.0,-1.0903253640692556,-1.09029279510644,112.51818908691406,102.8071828842163,114.2645418115103,0.0353432596333409,-259.91694562811017,-255.3527506702888,116.16344088243508,110.75896741224264,19789.951717391305,4.383870967741935,245.03138709677413,82.12999725341797,"6,003.83",845.57,301.55,112.55,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-07-28,131.28839111328125,131.575927734375,130.5312042236328,131.1062774658203,1926862,114.8049087524414,0.0,0.0,-0.138712681233033,-0.1387188149777785,112.6331706237793,102.94448680877686,114.33659073696778,0.0353867148774347,-263.11062762887104,-252.6724262184442,116.16143737017433,111.13613037884912,19793.69620652174,4.387096774193549,245.0617096774193,82.2300033569336,"5,985.31",845.64,299.76,113.08,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-07-31,131.71009826660156,132.36184692382812,130.36827087402344,130.46412658691406,4026191,114.2425765991211,0.0,0.0,-0.4897941512172488,-0.4898154263881626,112.72884872436524,103.07216693878172,114.32405551858824,0.0358013176714718,-290.0952032222629,-271.0409254930814,116.14666206906732,111.3884224646241,19804.929673913044,4.396774193548388,245.15267741935483,82.27999877929688,"5,971.21",848.83,301.26,113.9,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-01,130.6845703125,131.3650665283203,130.1765899658203,131.317138671875,2994420,114.98953247070312,0.0,0.0,0.6538288396026326,0.6538331800788333,112.82301559448244,103.20015506744384,114.41278577887022,0.0352725601660681,-274.50846162418605,-275.90476415844,116.22757179985427,111.58447577705002,19808.67416304348,4.4,245.183,82.76000213623047,"5,962.14",845.39,302.42,113.8,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-02,131.65260314941406,133.1190185546875,131.17337036132812,132.95608520507812,5036573,116.42472076416016,0.0,0.0,1.248082732976985,1.2481034252597611,112.9385011291504,103.33226409912108,114.68104377690888,0.0364923791603392,-235.60762456326552,-266.7370964699048,116.56188544981052,111.66308937318752,19812.41865217392,4.396774193548388,245.2233870967742,82.55999755859375,"5,974.30",841.74,301.45,113.31,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-03,132.8218994140625,133.7611846923828,132.2755889892578,133.7611846923828,2666077,117.1296844482422,0.0,0.0,0.6055379007759321,0.6055103069648515,113.06791778564452,103.4718613052368,115.00752919975332,0.0363209442301113,-196.11773399550103,-235.4112733943175,116.94777938127564,111.79670609235716,19816.163141304347,4.393548387096774,245.2637741935484,82.5199966430664,"5,974.46",841.78,302.2,113.94,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-04,133.7611846923828,134.25,133.33946228027344,134.2212371826172,3646202,117.53255462646484,0.0,0.0,0.3439357174447766,0.3439522441475384,113.2005241394043,103.61417484283449,115.34419925664818,0.0362738783153668,-173.81716439359292,-201.84750765078647,117.4113356901468,111.83000494706022,19819.907630434784,4.390322580645162,245.30416129032253,82.62000274658203,"6,005.76",843.73,303.99,113.8,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-07,134.38417053222656,134.38417053222656,132.20849609375,133.1861114501953,3695657,116.62608337402344,0.0,0.0,-0.7712086061414491,-0.7712512123320248,113.28797622680663,103.75030445098876,115.51511713896488,0.0373754086379119,-184.6074461008725,-184.84744816332216,117.62383985442573,111.97586793976372,19831.141097826086,4.380645161290323,245.4253225806452,82.72000122070312,"5,992.52",841.82,303.75,113.54,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-08,133.07110595703125,133.83786010742188,132.74522399902344,132.90817260742188,2157443,116.38274383544922,0.0,0.0,-0.2086845540778314,-0.2086493274354617,113.37895416259764,103.88575424194336,115.63080069849612,0.0375119146876814,-188.5074294713777,-182.3106799886144,117.70333205692592,112.26985519893348,19834.885586956523,4.37741935483871,245.4657096774193,82.41000366210938,"5,989.63",838.16,303.64,113.36,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-09,133.1190185546875,133.52157592773438,132.4576873779297,133.22445678710938,2042466,116.65970611572266,0.0,0.0,0.2379719572412897,0.2379753829012898,113.48084274291992,104.01920322418214,115.76798808745968,0.0357534719661665,-184.0685771021638,-185.727817558138,117.82785442851784,112.50034839130636,19838.63007608696,4.374193548387097,245.5060967741936,82.36000061035156,"5,940.74",826.2,296.67,111.59,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-10,132.58229064941406,132.7356414794922,131.34588623046875,131.53758239746094,3196935,115.18256378173828,0.0,0.0,-1.266189729971301,-1.2661975442652795,113.55218124389648,104.14402797698976,115.68993151336348,0.0378203136700626,-356.3574350493929,-242.9778138743115,117.80159512399858,112.68691119314008,19842.3745652174,4.370967741935484,245.54648387096773,81.19000244140625,"5,950.62",830.28,299.15,111.11,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-11,131.14462280273438,131.85386657714844,130.89541625976562,130.9145965576172,2448643,114.63702392578124,0.0,0.0,-0.473618131403164,-0.4736305896010262,113.6048875427246,104.26690948486328,115.5495438350192,0.0358009282114498,-369.3230775925845,-303.2496965813804,117.78353076889006,112.76876033828766,19846.119054347822,4.367741935483871,245.586870967742,81.06999969482422,"5,997.77",835.05,304.05,112.74,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-14,131.45132446289062,132.91775512695312,131.30755615234375,132.5247802734375,2421724,116.04702758789062,0.0,0.0,1.2299497215435773,1.2299723194334256,113.67605850219726,104.39535472869872,115.61587500206872,0.0370224388735899,-335.8120457809304,-353.83085280763595,117.78913141227706,113.01578496955888,19857.35252173913,4.358064516129033,245.7080322580645,81.87999725341797,"6,002.91",828.85,304.45,112.82,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-15,132.66854858398438,132.87940979003906,131.5663299560547,131.71009826660156,1806564,115.3336181640625,0.0,0.0,-0.6147393756511077,-0.6147588944385607,113.74202545166015,104.52271003723143,115.57824075700124,0.0376890765519847,-352.7673818123794,-352.6341683952981,117.70231208765256,113.28976326024784,19861.09701086957,4.354838709677419,245.74841935483872,81.75,"6,025.60",832.09,305.35,112.78,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-16,131.60467529296875,132.79315185546875,131.48007202148438,132.34268188476562,2088582,116.45110321044922,0.637369,0.0,0.4802848274273019,0.9689152774146949,113.84293167114258,104.65152431488038,115.69462241746098,0.0386892693520199,-326.20853097755923,-338.2626528569563,117.77127981547164,113.43913125630571,19864.8415,4.351612903225806,245.7888064516129,82.02999877929688,"5,949.12",818.98,299.2,111.08,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-17,131.92095947265625,132.15098571777344,130.20533752441406,130.20533752441406,3205595,114.57039642333984,0.0,0.0,-1.6150075923447085,-1.615018437146598,113.90655929565428,104.77155418395996,115.54472561824484,0.0422292906834278,-370.9065886243962,-349.9608338047783,117.60511026266232,113.73627996560916,19868.585989130435,4.348387096774194,245.82919354838708,80.94999694824219,"5,922.24",815.87,298.91,110.88,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-18,130.09031677246094,130.25326538085938,129.2373046875,129.3427276611328,3106685,113.81136322021484,0.0,0.0,-0.6624996176669895,-0.6625037765605302,113.94107437133788,104.8899771118164,115.31361063184085,0.0425585618508404,-299.715242881072,-332.27678749434244,117.67529436719964,113.60367139207771,19872.33047826087,4.345161290322581,245.86958064516128,80.9800033569336,"5,932.71",818.14,298.5,110.97,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-21,129.33314514160156,130.128662109375,128.91143798828125,129.9369659423828,1578174,114.33424377441406,0.0,0.0,0.459429217239693,0.4594273712261065,113.98201843261718,105.0138631439209,115.18302838418396,0.0425921777503373,-266.36043506263576,-312.32742218936795,117.69538741022475,113.45929856389633,19883.56394565217,4.335483870967742,245.99074193548387,80.94999694824219,"5,949.03",826.33,302.97,111.85,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-22,130.3586883544922,131.46090698242188,130.24368286132812,131.2117156982422,1748554,115.45594024658205,0.0,0.0,0.9810524253926588,0.9810678193500122,114.05429260253906,105.14381183624268,115.21941663250372,0.0434020265411963,-245.8643398641057,-270.64667260260444,117.70176361816732,113.4794192431608,19887.308434782608,4.332258064516129,246.0311290322581,81.69999694824219,"5,928.08",819.31,302.72,111.83,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-23,130.78041076660156,131.32672119140625,130.50245666503906,130.7420654296875,1303355,115.0426788330078,0.0,0.0,-0.3579331815420916,-0.3579386324268907,114.09933395385742,105.27210704803468,115.19585159257092,0.0434869033925152,-253.4156208787685,-255.2134652685033,117.63324930432049,113.42903630969316,19891.052923913045,4.329032258064516,246.07151612903223,81.55000305175781,"5,891.50",814.12,302.51,111.74,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-24,130.9529266357422,131.35548400878906,130.5312042236328,130.86666870117188,2003653,115.1523208618164,0.0,0.0,0.0953046527717438,0.0953055248024581,114.14908599853516,105.3885647583008,115.190047495137,0.0433333840176309,-251.4121970328528,-250.2307192585756,117.63363961855934,113.44743948300317,19894.79741304348,4.325806451612904,246.1119032258065,81.37000274658203,"5,901.73",817.51,302.24,112.07,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-25,131.6142578125,131.94972229003906,131.11585998535156,131.13504028320312,2083052,115.38844299316406,0.0,0.0,0.2050725251087959,0.2050519951143803,114.19969970703124,105.5088041305542,115.21650022820728,0.0432386343427374,-274.49931548854295,-259.77571113338803,117.635733411373,113.50369911426176,19898.541902173914,4.32258064516129,246.15229032258063,81.58999633789062,"5,892.54",817.82,302.93,111.58,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-28,131.44174194335938,131.75802612304688,130.90499877929688,131.18295288085938,1581722,115.43062591552734,0.0,0.0,0.0365368383254294,0.0365573200132196,114.24847091674803,105.62207065582275,115.24505031984997,0.0429730801017044,-292.41667494125045,-272.7760624875487,117.60062635132226,113.65761110595312,19909.775369565217,4.312903225806451,246.2734516129032,81.5999984741211,"5,892.88",817.27,304.15,111.15,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-29,130.56954956054688,131.9976348876953,130.36827087402344,131.911376953125,1773072,116.07158660888672,0.0,0.0,0.5552734225514611,0.555277846131097,114.2897508239746,105.73511528015136,115.3552551583882,0.0432397289232975,-320.4901393215975,-295.8020432504636,117.64016137442331,113.72628149667042,19913.51985869565,4.309677419354839,246.3138387096774,81.62999725341797,"5,903.51",822.65,306.99,111.62,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-30,131.911376953125,132.39060974121094,131.3842315673828,132.30433654785156,1861444,116.41734313964844,0.0,0.0,0.2978966665371008,0.2978821439968637,114.35355697631836,105.84964088439942,115.49686688922289,0.0428115145817217,-311.8598557271156,-308.2555566633211,117.63920667366988,113.72649843497268,19917.264347826087,4.306451612903226,246.3542258064516,81.69999694824219,"5,925.01",826.62,309.58,111.79,10078,0.0087,7024,3054,1456,0,0,1456,1598,79,-251.0,1770,378,1392,0.0553,762,0.0003,1.82,1.8,0.0588,1215,1.59,0.665,0.1176,0.303,0.1586,0.1381,0.1206,0.21359999999999998,2125,0.2109,276,1849,0.18350000000000002
2017-08-31,132.65896606445312,132.802734375,131.873046875,132.5247802734375,3114719,116.611328125,0.0,0.0,0.1666186697563132,0.1666289404310461,114.4323210144043,105.9660034942627,115.64546172065984,0.0416825173791993,-307.0178779545853,-313.1226243344327,117.54513000758703,113.76873946873133,19921.008836956524,4.3032258064516125,246.3946129032258,82.3499984741211,"5,957.37",829.48,309.57,112.16,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-01,132.54396057128906,132.77398681640625,131.911376953125,131.911376953125,1835569,116.07158660888672,0.0,0.0,-0.4628593377380974,-0.4628551314797779,114.50331176757813,106.07933715820312,115.70227837242342,0.0408845363184983,-323.5872637428137,-314.1549991415048,117.26863847364288,113.89913420091769,19924.75332608696,4.3,246.435,82.41999816894531,"5,941.38",826.4,306.64,110.19,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-05,131.6813507080078,131.8922119140625,130.5120391845703,130.83792114257812,2969067,115.12703704833984,0.0,0.0,-0.8137704535737922,-0.8137646672562671,114.5567546081543,106.18871627807616,115.62557952921227,0.0405532073120437,-354.23672653125243,-328.28062274288374,117.13066350585112,113.88720453614106,19939.731282608696,4.286666666666666,246.46046666666663,81.93000030517578,"5,952.60",831.79,307.05,110.41,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-06,131.5279998779297,131.5279998779297,130.5120391845703,130.87625122070312,2545466,115.16075134277344,0.0,0.0,0.0292958477100979,0.0292844281395421,114.60633972167967,106.29481700897216,115.56360243768712,0.0404157321443379,-353.370323896165,-343.7314380567437,117.0223388485765,113.87332994414813,19943.47577173913,4.283333333333333,246.4668333333333,82.22000122070312,"5,952.68",826.85,307.99,109.35,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-07,130.75164794921875,131.71009826660156,130.6558074951172,131.3842315673828,2567168,115.60773468017578,0.0,0.0,0.3881379103860993,0.3881386081546978,114.68718887329102,106.40734725952149,115.5694867366856,0.039545585866777,-341.88357775860715,-349.83020939534146,116.86615806477226,113.92431358439764,19947.22026086957,4.28,246.4732,82.55999755859375,"5,935.60",823.07,305.16,110.05,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-08,131.14462280273438,132.35226440429688,130.99127197265625,131.85386657714844,3056917,116.02095794677734,0.0,0.0,0.3574515785973675,0.3574356575230197,114.75884536743165,106.52144512176514,115.62968289803116,0.038098393227336,-331.26441063446003,-342.1727707630774,116.93017872240635,113.94413234326748,19950.96475,4.276666666666666,246.47956666666667,82.4800033569336,"5,993.70",827.75,309.46,111.82,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-11,132.66854858398438,133.98162841796875,132.66854858398438,133.22445678710938,2434453,117.22698974609376,0.0,0.0,1.0394766915378997,1.039494778063843,114.88231887817383,106.6402857208252,115.84265714443951,0.0393508010968168,-348.23121198514104,-340.45973345940274,117.20925839468882,113.92404925301624,19962.198217391306,4.266666666666667,246.49866666666668,83.27999877929688,"5,999.28",832.27,310.02,112.59,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-12,133.1669464111328,133.2915496826172,132.60145568847656,132.91775512695312,1671763,116.95709991455078,0.0,0.0,-0.2302142320958045,-0.2302284074064631,114.984112701416,106.75233654022216,115.9912495137877,0.0390518137269697,-371.1553810096915,-350.2170012097642,117.35797235969432,113.86634252067677,19965.94270652174,4.263333333333334,246.50503333333333,83.43000030517578,"5,998.17",838.15,309.8,112.56,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-13,132.802734375,133.0135955810547,132.03598022460938,132.170166015625,2132194,116.29927825927734,0.0,0.0,-0.5624448822612815,-0.5624469619664341,115.06570022583008,106.8596862411499,116.03232001318632,0.0390994782411466,-389.3606553915669,-369.5824161287998,117.42710886189232,113.89377202800028,19969.68719565217,4.26,246.5114,83.37000274658203,"5,992.46",832.29,308.64,112.39,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-14,132.03598022460938,132.03598022460938,131.17337036132812,131.5088348388672,3570872,115.71737670898438,0.0,0.0,-0.5003634304882598,-0.500348376191706,115.13413879394533,106.96545539855956,115.99032757262606,0.0373835396119477,-405.4648339350943,-388.6602901121175,117.35133128267262,113.89617695707346,19973.43168478261,4.256666666666667,246.51776666666663,83.47000122070312,"6,004.11",831.39,309.7,112.81,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-15,132.1414031982422,133.694091796875,131.90179443359375,133.17652893066406,4793263,117.18480682373048,0.0,0.0,1.2681232358572991,1.2681156075949662,115.23914337158205,107.08067962646484,116.14959147277332,0.0390758101842895,-364.8535715039801,-386.5596869435471,117.54109447540483,113.96785480438032,19977.176173913045,4.253333333333333,246.5241333333333,83.54000091552734,"6,007.83",828.12,309.88,113.48,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-18,133.51199340820312,133.55032348632812,131.58551025390625,131.94972229003906,3004019,116.10531616210938,0.0,0.0,-0.921188328360556,-0.9211865350811754,115.30996963500976,107.18801475524904,116.14368809801812,0.0399750029679982,-394.72857414328246,-388.3489931941189,117.40788989067488,114.33045468329972,19988.409641304348,4.243333333333333,246.5432333333333,83.61000061035156,"5,998.45",826.72,310.73,113.91,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
2017-09-19,132.15098571777344,132.34268188476562,131.48007202148438,132.02639770507812,3569829,116.17279052734376,0.0,0.0,0.0581095690906696,0.058114793934294,115.37257720947264,107.29680843353272,116.1475684219282,0.0392554353323735,-413.2837547222088,-390.955300123157,117.32325829400244,114.59894095526514,19992.15413043478,4.24,246.5496,83.75,"5,966.63",829.13,308.9,114.36,10121,0.0323,7054,3067,1524,0,0,1524,1543,81,-299.0,1761,416,1345,0.08470000000000001,761,-0.0004,1.76,1.74,0.0875,1216,1.6,0.665,0.1176,0.303,0.1525,0.1329,0.1201,0.23620000000000002,2127,0.2102,285,1842,0.182
