symbol,date,open,high,low,close,volume,adjclose,dividends,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower
JNJ,2018-09-18,140.27000427246094,140.83999633789062,139.8300018310547,140.5399932861328,4581200,122.9503402709961,0.0,0.0,0.0,122.9503402709961,122.9503402709961,122.9503402709961,0.0,0.0,0.0,0.0,0.0
JNJ,2018-09-19,140.75999450683594,140.99000549316406,140.0500030517578,140.4600067138672,5049900,122.88036346435547,0.0,-0.05691374419150019,-0.0569146913187768,122.91535186767578,122.91535186767578,122.94101003011068,0.0,0.0,0.0,0.0,0.0
JNJ,2018-09-20,140.82000732421875,142.13999938964844,140.50999450683594,141.97999572753906,5019300,124.21013641357422,0.0,1.0821507482683401,1.0821687955085535,123.3469467163086,123.3469467163086,123.11022688123916,0.0,0.0,0.0,0.0,0.0
JNJ,2018-09-21,142.17999267578125,143.1300048828125,141.69000244140625,142.8800048828125,13283400,124.99750518798828,0.0,0.6338985648376649,0.6339005794119945,123.75958633422852,123.75958633422852,123.36186398880571,0.0,0.0,0.0,0.0,0.0
JNJ,2018-09-24,142.10000610351562,142.5,140.22999572753906,140.47000122070312,6708000,122.88912963867188,0.0,-1.686732628603993,-1.6867341041291506,123.58549499511719,123.58549499511719,123.29883274212119,0.0,0.0,0.0,0.0,0.0
JNJ,2018-09-25,140.52999877929688,140.9600067138672,138.39999389648438,138.63999938964844,7982800,121.28814697265625,0.0,-1.3027705667770562,-1.3027862356279618,123.20260365804036,123.20260365804036,123.03074130619254,0.0,0.0,0.0,0.0,0.0
JNJ,2018-09-26,138.9499969482422,140.0,137.9600067138672,138.16000366210938,7133300,120.86823272705078,0.0,-0.3462173468351204,-0.3462121040567423,122.86912209647042,122.86912209647042,122.74240682897364,0.0,0.0,0.0,0.0,0.0
JNJ,2018-09-27,138.4499969482422,139.5800018310547,137.57000732421875,138.22000122070312,6450500,120.92071533203125,0.0,0.04342614143271195,0.043421338921190156,122.62557125091553,122.62557125091553,122.49951462938132,0.0,0.0,0.0,0.0,0.0
JNJ,2018-09-28,138.10000610351562,138.55999755859375,137.41000366210938,138.1699981689453,6638500,120.87696075439453,0.0,-0.036176422598899194,-0.036184517695392326,122.43128119574652,122.43128119574652,122.28317411271642,0.0,0.0,0.0,0.0,0.0
JNJ,2018-10-01,138.25999450683594,139.85000610351562,138.0,139.69000244140625,4871800,122.20674896240234,0.0,1.1000971937499493,1.100117176762705,122.40882797241211,122.40882797241211,122.27298409267456,0.0,0.0,0.0,0.0,0.0
JNJ,2018-10-02,139.7899932861328,140.72999572753906,139.64999389648438,140.47999572753906,6439100,122.89787292480469,0.0,0.5655331608031,0.5655366567479669,122.4532866044478,122.4532866044478,122.35630260362525,0.0,0.0,0.0,0.0,0.0
JNJ,2018-10-03,140.5399932861328,141.27000427246094,138.8800048828125,139.02999877929688,5411800,121.62935638427734,0.0,-1.0321732576462073,-1.0321712738702082,122.38462575276692,122.38462575276692,122.25937644104553,0.0,0.0,0.0,0.0,0.0
JNJ,2018-10-04,138.5500030517578,139.52999877929688,137.32000732421875,139.35000610351562,4738700,121.90930938720703,0.0,0.2301714212964434,0.23016894214682448,122.34806295541617,122.34806295541617,122.21270083386706,0.0,0.0,0.0,0.0,0.0
JNJ,2018-10-05,139.8000030517578,140.25,138.55999755859375,139.10000610351562,4309300,121.69059753417969,0.0,-0.17940436960891537,-0.17940537447609373,122.30110113961356,122.30110113961356,122.14308706057543,0.0,-269.0088873948167,0.0,0.0,0.0
JNJ,2018-10-08,138.89999389648438,139.67999267578125,138.6199951171875,139.38999938964844,5174100,121.94428253173828,0.0,0.2084782698837495,0.20846721332545837,122.27731323242188,122.27731323242188,122.11657979006381,0.0,-264.642534483302,0.0,0.0,0.0
JNJ,2018-10-09,138.74000549316406,139.6199951171875,137.80999755859375,139.1999969482422,4475300,121.7780532836914,0.0,-0.13630995210432983,-0.136315737479209,122.24610948562622,122.24610948562622,122.0714429225475,0.0,-267.5036242922125,-267.05168205677705,0.0,0.0
JNJ,2018-10-10,139.35000610351562,140.4600067138672,137.72999572753906,137.72999572753906,7265600,120.49202728271484,0.0,-1.0560353828525604,-1.0560408598260795,122.1429281795726,122.1429281795726,121.86085417056981,0.0,-289.63833240537446,-273.92816372696296,0.0,0.0
JNJ,2018-10-11,137.91000366210938,138.66000366210938,132.8800048828125,133.83999633789062,11603200,117.08892059326172,0.0,-2.8243661586570656,-2.8243417977093954,121.86214998033311,121.86214998033311,121.22459636026205,0.0,-164.14856865506871,-240.4301751175519,0.0,0.0
JNJ,2018-10-12,134.39999389648438,134.41000366210938,132.22999572753906,133.8699951171875,6998000,117.11515045166016,0.0,0.02241391222181921,0.022401657018900067,121.61230789987664,121.61230789987664,120.67667023911514,0.0,-167.19945784088338,-206.99545296710883,0.0,0.0
JNJ,2018-10-15,133.8800048828125,135.3000030517578,133.50999450683594,133.9499969482422,6398700,117.18515014648438,0.0,0.05976083810614874,0.059769973871248716,121.39095001220703,121.39095001220703,120.21113422676437,0.0,-166.4251256654615,-165.92438405380452,125.68815054324132,117.09374948117274
JNJ,2018-10-16,134.75,137.99000549316406,134.75,136.55999755859375,9592800,119.4684829711914,0.0,1.9484887419296104,1.9484830815617915,121.29940396263486,121.29940396263486,120.11211405935464,0.0,-141.16704307228,-158.2638755262083,125.53014613409155,116.90356816034205
JNJ,2018-10-17,136.22999572753906,140.0,136.2100067138672,139.4600067138672,8261100,122.00553131103516,0.0,2.123615412360502,2.123613087524956,121.33150066028942,121.33150066028942,120.36456969291206,0.0,-113.10237557515791,-140.23151477096647,125.43278394905951,116.91344713004204
JNJ,2018-10-18,139.1999969482422,139.80999755859375,137.7100067138672,139.5,7583900,122.04051971435547,0.0,0.028677243802843755,0.028677718906955363,121.3623275756836,121.3623275756836,120.58802969577118,0.0,-112.7153360812631,-122.32825157623365,125.10342591085909,117.02584349832061
JNJ,2018-10-19,138.33999633789062,140.0,137.91000366210938,139.0500030517578,5924800,121.64686584472656,0.0,-0.3225784575212831,-0.3225599747938457,121.37418333689372,121.37418333689372,120.72920784896523,0.0,-117.06991016902806,-114.29587394181635,124.50386238821572,117.2903430866378
JNJ,2018-10-22,138.61000061035156,139.25999450683594,138.13999938964844,138.67999267578125,4864300,121.32312774658203,0.0,-0.266098790259528,-0.26612941969073045,121.37214111328124,121.37214111328124,120.80839716864747,0.0,-120.65108043602287,-116.81210889543802,124.3096057515939,117.32799953405062
JNJ,2018-10-23,137.7899932861328,139.49000549316406,137.4499969482422,138.92999267578125,8282700,121.54185485839844,0.0,0.1802711372969723,0.18028476175893093,121.37866856501653,121.37866856501653,120.90619152728094,0.0,-129.86788094081527,-122.52962384862207,124.3313047889118,117.33167128530697
JNJ,2018-10-24,138.52000427246094,140.11000061035156,137.1699981689453,137.47000122070312,8279200,120.26461791992188,0.0,-1.0508828417527427,-1.0508618121424895,121.33740743001302,121.33740743001302,120.82064837963307,0.0,-145.3871425869824,-131.96870132127353,124.31018869513817,117.29242589836768
JNJ,2018-10-25,137.4600067138672,139.08999633789062,135.0500030517578,138.47000122070312,9720700,121.1394271850586,0.0,0.7274314331273901,0.7274036871918632,121.33033670697894,121.33033670697894,120.86315222035648,0.0,-134.75763958157972,-136.6708877031258,124.3240532250374,117.3004325537712
JNJ,2018-10-26,137.94000244140625,139.3000030517578,135.3300018310547,136.97000122070312,11371400,119.82716369628906,0.0,-1.0832671241254643,-1.0832670413447265,121.27850315488618,121.27850315488618,120.7250204171475,0.0,-150.70249665345352,-143.61575960733856,124.29876702735288,117.22073904564516
