date,open,high,low,close,volume,adjclose,dividends,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2013-07-31,72.47000122070312,73.66000366210938,72.47000122070312,72.8499984741211,5964700,62.26422119140625,0.0,0.0,0.0,62.26422119140625,62.26422119140625,62.26422119140625,0.0,0.0,0.0,0.0,0.0,17031.505717391305,7.203225806451613,233.43806451612903,64.02999877929688,"4,426.58",555.44,163.58,76.01,31117,0.0816,23682,7435,4633,350,4983,2452,176,,2276,849,1427,0.1471,997,1014,-0.0222,1.43,1.41,0.175,601,0.6,0.28,0.3208,0.2389,0.0788,0.045899999999999996,0.019299999999999998,0.373,2802,0.09,350,2452,0.0788
2013-08-01,73.2300033569336,73.5199966430664,72.9000015258789,73.16000366210938,3254000,62.52917098999024,0.0,0.42553904527316,0.4255249540012773,62.39669609069824,62.39669609069824,62.29954783121745,0.0,0.0,0.0,0.0,0.0,17034.09464130435,7.2,233.456,64.87999725341797,"4,501.61",555.44,163.58,76.01,31117,0.0816,23682,7435,4633,350,4983,2452,176,,2276,849,1427,0.1471,997,1014,-0.0222,1.43,1.41,0.175,601,0.6,0.28,0.3208,0.2389,0.0788,0.045899999999999996,0.019299999999999998,0.373,2802,0.09,350,2452,0.0788
2013-08-02,73.02999877929688,73.02999877929688,71.93000030517578,72.26000213623047,3622500,61.75996780395508,0.0,-1.2301824505580594,-1.230150942123143,62.18445332845052,62.18445332845052,62.22760382758247,0.0,0.0,0.0,0.0,0.0,17036.68356521739,7.2,233.45883870967745,64.87999725341797,"4,500.77",555.44,163.58,76.01,31117,0.0816,23682,7435,4633,350,4983,2452,176,,2276,849,1427,0.1471,997,1014,-0.0222,1.43,1.41,0.175,601,0.6,0.28,0.3208,0.2389,0.0788,0.045899999999999996,0.019299999999999998,0.373,2802,0.09,350,2452,0.0788
2013-08-05,72.36000061035156,73.58000183105469,72.30000305175781,73.33999633789062,2871000,62.68303680419922,0.0,1.494594754680545,1.4946073209983537,62.309099197387695,62.309099197387695,62.28832822446471,0.0,0.0,0.0,0.0,0.0,17044.45033695652,7.2,233.46735483870967,66.30999755859375,"4,493.55",555.44,163.58,76.01,31117,0.0816,23682,7435,4633,350,4983,2452,176,,2276,849,1427,0.1471,997,1014,-0.0222,1.43,1.41,0.175,601,0.6,0.28,0.3208,0.2389,0.0788,0.045899999999999996,0.019299999999999998,0.373,2802,0.09,350,2452,0.0788
2013-08-06,73.18000030517578,73.37000274658203,72.52999877929688,73.23999786376953,3089500,62.59754943847656,0.0,-0.1363491670498318,-0.1363803830846444,62.36678924560547,62.36678924560547,62.32955771966629,0.0,0.0,0.0,0.0,0.0,17047.039260869566,7.2,233.4701935483871,65.5199966430664,"4,458.60",555.44,163.58,76.01,31117,0.0816,23682,7435,4633,350,4983,2452,176,,2276,849,1427,0.1471,997,1014,-0.0222,1.43,1.41,0.175,601,0.6,0.28,0.3208,0.2389,0.0788,0.045899999999999996,0.019299999999999998,0.373,2802,0.09,350,2452,0.0788
2013-08-07,73.18000030517578,73.4000015258789,72.62000274658203,72.91999816894531,2807300,62.32404327392578,0.0,-0.4369193120669301,-0.4369279101246515,62.35966491699219,62.35966491699219,62.32882246023422,0.0,0.0,0.0,0.0,0.0,17049.62818478261,7.2,233.4730322580645,64.94999694824219,"4,493.31",555.44,163.58,76.01,31117,0.0816,23682,7435,4633,350,4983,2452,176,,2276,849,1427,0.1471,997,1014,-0.0222,1.43,1.41,0.175,601,0.6,0.28,0.3208,0.2389,0.0788,0.045899999999999996,0.019299999999999998,0.373,2802,0.09,350,2452,0.0788
2013-08-08,73.1500015258789,73.66999816894531,72.86000061035156,73.18000030517578,2171600,62.54628372192383,0.0,0.3565580674153024,0.3565886234647264,62.38632474626814,62.38632474626814,62.35781729512617,0.0,0.0,0.0,0.0,0.0,17052.21710869565,7.2,233.475870967742,66.62000274658203,"4,484.04",555.44,163.58,76.01,31117,0.0816,23682,7435,4633,350,4983,2452,176,,2276,849,1427,0.1471,997,1014,-0.0222,1.43,1.41,0.175,601,0.6,0.28,0.3208,0.2389,0.0788,0.045899999999999996,0.019299999999999998,0.373,2802,0.09,350,2452,0.0788
2013-08-09,73.19999694824219,73.58999633789062,72.2699966430664,72.93000030517578,2556900,62.33260726928711,0.0,-0.3416233929454115,-0.3416293341850784,62.37961006164551,62.37961006164551,62.35445595834763,0.0,0.0,0.0,0.0,0.0,17054.806032608696,7.2,233.4787096774193,66.62000274658203,"4,479.53",555.44,163.58,76.01,31117,0.0816,23682,7435,4633,350,4983,2452,176,,2276,849,1427,0.1471,997,1014,-0.0222,1.43,1.41,0.175,601,0.6,0.28,0.3208,0.2389,0.0788,0.045899999999999996,0.019299999999999998,0.373,2802,0.09,350,2452,0.0788
2013-08-12,72.41000366210938,72.58999633789062,72.01000213623047,72.38999938964844,3043300,61.87104415893555,0.0,-0.7404372868061282,-0.7404842033280179,62.32310273912218,62.32310273912218,62.29000105175935,0.0,0.0,0.0,0.0,0.0,17062.572804347827,7.2,233.4872258064516,66.25,"4,478.43",555.44,163.58,76.01,31117,0.0816,23682,7435,4633,350,4983,2452,176,,2276,849,1427,0.1471,997,1014,-0.0222,1.43,1.41,0.175,601,0.6,0.28,0.3208,0.2389,0.0788,0.045899999999999996,0.019299999999999998,0.373,2802,0.09,350,2452,0.0788
2013-08-13,72.43000030517578,73.38999938964844,72.30999755859375,73.3499984741211,2627400,62.69157409667969,0.0,1.3261487671872183,1.3261937775550514,62.35994987487793,62.35994987487793,62.3435441244154,0.0,0.0,0.0,0.0,0.0,17065.16172826087,7.2,233.49006451612905,66.25,"4,444.29",555.44,163.58,76.01,31117,0.0816,23682,7435,4633,350,4983,2452,176,,2276,849,1427,0.1471,997,1014,-0.0222,1.43,1.41,0.175,601,0.6,0.28,0.3208,0.2389,0.0788,0.045899999999999996,0.019299999999999998,0.373,2802,0.09,350,2452,0.0788
2013-08-14,73.19000244140625,73.30000305175781,72.30999755859375,72.48999786376953,3079000,61.95652770996094,0.0,-1.1724616608615013,-1.1724803489304605,62.32327513261275,62.32327513261275,62.29194193582147,0.0,0.0,0.0,0.0,0.0,17067.750652173912,7.2,233.4929032258065,66.4000015258789,"4,374.62",555.44,163.58,76.01,31117,0.0816,23682,7435,4633,350,4983,2452,176,,2276,849,1427,0.1471,997,1014,-0.0222,1.43,1.41,0.175,601,0.6,0.28,0.3208,0.2389,0.0788,0.045899999999999996,0.019299999999999998,0.373,2802,0.09,350,2452,0.0788
