symbol,date,open,high,low,close,volume,adjclose,dividends,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower
UNH,2013-07-31,72.47000122070312,73.66000366210938,72.47000122070312,72.8499984741211,5964700,62.26426315307617,0.0,0.0,0.0,62.26426315307617,62.26426315307617,62.26426315307617,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-01,73.2300033569336,73.5199966430664,72.9000015258789,73.16000366210938,3254000,62.5291862487793,0.0,0.42553904527316,0.42548178086010413,62.396724700927734,62.396724700927734,62.29958623250326,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-02,73.02999877929688,73.02999877929688,71.93000030517578,72.26000213623047,3622500,61.75996398925781,0.0,-1.2301824505580594,-1.230181145267184,62.184471130371094,62.184471130371094,62.22763660007054,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-05,72.36000061035156,73.58000183105469,72.30000305175781,73.33999633789062,2871000,62.683021545410156,0.0,1.494594754680545,1.4945888833628462,62.30910873413086,62.30910873413086,62.28835459278249,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-06,73.18000030517578,73.37000274658203,72.52999877929688,73.23999786376953,3089500,62.597557067871094,0.0,-0.1363491670498318,-0.1363439021157431,62.366798400878906,62.366798400878906,62.32958158946097,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-07,73.18000030517578,73.4000015258789,72.62000274658203,72.91999816894531,2807300,62.324066162109375,0.0,-0.43691931206693013,-0.4369034808581862,62.359676361083984,62.359676361083984,62.32884619914743,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-08,73.1500015258789,73.66999816894531,72.86000061035156,73.18000030517578,2171600,62.54627227783203,0.0,0.3565580674153024,0.3565334058029501,62.38633292061942,62.38633292061942,62.35783634297204,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-09,73.19999694824219,73.58999633789062,72.2699966430664,72.93000030517578,2556900,62.33261489868164,0.0,-0.34162339294541155,-0.34159890169204177,62.3796181678772,62.3796181678772,62.35447348373333,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-12,72.41000366210938,72.58999633789062,72.01000213623047,72.38999938964844,3043300,61.871070861816406,0.0,-0.7404372868061282,-0.7404535131655399,62.323112911648224,62.323112911648224,62.29001980081107,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-13,72.43000030517578,73.38999938964844,72.30999755859375,73.3499984741211,2627400,62.69157791137695,0.0,1.3261487671872185,1.326156211831342,62.35995941162109,62.35995941162109,62.34356088221986,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-14,73.19000244140625,73.30000305175781,72.30999755859375,72.48999786376953,3079000,61.9565544128418,0.0,-1.1724616608615013,-1.1724437684025313,62.32328622991388,62.32328622991388,62.29196001963612,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-15,71.98999786376953,72.62000274658203,71.37000274658203,71.4000015258789,3402000,61.02492904663086,0.0,-1.5036506690744522,-1.5036752366878514,62.21508979797363,62.21508979797363,62.123022556568756,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-16,71.1500015258789,71.9800033569336,71.0,71.43000030517578,3323600,61.050567626953125,0.0,0.04201509615655574,0.04201328985187214,62.125511169433594,62.125511169433594,61.98002856595334,0.0,0.0,0.0,0.0,0.0
UNH,2013-08-19,71.52999877929688,72.19999694824219,71.45999908447266,71.70999908447266,2794800,61.289886474609375,0.0,0.3919904495318649,0.392001019742505,62.06582369123186,62.06582369123186,61.88800962044081,0.0,-363.6749132762986,0.0,0.0,0.0
UNH,2013-08-20,71.8499984741211,72.83999633789062,71.61000061035156,72.45999908447266,3110000,61.930912017822266,0.0,1.045879249163728,1.045891222980888,62.05682957967122,62.05682957967122,61.893729940091674,0.0,-339.66644950023147,0.0,0.0,0.0
UNH,2013-08-21,72.18000030517578,72.33999633789062,71.47000122070312,71.8499984741211,3314200,61.40953826904297,0.0,-0.841844628841959,-0.8418635085323145,62.01637387275696,62.01637387275696,61.82917105061852,0.0,-359.1935695875552,-354.17831078802845,0.0,0.0
UNH,2013-08-22,72.04000091552734,72.73999786376953,71.83000183105469,71.97000122070312,2959400,61.51209259033203,0.0,0.1670184399868102,0.1670006389557166,61.986710267908435,61.986710267908435,61.786893922580326,0.0,-355.35258113738064,-351.40420007505577,0.0,0.0
UNH,2013-08-23,72.01000213623047,72.72000122070312,71.91000366210938,72.54000091552734,3215600,61.999267578125,0.0,0.7919962278120085,0.7919987229787928,61.9874078962538,61.9874078962538,61.815210409986285,0.0,-337.1063143998491,-350.5508217082616,0.0,0.0
UNH,2013-08-26,72.63999938964844,72.91999816894531,72.27999877929688,72.37999725341797,2797700,61.86254119873047,0.0,-0.22057300811961777,-0.22052902354410264,61.9808359648052,61.9808359648052,61.821521181818845,0.0,-342.22715609123276,-344.8953505428208,0.0,0.0
UNH,2013-08-27,71.94999694824219,72.13999938964844,71.31999969482422,71.5199966430664,3626200,61.12749099731445,0.0,-1.1881744169463193,-1.1881991705686712,61.93816871643067,61.93816871643067,61.728983823884924,0.0,-369.7571450614638,-349.69687185084854,63.05205824997181,60.824279182889526
UNH,2013-08-28,71.4000015258789,72.16000366210938,71.3499984741211,71.54000091552734,3297700,61.14459991455078,0.0,0.02797018092823844,0.027988908030063264,61.90037972586496,61.90037972586496,61.65106596930704,0.0,-380.5179158467756,-364.16740566649077,63.03879526120394,60.725575847804855
UNH,2013-08-29,71.33999633789062,72.83000183105469,71.1500015258789,72.44000244140625,5243500,61.913795471191406,0.0,1.2580395783634568,1.2579942590442483,61.9009895324707,61.9009895324707,61.686096569558295,0.0,-380.1760187957684,-376.81702656800263,62.96758875859738,60.73524327265262
UNH,2013-08-30,72.45999908447266,72.80999755859375,71.48999786376953,71.73999786376953,4186200,61.315521240234375,0.0,-0.9663232386041498,-0.9663019790725147,61.87553438932999,61.87553438932999,61.63668652564844,0.0,-405.20841978918605,-388.63411814391003,62.97044811268861,60.68793964365904
UNH,2013-09-03,71.80999755859375,72.7699966430664,71.79000091552734,72.55999755859375,3801500,62.0163459777832,0.0,1.143016056930124,1.1429809669284197,61.88140153884888,61.88140153884888,61.68730778593308,0.0,-390.5931348808821,-391.99252448861216,62.86902288623426,60.72269731335069
UNH,2013-09-04,72.45999908447266,73.3499984741211,72.19999694824219,73.3499984741211,3333600,62.69157791137695,0.0,1.0887554328945503,1.08879670826727,61.91380859375,61.91380859375,61.8212104693256,0.0,-353.5501056752993,-383.1172201151225,62.8892225714189,60.711899712516654
UNH,2013-09-05,73.33999633789062,74.2300033569336,73.13999938964844,74.04000091552734,2861600,63.28131866455078,0.0,0.9406986445264831,0.9407017223390213,61.96640513493465,61.96640513493465,62.0158915620223,0.0,-238.96821403854375,-327.70381819824166,63.10518579956438,60.5916617346153
