symbol,date,open,high,low,close,volume,adjclose,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower
CRM,2018-09-18,154.75999450683594,158.02999877929688,154.75,156.0,3749600,156.0,0.0,0.0,156.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0
CRM,2018-09-19,156.3699951171875,157.3300018310547,152.38999938964844,152.89999389648438,5546000,152.89999389648438,-1.9871833996895072,-1.9871833996895072,154.4499969482422,154.4499969482422,155.5866658528646,0.0,0.0,0.0,0.0,0.0
CRM,2018-09-20,153.2899932861328,156.07000732421875,151.64999389648438,155.5,4655600,155.5,1.7004618752803013,1.7004618752803013,154.79999796549478,154.79999796549478,155.57511040581596,0.0,0.0,0.0,0.0,0.0
CRM,2018-09-21,157.07000732421875,157.9600067138672,154.9600067138672,155.52000427246094,17991600,155.52000427246094,0.012864483897701007,0.012864483897701007,154.97999954223633,154.97999954223633,155.56776292136863,0.0,0.0,0.0,0.0,0.0
CRM,2018-09-24,155.3800048828125,158.91000366210938,153.3300018310547,158.77999877929688,5082100,158.77999877929688,2.096189825924033,2.096189825924033,155.73999938964843,155.73999938964843,155.99606103575908,0.0,0.0,0.0,0.0,0.0
CRM,2018-09-25,159.0,159.13999938964844,157.1699981689453,158.8699951171875,5699600,158.8699951171875,0.05667989581970012,0.05667989581970012,156.26166534423828,156.26166534423828,156.3792522466162,0.0,0.0,0.0,0.0,0.0
CRM,2018-09-26,159.05999755859375,159.92999267578125,157.35000610351562,158.3300018310547,4079700,158.3300018310547,-0.3398963320509263,-0.3398963320509263,156.55714198521204,156.55714198521204,156.639352191208,0.0,0.0,0.0,0.0,0.0
CRM,2018-09-27,159.0500030517578,161.0800018310547,158.92999267578125,160.42999267578125,3930300,160.42999267578125,1.326337914760689,1.326337914760689,157.0412483215332,157.0412483215332,157.1447709224844,0.0,0.0,0.0,0.0,0.0
CRM,2018-09-28,160.0,160.86000061035156,158.94000244140625,159.02999877929688,4607700,159.02999877929688,-0.8726509757521872,-0.8726509757521872,157.26222059461804,157.26222059461804,157.3961346367261,0.0,0.0,0.0,0.0,0.0
CRM,2018-10-01,160.11000061035156,161.19000244140625,159.02000427246094,159.86000061035156,4297600,159.86000061035156,0.5219152596527277,0.5219152596527277,157.5219985961914,157.5219985961914,157.72465009987616,0.0,0.0,0.0,0.0,0.0
CRM,2018-10-02,159.27000427246094,159.5800018310547,156.6999969482422,157.25999450683594,4137000,157.25999450683594,-1.626426932058489,-1.626426932058489,157.49818004261363,157.49818004261363,157.66269602080413,0.0,0.0,0.0,0.0,0.0
CRM,2018-10-03,158.55999755859375,159.75999450683594,157.02000427246094,159.10000610351562,3561600,159.10000610351562,1.1700442966756652,1.1700442966756652,157.6316655476888,157.6316655476888,157.85433736516566,0.0,0.0,0.0,0.0,0.0
CRM,2018-10-04,158.1999969482422,158.83999633789062,153.77999877929688,154.89999389648438,6206400,154.89999389648438,-2.6398567227575054,-2.6398567227575054,157.4215369591346,157.4215369591346,157.46042490267484,0.0,0.0,0.0,0.0,0.0
CRM,2018-10-05,154.86000061035156,156.60000610351562,152.47000122070312,155.07000732421875,4963600,155.07000732421875,0.10975689763292884,0.10975689763292884,157.25357055664062,157.25357055664062,157.1417025588807,0.0,35.84916524581983,0.0,0.0,0.0
CRM,2018-10-08,154.24000549316406,154.6199951171875,145.60000610351562,148.64999389648438,10238700,148.64999389648438,-4.140074240347125,-4.140074240347125,156.67999877929688,156.67999877929688,156.00947473722786,0.0,19.56374925859298,0.0,0.0,0.0
CRM,2018-10-09,148.32000732421875,150.8699951171875,147.2100067138672,148.5,5593300,148.5,-0.1009040717410481,-0.1009040717410481,156.16874885559082,156.16874885559082,155.00821143893083,0.0,18.601632955077097,24.671515819829967,0.0,0.0
CRM,2018-10-10,147.52000427246094,147.58999633789062,137.5399932861328,137.80999755859375,13660600,137.80999755859375,-7.198654842697816,-7.198654842697816,155.08882230870864,155.08882230870864,152.71511625488588,0.0,1.141666672043264,13.102349628571114,0.0,0.0
CRM,2018-10-11,137.44000244140625,142.16000366210938,136.4499969482422,139.24000549316406,10499300,139.24000549316406,1.0376663231289163,1.0376663231289163,154.20833248562283,154.20833248562283,150.91843481998967,0.0,11.277315785935397,10.340205137685253,0.0,0.0
CRM,2018-10-12,145.77000427246094,148.75,143.22000122070312,146.74000549316406,9371700,146.74000549316406,5.386383010713258,5.386383010713258,153.81526264391448,153.81526264391448,150.36131090974624,0.0,41.59258795542757,18.003856804468743,0.0,0.0
CRM,2018-10-15,146.6999969482422,146.6999969482422,141.32000732421875,141.9499969482422,6040800,141.9499969482422,-3.2642826534070246,-3.2642826534070246,153.22199935913085,153.22199935913085,149.2398023815457,0.0,22.231199590960927,25.03370111077463,167.28436414417456,139.15963457408714
CRM,2018-10-16,145.47000122070312,147.91000366210938,144.00999450683594,147.44000244140625,5383100,147.44000244140625,3.867562952583814,3.867562952583814,152.94666617257255,152.94666617257255,148.9998290561938,0.0,44.422001022597684,36.08192952299539,167.02046491334582,138.56753404905655
CRM,2018-10-17,148.35000610351562,148.35000610351562,145.4199981689453,147.00999450683594,3377900,147.00999450683594,-0.2916494353295995,-0.2916494353295995,152.6768174604936,152.6768174604936,148.73451778294609,0.0,42.683893346392324,36.44569798665031,166.95867898813978,138.0403200352977
