symbol,date,open,high,low,close,volume,adjclose,dividends,splits,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower
HON,2018-09-18,159.02590942382812,159.37095642089844,157.7703399658203,159.2367706298828,2717619,143.77127075195312,0.0,0.0,0.0,0.0,143.77127075195312,143.77127075195312,143.77127075195312,0.0,0.0,0.0,0.0,0.0
HON,2018-09-19,159.35177612304688,159.763916015625,158.8054656982422,158.910888671875,1538631,143.47706604003906,0.0,0.0,-0.20465245352486727,-0.20463386765332547,143.6241683959961,143.6241683959961,143.73204345703124,0.0,0.0,0.0,0.0,0.0
HON,2018-09-20,159.6776580810547,159.9556121826172,158.07704162597656,159.62014770507812,2132298,144.11744689941406,0.0,0.0,0.44632500587649115,0.44632977035945487,143.7885945638021,143.7885945638021,143.78343058268229,0.0,0.0,0.0,0.0,0.0
HON,2018-09-21,159.9556121826172,160.66485595703125,159.39012145996094,160.38690185546875,3276856,144.80970764160156,0.0,0.0,0.4803617597243015,0.48034485558896556,144.04387283325195,144.04387283325195,143.92026752387153,0.0,0.0,0.0,0.0,0.0
HON,2018-09-24,159.6968231201172,159.98435974121094,158.3837432861328,158.58502197265625,2031511,143.182861328125,0.0,0.0,-1.1234582512456348,-1.1234373302533962,143.87167053222657,143.87167053222657,143.821946697772,0.0,0.0,0.0,0.0,0.0
HON,2018-09-25,158.93006896972656,159.2751007080078,158.10580444335938,158.6808624267578,2398249,143.26937866210938,0.0,0.0,0.06043474529271453,0.06042436446782595,143.7712885538737,143.7712885538737,143.74827095968365,0.0,0.0,0.0,0.0,0.0
HON,2018-09-26,159.02590942382812,159.82142639160156,157.86618041992188,158.87255859375,2898328,143.44244384765625,0.0,0.0,0.12080610355937882,0.12079705179361966,143.72431073869978,143.72431073869978,143.70749401141333,0.0,0.0,0.0,0.0,0.0
HON,2018-09-27,159.22718811035156,159.3805389404297,158.22080993652344,158.4891815185547,1820858,143.09634399414062,0.0,0.0,-0.24131107259097728,-0.24128134200167572,143.64581489562988,143.64581489562988,143.62600734244364,0.0,0.0,0.0,0.0,0.0
HON,2018-09-28,158.5083465576172,159.77349853515625,158.30706787109375,159.4859619140625,2289636,143.9962921142578,0.0,0.0,0.6289264579179665,0.6289106311158088,143.68475680881076,143.68475680881076,143.6753786453522,0.0,0.0,0.0,0.0,0.0
HON,2018-10-01,161.21124267578125,162.51937866210938,160.37791442871094,161.27906799316406,2261731,145.61524963378906,0.0,1.011,1.1243033917102796,1.124305005191828,143.8778060913086,143.8778060913086,143.9340281104771,0.0,0.0,0.0,0.0,0.0
HON,2018-10-02,160.7655029296875,161.47286987304688,160.45542907714844,160.8817901611328,2780724,145.25656127929688,0.0,0.0,-0.24632944434431758,-0.24632609248980142,144.0031474720348,144.0031474720348,144.11036586631974,0.0,0.0,0.0,0.0,0.0
HON,2018-10-03,161.5213165283203,161.58914184570312,159.76744079589844,160.25193786621094,2370504,144.68788146972656,0.0,0.0,-0.3915000537295321,-0.39150025621002005,144.06020863850912,144.06020863850912,144.18736794677397,0.0,0.0,0.0,0.0,0.0
HON,2018-10-04,159.88372802734375,160.72674560546875,157.80038452148438,159.6027069091797,3074947,144.10171508789062,0.0,0.0,-0.4051314234797432,-0.405124724947048,144.06340144230768,144.06340144230768,144.17594756558952,0.0,0.0,0.0,0.0,0.0
HON,2018-10-05,159.8740234375,160.5523223876953,158.48837280273438,158.98255920410156,2516222,143.54176330566406,0.0,0.0,-0.3885571348304362,-0.3885809283290187,144.02614157540458,144.02614157540458,144.09138966426613,0.0,-299.60961723210585,0.0,0.0,0.0
HON,2018-10-08,158.93411254882812,159.88372802734375,158.12985229492188,159.74806213378906,1927260,144.23294067382812,0.0,0.0,0.48150119957797166,0.48151656510742047,144.03992818196613,144.03992818196613,144.11026313220773,0.0,-287.5071136634073,0.0,0.0,0.0
HON,2018-10-09,159.1472930908203,159.1472930908203,155.81394958496094,155.94961547851562,3787337,140.80340576171875,0.0,0.0,-2.377773229006208,-2.377775074187116,143.83764553070068,143.83764553070068,143.66934881614253,0.0,-223.8565742854087,-270.3244350603073,0.0,0.0
HON,2018-10-10,155.7558135986328,155.7558135986328,151.656982421875,151.76356506347656,4686725,137.02392578125,0.0,0.0,-2.6842325979417048,-2.684224831084525,143.43683848661536,143.43683848661536,142.7832924114902,0.0,-134.712970480897,-215.35888614323767,0.0,0.0
HON,2018-10-11,151.70542907714844,153.2655029296875,148.6627960205078,148.85658264160156,5015210,134.39926147460938,0.0,0.0,-1.9154679324112633,-1.9154788418708213,142.93475087483725,142.93475087483725,141.6654216199061,0.0,-102.93688505183871,-153.83547660604813,0.0,0.0
HON,2018-10-12,150.31976318359375,152.39341735839844,149.49612426757812,151.35658264160156,4585279,136.6564483642578,0.0,0.0,1.6794688925643175,1.6794637596091677,142.60431390059622,142.60431390059622,140.99755851915302,0.0,-86.64724894147703,-108.09903482473759,0.0,0.0
HON,2018-10-15,150.9011688232422,152.8585205078125,150.60076904296875,151.36627197265625,3427891,136.66522216796875,0.0,0.0,0.006401658180688052,0.006420336410006833,142.30735931396484,142.30735931396484,140.41991367232845,0.0,-86.5839302723804,-92.05602142189872,148.95240522477494,135.66231340315474
HON,2018-10-16,152.18992614746094,154.75775146484375,151.9476776123047,154.61239624023438,2928610,139.59603881835938,0.0,0.0,2.1445492613866524,2.144522654628611,142.1782488141741,142.1782488141741,140.31006369179926,0.0,-65.43285192791582,-79.55467704725775,148.81198749626344,135.38520793830685
HON,2018-10-17,154.55426025390625,155.52325439453125,152.25775146484375,153.14923095703125,3578460,138.2749786376953,0.0,0.0,-0.9463440958056735,-0.9463450337462764,142.00082744251597,142.00082744251597,140.03871901791874,0.0,-74.96666134422782,-75.66114784817468,148.72780487526734,134.9491818190686
HON,2018-10-18,152.3061981201172,152.5,149.25387573242188,150.37791442871094,3750288,135.7728729248047,0.0,0.0,-1.8095530163634077,-1.809514445449012,141.73004681131115,141.73004681131115,139.46993953883685,0.0,-93.023824337494,-77.80777920321255,148.7275552242607,134.1149740726143
HON,2018-10-19,151.2596893310547,152.8488311767578,147.67442321777344,148.71124267578125,7008931,134.2680206298828,0.0,0.0,-1.10832216237432,-1.1083600593435938,141.41912905375162,141.41912905375162,138.77635035097632,0.0,-96.3469182983063,-88.1124679933427,148.67668341588754,133.1116771798156
HON,2018-10-22,149.00193786621094,149.4476776123047,146.41473388671875,147.87791442871094,4646786,133.51564025878906,0.0,0.0,-0.5603666757644676,-0.5603570884296638,141.10298950195312,141.10298950195312,138.07492233868467,0.0,-85.00558086216779,-91.4587744993227,148.77398370849298,132.04765478027653
HON,2018-10-23,144.74806213378906,147.5872039794922,142.2965087890625,145.93023681640625,5542459,131.75714111328125,0.0,0.0,-1.3170848532920165,-1.3170735219479646,140.7435337946965,140.7435337946965,137.23255150863088,0.0,-57.18519941316925,-79.51256619121445,148.92325819019158,130.74715654369516
HON,2018-10-24,145.99806213378906,146.15310668945312,140.51356506347656,140.8333282470703,4772381,127.15526580810547,0.0,0.0,-3.492702184639307,-3.4926951710489873,140.24026461000796,140.24026461000796,135.88891341522748,0.0,-66.66231363172562,-69.61769796902088,149.55220841484766,128.48948851508396
HON,2018-10-25,142.61627197265625,143.90504455566406,141.68605041503906,142.906982421875,2893109,129.02749633789062,0.0,0.0,1.4724172187188467,1.4723971656908086,139.83980860028947,139.83980860028947,134.9740578049159,0.0,-59.29773924469236,-61.04841742986241,149.55813208961143,127.07668007469523
HON,2018-10-26,141.22093200683594,143.48837280273438,140.281005859375,141.51162719726562,3591773,127.76765441894531,0.0,0.0,-0.9764080109746831,-0.9764135201431046,139.42352742162245,139.42352742162245,134.01320402011984,0.0,-66.32651823286729,-64.0955237030951,149.3475619740819,125.66438642069349
HON,2018-10-29,145.1199951171875,145.99000549316406,139.3000030517578,141.05999755859375,4741300,127.35991668701172,0.0,1.032,-0.3191466649184349,-0.3191243775961028,139.0214070638021,139.0214070638021,133.1260990423721,0.0,-72.55848218922006,-66.06091322225991,148.61581328344278,124.57060181665484
HON,2018-10-30,141.4600067138672,143.08999633789062,140.6699981689453,142.9600067138672,4204600,129.0753936767578,0.0,0.0,1.3469510762498027,1.3469520351225617,138.70056792228453,138.70056792228453,132.58600499362353,0.07132425756621345,-63.0244157534704,-67.30313872518592,147.5265760623969,124.04172227744684
HON,2018-10-31,144.89999389648438,146.58999633789062,144.08999633789062,144.82000732421875,4733900,130.7547607421875,0.0,0.0,1.3010636003076836,1.3010745251998301,138.4522614479065,138.4522614479065,132.34183909343204,0.07320734609748944,-52.6728097162641,-62.75190255298486,146.24439805923632,123.9305882078535
HON,2018-11-01,145.44000244140625,145.5399932861328,143.5,144.4499969482422,3792000,130.42063903808594,0.0,0.0,-0.2554967250817719,-0.2555331080910772,138.20887895063922,138.20887895063922,132.08567908605255,0.07280213411275971,-54.73233340262056,-56.80985295745169,144.89080760598353,123.91607105612587
HON,2018-11-02,145.61000061035156,146.5399932861328,143.6999969482422,145.47999572753906,4860500,131.35060119628906,0.0,0.0,0.7130486680909653,0.7130483066652982,138.00716489904067,138.00716489904067,131.98766870075076,0.07310457323478219,-49.00005361138518,-52.135065576756624,143.4272429634516,124.1605194877203
HON,2018-11-05,145.58999633789062,148.16000366210938,145.49000549316406,147.17999267578125,4181600,132.88551330566406,0.0,0.0,1.1685434411381257,1.168561160280679,137.86083199637278,137.86083199637278,132.1073813147392,0.07407227135485708,-39.53886684342748,-47.757084619144415,141.5137332762659,124.93928643808958
HON,2018-11-06,147.69000244140625,149.42999267578125,147.60000610351562,148.4499969482422,3178400,134.0321502685547,0.0,0.0,0.8628919253030443,0.862875820220621,137.7544797261556,137.7544797261556,132.36401717524794,0.07483917291562442,-38.88050490125414,-42.47314178535561,140.38767412129204,125.38822004374704
HON,2018-11-07,150.0500030517578,151.60000610351562,148.75,150.1999969482422,2185000,135.61221313476562,0.0,0.0,1.1788481212364976,1.1788685498554052,137.69658062909102,137.69658062909102,132.7971099698503,0.07606502357567702,-27.2185157488828,-35.21262916452148,140.17847851307457,125.45624438731603
HON,2018-11-08,150.0399932861328,151.49000549316406,149.91000366210938,150.5500030517578,2801000,135.92822265625,0.0,0.0,0.23302670481160082,0.23302438193404384,137.65004489296362,137.65004489296362,133.21459166137026,0.07617172218338189,-27.412841942555016,-31.17062086423066,140.35517490718303,125.43244411137165
HON,2018-11-09,150.08999633789062,150.7100067138672,148.8300018310547,150.32000732421875,2378400,135.72052001953125,0.0,0.0,-0.15277032406302293,-0.1528031726303114,137.60056989620892,137.60056989620892,133.5487154424584,0.07573217521051065,-29.101480846502824,-27.910946179313555,140.22023516380003,125.473791020282
HON,2018-11-12,150.1699981689453,150.6300048828125,147.91000366210938,148.1300048828125,2261200,133.74322509765625,0.0,0.0,-1.4568935169639308,-1.4568872279523082,137.5041362762451,137.5041362762451,133.57465006315144,0.07550429046297605,-45.177045328516684,-33.89712270585818,139.86850829486008,125.53331818219071
HON,2018-11-13,147.9499969482422,150.7899932861328,147.16000366210938,147.67999267578125,2472900,133.33694458007812,0.0,0.0,-0.3037954446752811,-0.3037765219744526,137.40249745438737,137.40249745438737,133.54295599874166,0.07550430993594215,-48.480138147831575,-40.919554774283704,138.79406508383082,125.98185196939184
HON,2018-11-14,148.64999389648438,148.94000244140625,147.2100067138672,147.52999877929688,2827300,133.20150756835938,0.0,0.0,-0.10156683635113017,-0.10157500769594208,137.30247388567244,137.30247388567244,133.49742954135735,0.07551399833003049,-49.58125179104644,-47.74614508913157,137.93173099208647,126.3368389542026
HON,2018-11-15,145.64999389648438,148.4499969482422,145.2100067138672,147.77000427246094,3029000,134.16387939453125,0.82,0.0,0.1626825019656497,0.7224931937635848,137.22948331611101,137.22948331611101,133.58628952178054,0.07613856456564887,-41.75709254391243,-46.606160827596824,137.68083402646573,126.42683656679598
HON,2018-11-16,147.47999572753906,148.99000549316406,146.80999755859375,148.5500030517578,3157200,134.87210083007812,0.0,0.0,0.5278464889658441,0.5278778749861823,137.17590644142845,137.17590644142845,133.75773102955355,0.07648999469971803,-53.045682798903826,-48.1280090446209,137.7672843606576,126.40079425262363
HON,2018-11-19,148.42999267578125,149.77999877929688,146.9600067138672,147.47000122070312,2256900,133.8915252685547,0.0,0.0,-0.7270291544042573,-0.7270410674175221,137.10292019314235,137.10292019314235,133.77557026142037,0.07633399918584041,-118.62305544776035,-71.14194359685887,137.80845429227546,126.39721282198238
HON,2018-11-20,145.6999969482422,146.9499969482422,143.3000030517578,144.0500030517578,3578500,130.78646850585938,0.0,0.0,-2.319114491514074,-2.319083867681171,136.9656060260275,136.9656060260275,133.37702336067892,0.07616589516117173,-150.76542102292677,-107.47805308986365,137.78874279494278,126.31985705857285
HON,2018-11-21,144.9499969482422,145.72999572753906,144.02999877929688,144.10000610351562,2866600,130.83184814453125,0.0,0.0,0.03471228788509695,0.03469750287647955,136.83510053918718,136.83510053918718,133.03766666519257,0.07185712880640921,-150.21867858935303,-139.86905168668005,137.52995404905175,126.94630403810646
HON,2018-11-23,142.63999938964844,144.1199951171875,142.00999450683594,143.25999450683594,1513300,130.06919860839844,0.0,0.0,-0.5829365448300261,-0.5829234601121835,136.6941442489624,136.6941442489624,132.6418709242867,0.06966402356671615,-124.51284107489208,-141.83231356239062,137.46826593768736,127.1121623765216
HON,2018-11-26,143.8699951171875,144.58999633789062,142.02000427246094,143.22000122070312,4029100,130.03285217285156,0.0,0.0,-0.02791657662035707,-0.0279439221089528,136.55819951271525,136.55819951271525,132.2940017574287,0.06719787413996876,-124.89184411550842,-133.2077879265845,137.25372909291528,127.55321899668432
HON,2018-11-27,142.3800048828125,143.67999267578125,142.13999938964844,142.88999938964844,3659100,129.73326110839844,0.0,0.0,-0.23041602307078968,-0.23039644170450568,136.4217007446289,136.4217007446289,131.95256967089134,0.06717960182166526,-128.0158347534014,-125.80683998126729,136.95062692288096,128.09365560885735
HON,2018-11-28,143.67999267578125,144.4199981689453,142.10000610351562,144.3000030517578,4295300,131.01348876953125,0.0,0.0,0.9867756093023816,0.986815293314125,136.16654510498046,136.31565737256815,131.82735888404332,0.06398192292031653,-115.99676153501953,-122.96814680130979,136.8083232487214,128.42976879229425
HON,2018-11-29,144.3000030517578,146.85000610351562,143.80999755859375,145.74000549316406,2646900,132.32080078125,0.0,0.0,0.9979226687124587,0.997845354701199,135.9434197998047,136.23883320735052,131.89315113700422,0.06460128072255986,-110.35529695554095,-118.12263108132062,136.79750139838592,128.59719464653597
HON,2018-11-30,145.89999389648438,147.10000610351562,145.3300018310547,146.75,5394000,133.23785400390625,0.0,0.0,0.6930111628706603,0.6930529570874588,135.72582794189452,136.18221095822892,132.07244485259116,0.06273032961694017,-99.91049797881844,-108.75418548979297,136.80027580204762,128.87614173945627
HON,2018-12-03,150.0,151.50999450683594,148.80999755859375,148.97999572753906,4319300,135.26248168945312,0.0,0.0,1.519588230009572,1.5195589126552056,135.53488342285155,136.16517893473306,132.4977830975061,0.06366897939018183,-71.02645070929276,-93.7640818812174,137.0721548420901,128.99545074873024
HON,2018-12-04,148.3000030517578,149.25,142.50999450683594,142.67999267578125,4113600,129.54258728027344,0.0,0.0,-4.228757707363295,-4.228736851296211,135.26207794189452,136.04476817737927,132.10375698854176,0.07647486386534659,-131.23586554276315,-100.72427141029145,137.1970193750376,128.53629361324363
HON,2018-12-06,140.25,141.72000122070312,137.13999938964844,141.55999755859375,5946100,128.5257110595703,0.0,0.0,-0.7849699850577596,-0.7849744567036132,134.96720458984376,135.91049930027552,131.62668419801224,0.07577433920032318,-59.94635530373177,-87.4028905185959,137.2938890605483,127.8887800068345
HON,2018-12-07,140.8300018310547,143.17999267578125,138.11000061035156,138.7100067138672,3644500,125.93815612792969,0.0,0.0,-2.013274155042921,-2.0132586004066644,134.61711883544922,135.735545911287,130.8682137886679,0.07009991418373401,-77.9530067363807,-89.71174252762519,137.44866050300178,126.76660286369744
HON,2018-12-10,138.6999969482422,139.24000549316406,135.64999389648438,137.9499969482422,3121800,125.24810028076172,0.0,0.0,-0.5479127163426356,-0.5479323093050548,134.26015396118163,135.5547278831745,130.1188653209471,0.06853218043546565,-65.58570753732198,-67.82835652581149,137.4181786208616,125.72907250828878
HON,2018-12-11,139.7899932861328,140.19000244140625,136.1199951171875,136.80999755859375,4124800,124.21308898925781,0.0,0.0,-0.8263859477112945,-0.8263688544447256,133.86448989868165,135.362496715481,129.33142847672184,0.06834790871823768,-72.11162967901704,-71.88344798423991,137.36616730660657,124.63034071951645
